,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718525,681082,2.8837,0.2157,0.0893,0.2534,0.6025,0.2132,0.3491,0.6916,4.78,0.3679,0.12,0.3696,0.8795,0.55,0.5099,1.17
1,,Away Batter 2,718525,607208,3.3124,0.3907,0.196,0.418,1.0769,0.7671,0.6589,0.4802,4.11,0.353,0.0,0.409,0.789,0.24,0.38,0.62
2,,Away Batter 3,718525,656941,3.2382,0.2131,0.1655,0.2907,0.7684,0.3976,0.4777,1.3213,3.55,0.2968,0.26,0.4255,1.0338,0.58,0.6083,0.91
3,,Away Batter 4,718525,592206,3.1287,0.2809,0.1553,0.3741,0.9321,0.5396,0.558,0.9406,3.94,0.2628,0.0,0.3535,0.7357,0.64,0.3822,1.28
4,,Away Batter 5,718525,669016,2.7993,0.212,0.0584,0.3055,0.6378,0.293,0.3322,1.025,3.29,0.393,0.13,0.5347,1.2002,0.73,0.6655,0.86
5,,Away Batter 6,718525,592663,3.1996,0.3207,0.1818,0.3404,0.8606,0.5836,0.5201,1.2429,4.2,0.2485,0.19,0.2652,0.7097,0.57,0.4445,1.3
6,,Away Batter 7,718525,664761,3.0995,0.2422,0.1854,0.3475,0.82,0.5631,0.4724,0.6532,3.85,0.3338,0.15,0.4072,0.869,0.94,0.4618,0.57
7,,Away Batter 8,718525,595909,2.7763,0.3703,0.1526,0.4003,1.107,0.6273,0.7067,0.9215,3.36,0.1903,0.08,0.2828,0.5638,0.65,0.281,0.51
8,,Away Batter 9,718525,543281,2.7467,0.2815,0.0762,0.3214,0.7821,0.4445,0.4607,0.5788,2.54,0.1413,0.0,0.1788,0.3202,0.14,0.1413,0.76
9,,Home Batter 1,718525,643217,2.5572,0.2081,0.0654,0.3163,0.6043,0.2366,0.288,0.4208,4.08,0.2823,0.0,0.327,0.6533,0.38,0.3263,0.54
10,,Home Batter 2,718525,673357,3.0883,0.2316,0.047,0.2825,0.7061,0.3863,0.4236,0.658,4.23,0.2315,0.32,0.2615,0.765,0.74,0.5035,0.83
11,,Home Batter 3,718525,683734,3.049,0.3051,0.1439,0.3493,0.8584,0.41,0.509,0.4979,3.69,0.2848,0.0,0.372,0.7538,0.54,0.3818,0.92
12,,Home Batter 4,718525,650391,2.694,0.4444,0.0591,0.4764,0.9885,0.2184,0.5121,0.4835,3.39,0.2017,0.0,0.2933,0.5567,0.41,0.2633,1.23
13,,Home Batter 5,718525,518735,2.75,0.2191,0.0875,0.3081,0.6574,0.346,0.3494,0.7945,3.52,0.2645,0.02,0.3395,0.722,0.44,0.3825,1.08
14,,Home Batter 6,718525,669394,2.472,0.2486,0.213,0.2753,0.7863,0.378,0.511,0.8723,2.66,0.2917,0.41,0.4017,1.1742,0.81,0.7725,0.89
15,,Home Batter 7,718525,693049,2.0133,0.1689,0.0533,0.1844,0.4356,0.3,0.2511,0.5467,3.49,0.1847,0.07,0.2627,0.5078,0.38,0.2452,0.86
16,,Home Batter 8,718525,672820,1.9286,0.0387,0.0357,0.0565,0.1339,0.0357,0.0774,0.5,2.49,0.145,0.09,0.145,0.385,0.21,0.24,0.54
17,,Home Batter 9,718525,462101,2.8863,0.2352,0.0591,0.2936,0.7465,0.2188,0.4529,0.639,3.36,0.2375,0.0,0.2425,0.5425,0.24,0.3,0.79
