,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717824,641487,3.2171,0.2336,0.028,0.347,0.6543,0.3307,0.3073,0.6416,3.91,0.1887,0.08,0.2475,0.5112,0.2,0.2637,0.97
1,,Away Batter 2,717824,677594,3.4571,0.2467,0.1599,0.3266,0.7688,0.4734,0.4422,1.0443,4.17,0.3235,0.29,0.3235,0.883,0.83,0.5595,1.04
2,,Away Batter 3,717824,664034,3.6287,0.2639,0.0876,0.3195,0.7266,0.4482,0.4071,0.5646,4.2,0.3277,0.11,0.3345,0.877,0.44,0.5425,0.99
3,,Away Batter 4,717824,672284,3.3233,0.2558,0.1783,0.3118,0.812,0.4693,0.5002,1.0126,3.61,0.1933,0.03,0.2795,0.5637,0.23,0.2842,1.84
4,,Away Batter 5,717824,606192,3.7096,0.256,0.1812,0.2912,0.7408,0.6141,0.4495,1.2337,3.65,0.2735,0.14,0.3238,0.8015,0.63,0.4777,1.07
5,,Away Batter 6,717824,663728,3.246,0.2198,0.1513,0.292,0.7208,0.5529,0.4287,1.0512,3.65,0.159,0.07,0.1665,0.4513,0.22,0.2848,0.74
6,,Away Batter 7,717824,553993,3.5139,0.2313,0.1518,0.3216,0.7278,0.5235,0.4061,1.189,3.41,0.1282,0.06,0.2002,0.4183,0.45,0.2182,1.16
7,,Away Batter 8,717824,645801,2.0885,0.2232,0.1389,0.274,0.8167,0.5201,0.5427,0.6076,2.12,0.1825,0.05,0.2675,0.525,0.2,0.2575,0.63
8,,Away Batter 9,717824,676609,1.5647,0.1752,0.0196,0.2696,0.551,0.249,0.2814,0.4784,2.04,0.1383,0.05,0.3067,0.55,0.43,0.2433,0.48
9,,Home Batter 1,717824,621493,3.4579,0.2629,0.1331,0.3389,0.7666,0.4592,0.4277,0.8029,3.79,0.309,0.26,0.344,0.9355,0.64,0.5915,0.9
10,,Home Batter 2,717824,660271,3.6488,0.2732,0.2279,0.3664,0.8848,0.6179,0.5184,0.9568,4.02,0.2937,0.32,0.365,1.1127,0.73,0.7477,1.07
11,,Home Batter 3,717824,545361,3.5219,0.2778,0.2166,0.3541,0.8646,0.5182,0.5106,1.1035,3.53,0.1863,0.21,0.3148,0.6837,0.68,0.3688,1.2
12,,Home Batter 4,717824,543685,3.0839,0.2835,0.0778,0.394,0.8264,0.5822,0.4324,0.5327,3.32,0.2848,0.07,0.3745,0.7498,0.56,0.3753,0.44
13,,Home Batter 5,717824,650859,3.0737,0.2584,0.1194,0.3144,0.7336,0.4199,0.4191,0.5642,2.81,0.2525,0.2,0.2783,0.7383,0.35,0.46,0.53
14,,Home Batter 6,717824,665120,3.0205,0.3108,0.1285,0.3872,0.9188,0.4432,0.5316,1.0308,2.05,0.073,0.0,0.3788,0.5065,0.21,0.1277,0.92
15,,Home Batter 7,717824,666160,2.4126,0.3225,0.1864,0.3538,0.9865,0.5109,0.6327,0.6153,3.68,0.2347,0.17,0.2547,0.7723,0.7,0.5177,1.17
16,,Home Batter 8,717824,595453,2.1166,0.1434,0.0765,0.2372,0.4746,0.2556,0.2374,0.6509,2.19,0.3513,0.13,0.4538,1.1232,0.13,0.6693,0.83
17,,Home Batter 9,717824,687263,1.8533,0.1496,0.0267,0.1898,0.4316,0.2133,0.2418,0.3867,2.8,0.2033,0.03,0.2542,0.5475,0.15,0.2933,0.79
