,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717978,672779,2.2619,0.1853,0.0134,0.2742,0.5484,0.1849,0.2743,0.4747,2.84,0.2617,0.21,0.2797,0.8355,0.64,0.5558,0.38
1,,Away Batter 2,717978,668804,3.5052,0.2639,0.1428,0.3143,0.7841,0.4787,0.4698,0.7666,3.89,0.2563,0.16,0.3475,0.8577,0.85,0.5102,0.76
2,,Away Batter 3,717978,457705,3.225,0.2242,0.1602,0.3405,0.7228,0.4549,0.3822,0.8572,3.8,0.2883,0.12,0.346,0.7443,0.2,0.3983,0.76
3,,Away Batter 4,717978,669261,2.5464,0.3546,0.1415,0.4516,1.2016,0.3979,0.75,1.0139,3.39,0.2017,0.2,0.3235,0.6777,0.54,0.3542,1.34
4,,Away Batter 5,717978,656582,3.1227,0.2472,0.1116,0.3311,0.7678,0.378,0.4367,0.8763,3.24,0.1315,0.04,0.2223,0.3838,0.19,0.1615,1.11
5,,Away Batter 6,717978,678225,2.4115,0.1972,0.0256,0.2393,0.4771,0.2229,0.2377,0.5624,3.07,0.322,0.0,0.3422,0.7767,0.17,0.4345,0.81
6,,Away Batter 7,717978,666801,2.8843,0.2241,0.1123,0.2735,0.6527,0.3805,0.3791,0.9311,1.84,0.105,0.08,0.2623,0.4423,0.16,0.18,0.5
7,,Away Batter 8,717978,641943,1.8111,0.2321,0.0597,0.2756,0.6737,0.2549,0.3981,0.4782,1.91,0.1608,0.0,0.2853,0.4537,0.27,0.1683,0.49
8,,Away Batter 9,717978,595978,2.6834,0.1451,0.033,0.1927,0.3904,0.2072,0.1977,0.7639,2.94,0.2333,0.0,0.2542,0.5242,0.36,0.27,0.55
9,,Home Batter 1,717978,596103,2.2819,0.2197,0.076,0.3179,0.694,0.2858,0.3761,0.7138,2.53,0.2318,0.05,0.3432,0.6465,0.42,0.3033,0.52
10,,Home Batter 2,717978,605204,2.973,0.2667,0.1336,0.3277,0.7634,0.4488,0.4357,0.9624,3.68,0.2293,0.18,0.3065,0.7612,0.63,0.4547,1.56
11,,Home Batter 3,717978,527038,3.1962,0.2488,0.1722,0.3,0.7653,0.3994,0.4653,0.5694,2.31,0.1317,0.0,0.1545,0.3603,0.25,0.2058,0.91
12,,Home Batter 4,717978,571745,3.5223,0.2561,0.1507,0.2956,0.7222,0.5274,0.4266,1.1021,3.88,0.3225,0.21,0.357,0.857,0.8,0.5,0.96
13,,Home Batter 5,717978,669477,2.2456,0.2573,0.1404,0.2626,0.745,0.4561,0.4825,0.5614,3.5,0.193,0.0,0.2205,0.4435,0.59,0.223,0.89
14,,Home Batter 6,717978,672275,1.8333,0.2481,0.0278,0.2815,0.613,0.4222,0.3315,0.3833,2.92,0.3013,0.08,0.3163,0.7947,0.68,0.4783,0.89
15,,Home Batter 7,717978,681584,2.5715,0.1286,0.128,0.2024,0.4698,0.404,0.2675,0.8646,2.44,0.0515,0.0,0.0748,0.1303,0.04,0.0555,0.84
16,,Home Batter 8,717978,543063,3.143,0.2044,0.0978,0.2962,0.6146,0.3993,0.3184,0.763,3.0,0.2217,0.08,0.2942,0.7158,0.28,0.4217,1.36
17,,Home Batter 9,717978,669369,1.8102,0.2135,0.0303,0.25,0.6123,0.3021,0.3622,0.5526,1.38,0.1325,0.0,0.1992,0.3617,0.15,0.1625,0.34
