,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717868,680977,2.5864,0.226,0.0861,0.2966,0.6252,0.2956,0.3286,0.4809,3.0,0.1825,0.21,0.306,0.7243,0.3,0.4183,0.22
1,,Away Batter 2,717868,502671,3.6456,0.2882,0.1774,0.3715,0.8712,0.5527,0.4996,0.871,3.74,0.2542,0.18,0.2965,0.7282,0.3,0.4317,0.99
2,,Away Batter 3,717868,669357,2.9125,0.2552,0.2099,0.3306,0.8464,0.6674,0.5157,0.911,3.43,0.2698,0.12,0.3205,0.7345,0.49,0.414,1.32
3,,Away Batter 4,717868,571448,3.7273,0.2976,0.2062,0.3388,0.8651,0.7274,0.5263,0.6879,3.47,0.2157,0.09,0.2857,0.6428,0.45,0.3572,0.51
4,,Away Batter 5,717868,575929,3.34,0.2472,0.1045,0.3286,0.7322,0.4373,0.4036,0.875,3.66,0.078,0.15,0.148,0.3325,0.27,0.1845,1.23
5,,Away Batter 6,717868,676475,2.5916,0.1902,0.0606,0.2374,0.5491,0.2881,0.3117,0.3177,3.05,0.19,0.09,0.2687,0.5745,0.25,0.3058,0.34
6,,Away Batter 7,717868,657557,3.145,0.2327,0.2202,0.3234,0.7978,0.4323,0.4743,0.8521,3.35,0.211,0.07,0.2925,0.5988,0.4,0.3063,1.0
7,,Away Batter 8,717868,691023,2.6925,0.2225,0.1149,0.2375,0.5941,0.4741,0.3566,0.8391,3.39,0.174,0.0,0.2537,0.4543,0.24,0.2007,0.73
8,,Away Batter 9,717868,669242,3.3296,0.2248,0.1021,0.304,0.6543,0.3466,0.3502,0.5968,3.47,0.2033,0.0,0.2575,0.5883,0.14,0.3308,0.52
9,,Home Batter 1,717868,543760,3.7866,0.2626,0.1558,0.321,0.7638,0.5695,0.4428,0.7403,4.39,0.3382,0.15,0.3952,0.9568,0.83,0.5617,0.46
10,,Home Batter 2,717868,608369,3.278,0.3703,0.1718,0.4198,1.0629,0.5199,0.6432,0.5931,4.41,0.3783,0.27,0.4025,1.099,1.35,0.6965,0.7
11,,Home Batter 3,717868,663993,3.4817,0.2666,0.118,0.3542,0.7879,0.548,0.4337,0.8803,4.35,0.2875,0.1,0.369,0.751,0.7,0.382,1.08
12,,Home Batter 4,717868,666969,3.4476,0.2463,0.2306,0.3156,0.8,0.7756,0.4844,1.0226,4.19,0.278,0.0,0.313,0.6555,0.22,0.3425,1.28
13,,Home Batter 5,717868,673962,3.1055,0.2415,0.1523,0.2719,0.6956,0.4837,0.4236,0.9552,3.89,0.368,0.17,0.423,0.9925,0.57,0.5695,0.71
14,,Home Batter 6,717868,543257,3.2463,0.2759,0.1201,0.3575,0.7973,0.5194,0.4398,0.9169,2.86,0.184,0.06,0.3367,0.6347,0.5,0.298,0.88
15,,Home Batter 7,717868,641598,3.0769,0.1828,0.1197,0.2276,0.5371,0.2712,0.3095,0.6576,3.23,0.259,0.25,0.3792,0.8552,0.61,0.476,1.51
16,,Home Batter 8,717868,677649,2.5632,0.2923,0.1077,0.3171,0.8225,0.5017,0.5054,0.6265,3.21,0.3902,0.21,0.4377,1.1105,0.59,0.6728,0.7
17,,Home Batter 9,717868,665750,3.2433,0.2538,0.0356,0.3217,0.6689,0.4009,0.3472,0.8581,3.91,0.269,0.17,0.2867,0.7567,0.72,0.47,0.92
