,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718263,657041,3.2748,0.2419,0.0554,0.3229,0.6698,0.2856,0.347,0.9342,3.38,0.2655,0.3,0.3252,0.9207,0.77,0.5955,0.87
1,,Away Batter 2,718263,671277,3.3611,0.2605,0.1069,0.288,0.7007,0.4204,0.4128,0.5039,3.78,0.3085,0.11,0.373,0.851,0.56,0.478,0.38
2,,Away Batter 3,718263,660688,3.1086,0.2392,0.0428,0.3084,0.6657,0.3096,0.3574,0.3625,4.0,0.215,0.17,0.2345,0.6195,0.5,0.385,0.49
3,,Away Batter 4,718263,608841,3.1424,0.1942,0.0383,0.2247,0.5049,0.239,0.2802,0.6276,4.23,0.2587,0.01,0.2662,0.5357,0.21,0.2695,1.11
4,,Away Batter 5,718263,642086,3.2027,0.2323,0.0805,0.293,0.6189,0.3574,0.3259,0.7889,3.58,0.2577,0.06,0.3098,0.6492,0.06,0.3393,0.48
5,,Away Batter 6,718263,669743,2.4731,0.1903,0.0512,0.2745,0.5415,0.3006,0.267,0.5542,3.75,0.1852,0.15,0.251,0.5887,0.38,0.3377,0.93
6,,Away Batter 7,718263,656448,1.9436,0.1781,0.0613,0.2149,0.5024,0.2206,0.2875,0.7574,3.42,0.182,0.04,0.2162,0.4507,0.2,0.2345,1.15
7,,Away Batter 8,718263,682928,2.9741,0.2346,0.022,0.283,0.6203,0.2564,0.3373,0.7893,2.77,0.2532,0.07,0.2582,0.5842,0.49,0.326,0.61
8,,Away Batter 9,718263,545121,2.3445,0.2574,0.0173,0.35,0.672,0.2711,0.322,0.2807,2.08,0.1358,0.0,0.1967,0.345,0.3,0.1483,0.16
9,,Home Batter 1,718263,668942,3.2814,0.2823,0.0304,0.3632,0.745,0.3373,0.3818,0.8154,2.98,0.1465,0.0,0.1655,0.3725,0.85,0.207,0.85
10,,Home Batter 2,718263,606466,3.5525,0.2498,0.09,0.2992,0.7348,0.3022,0.4356,0.5917,3.41,0.2183,0.27,0.3292,0.8345,0.85,0.5053,0.71
11,,Home Batter 3,718263,682998,2.6336,0.2356,0.0955,0.2988,0.7297,0.3582,0.4309,0.6796,2.84,0.5175,0.11,0.578,1.3413,0.32,0.7633,0.58
12,,Home Batter 4,718263,572233,3.288,0.238,0.1172,0.2841,0.6912,0.46,0.4071,0.6275,4.11,0.3758,0.42,0.4583,1.1977,1.15,0.7393,0.67
13,,Home Batter 5,718263,656976,3.0536,0.2741,0.0809,0.3062,0.6991,0.5082,0.3929,0.5968,2.53,0.1492,0.05,0.398,0.5997,0.31,0.2017,0.67
14,,Home Batter 6,718263,666971,3.3962,0.2711,0.0793,0.3282,0.7601,0.4705,0.4319,0.6894,3.43,0.3273,0.23,0.405,0.9603,0.52,0.5553,0.31
15,,Home Batter 7,718263,666150,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.71,0.2858,0.0,0.2933,0.6408,0.19,0.3475,0.81
16,,Home Batter 8,718263,672695,2.1202,0.239,0.0492,0.3807,0.7285,0.3676,0.3478,0.4936,2.52,0.3313,0.08,0.5057,0.9883,0.59,0.4827,0.26
17,,Home Batter 9,718263,645444,2.5093,0.0669,0.0,0.1615,0.2307,0.1173,0.0692,0.6667,2.42,0.2,0.0,0.37,0.6433,0.38,0.2733,0.91
