,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718261,656716,2.4078,0.1485,0.0511,0.2455,0.5196,0.2254,0.2741,0.6237,2.32,0.1817,0.02,0.3458,0.6108,0.13,0.265,0.53
1,,Away Batter 2,718261,682985,3.1006,0.2864,0.1336,0.3372,0.8217,0.4401,0.4845,1.027,3.88,0.321,0.09,0.344,0.8045,0.59,0.4605,1.11
2,,Away Batter 3,718261,595879,3.4594,0.2136,0.0532,0.2409,0.5652,0.4535,0.3242,0.8664,3.7,0.3382,0.28,0.363,0.9862,0.61,0.6232,0.41
3,,Away Batter 4,718261,665155,2.6473,0.2349,0.1668,0.3166,0.7927,0.4214,0.4761,0.7716,2.61,0.185,0.03,0.2283,0.5367,0.23,0.3083,0.91
4,,Away Batter 5,718261,679529,2.9544,0.2166,0.0643,0.2563,0.5786,0.3045,0.3223,0.7887,3.83,0.214,0.12,0.2837,0.6302,0.61,0.3465,0.88
5,,Away Batter 6,718261,668731,2.6625,0.2122,0.1067,0.3067,0.6576,0.2081,0.3509,0.7448,3.1,0.2255,0.0,0.3137,0.5982,0.19,0.2845,1.1
6,,Away Batter 7,718261,408234,2.9871,0.2314,0.0869,0.2684,0.6394,0.3375,0.371,0.6021,3.71,0.2367,0.0,0.2617,0.525,0.21,0.2633,0.76
7,,Away Batter 8,718261,628451,2.307,0.2494,0.0236,0.3769,0.6714,0.0888,0.2945,0.1478,2.58,0.2908,0.0,0.2908,0.705,0.18,0.4142,0.45
8,,Away Batter 9,718261,606992,2.95,0.2717,0.1262,0.3102,0.7856,0.4432,0.4754,0.9298,3.31,0.2933,0.17,0.3395,0.7962,0.72,0.4567,1.07
9,,Home Batter 1,718261,680757,2.7515,0.2267,0.0064,0.3011,0.5737,0.3138,0.2725,0.3174,4.09,0.282,0.11,0.3547,0.7492,0.12,0.3945,0.44
10,,Home Batter 2,718261,642708,3.6487,0.2393,0.1172,0.2716,0.6553,0.438,0.3837,0.7516,4.07,0.1667,0.0,0.2117,0.4128,0.13,0.2012,1.54
11,,Home Batter 3,718261,608070,2.8761,0.2462,0.0984,0.2951,0.6974,0.4594,0.4023,0.4926,3.84,0.3225,0.03,0.3585,0.7485,0.31,0.39,0.12
12,,Home Batter 4,718261,605137,3.2995,0.2294,0.1418,0.3226,0.7519,0.5071,0.4294,0.8289,3.43,0.2673,0.1,0.368,0.7323,0.53,0.3643,0.59
13,,Home Batter 5,718261,681807,1.35,0.2806,0.1333,0.4139,0.975,0.5333,0.5611,0.3083,1.45,0.1833,0.15,0.255,0.6683,0.15,0.4133,0.39
14,,Home Batter 6,718261,665926,3.0569,0.2509,0.0603,0.3254,0.7103,0.2522,0.3849,0.5808,3.37,0.1148,0.07,0.1265,0.315,0.25,0.1885,0.75
15,,Home Batter 7,718261,572287,2.7555,0.2003,0.1446,0.257,0.697,0.394,0.44,1.094,3.28,0.1047,0.08,0.1905,0.3893,0.26,0.1988,1.93
16,,Home Batter 8,718261,672356,2.0931,0.2508,0.0318,0.2885,0.6042,0.2013,0.3157,0.6909,1.9,0.1867,0.0,0.2417,0.4683,0.0,0.2267,0.87
17,,Home Batter 9,718261,664702,3.006,0.289,0.0222,0.3552,0.7473,0.2576,0.3922,0.568,3.1,0.2033,0.0,0.2827,0.5085,0.17,0.2258,0.92
