,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717909,453568,3.4358,0.2668,0.0922,0.3298,0.7285,0.4192,0.3987,0.6326,4.13,0.3132,0.19,0.3365,0.899,0.62,0.5625,0.62
1,,Away Batter 2,717909,595777,3.6767,0.225,0.1103,0.3278,0.7003,0.3809,0.3726,0.812,3.96,0.1625,0.0,0.211,0.4575,0.48,0.2465,0.88
2,,Away Batter 3,717909,641857,3.318,0.2336,0.1203,0.3121,0.7282,0.4422,0.4161,1.1442,3.73,0.3865,0.44,0.4812,1.2957,1.25,0.8145,1.12
3,,Away Batter 4,717909,553869,3.1898,0.285,0.1085,0.3414,0.7631,0.4751,0.4217,0.6841,4.04,0.2577,0.18,0.3045,0.7957,0.64,0.4912,0.83
4,,Away Batter 5,717909,545341,3.7735,0.3225,0.11,0.3773,0.8579,0.3666,0.4806,1.0009,3.73,0.321,0.0,0.3433,0.7693,0.35,0.426,0.74
5,,Away Batter 6,717909,660707,2.6675,0.2741,0.1724,0.3157,0.7909,0.4198,0.4752,0.758,2.54,0.1033,0.0,0.1733,0.3092,0.15,0.1358,1.21
6,,Away Batter 7,717909,686668,1.9471,0.1846,0.037,0.2081,0.4748,0.3386,0.2667,0.7011,3.22,0.2433,0.02,0.2953,0.5837,0.38,0.2883,1.36
7,,Away Batter 8,717909,676701,2.5482,0.2184,0.0376,0.2601,0.5813,0.2467,0.3212,0.5936,3.12,0.2628,0.0,0.2912,0.64,0.34,0.3488,0.67
8,,Away Batter 9,717909,678662,2.5982,0.2048,0.0906,0.2466,0.5924,0.3789,0.3458,0.6988,3.52,0.3192,0.11,0.3702,0.9135,0.35,0.5433,0.93
9,,Home Batter 1,717909,668472,2.7472,0.2804,0.1075,0.3661,0.862,0.5051,0.4959,1.049,3.41,0.2253,0.0,0.3567,0.6453,0.0,0.2887,1.36
10,,Home Batter 2,717909,677951,3.7033,0.2617,0.1711,0.2985,0.7745,0.5126,0.476,0.8282,4.05,0.202,0.26,0.209,0.598,0.71,0.389,1.21
11,,Home Batter 3,717909,686469,2.9016,0.222,0.1308,0.2864,0.679,0.3689,0.3926,0.3777,4.09,0.2435,0.1,0.297,0.674,0.48,0.377,0.73
12,,Home Batter 4,717909,521692,3.6536,0.2873,0.2267,0.3196,0.8532,0.6226,0.5336,0.8545,4.15,0.2412,0.22,0.2545,0.6847,0.6,0.4302,0.94
13,,Home Batter 5,717909,669004,3.0936,0.1896,0.119,0.2836,0.6594,0.4547,0.3758,1.0405,3.51,0.1967,0.09,0.3105,0.6563,0.38,0.3458,1.07
14,,Home Batter 6,717909,672580,2.346,0.2524,0.029,0.2933,0.6252,0.4081,0.3319,0.4393,3.13,0.2293,0.0,0.4143,0.7333,0.22,0.319,1.27
15,,Home Batter 7,717909,658668,3.0393,0.2646,0.1035,0.3068,0.7702,0.2932,0.4634,0.6105,2.73,0.1783,0.23,0.1858,0.6217,0.31,0.4358,0.42
16,,Home Batter 8,717909,671221,1.9375,0.375,0.0625,0.4698,1.0792,0.4792,0.6094,0.5417,3.34,0.1833,0.27,0.2158,0.6542,0.54,0.4383,1.75
17,,Home Batter 9,717909,622110,2.862,0.2847,0.0402,0.3137,0.7048,0.3399,0.3911,0.5685,2.32,0.2333,0.0,0.2792,0.5258,0.19,0.2467,0.73
