,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717964,543760,3.7442,0.26,0.1644,0.3225,0.7689,0.5749,0.4464,0.7543,4.35,0.3185,0.09,0.3443,0.8437,0.88,0.4993,0.61
1,,Away Batter 2,717964,608369,3.2129,0.3645,0.1696,0.4124,1.0419,0.4436,0.6295,0.5998,4.08,0.3325,0.37,0.365,1.043,1.67,0.678,0.93
2,,Away Batter 3,717964,663993,3.4657,0.2666,0.114,0.3542,0.788,0.5538,0.4338,0.8802,4.02,0.2737,0.01,0.3575,0.6992,0.18,0.3417,0.71
3,,Away Batter 4,717964,666969,3.4242,0.2429,0.1899,0.316,0.7646,0.7071,0.4485,0.9842,3.84,0.2008,0.21,0.2592,0.681,0.44,0.4218,1.09
4,,Away Batter 5,717964,673962,3.0721,0.2373,0.1654,0.2674,0.6988,0.4988,0.4314,0.9455,3.77,0.3882,0.23,0.4585,1.1193,0.75,0.6608,0.92
5,,Away Batter 6,717964,641680,3.1613,0.2899,0.1534,0.3468,0.8272,0.5936,0.4804,0.5963,3.98,0.1802,0.0,0.2102,0.4253,0.4,0.2152,0.72
6,,Away Batter 7,717964,543257,3.1818,0.2745,0.1152,0.3584,0.7972,0.5057,0.4388,0.9099,3.29,0.2538,0.11,0.3738,0.7787,0.61,0.4048,0.77
7,,Away Batter 8,717964,608671,2.1825,0.2208,0.0023,0.2896,0.5515,0.1573,0.262,0.4797,2.79,0.2297,0.0,0.2498,0.5175,0.34,0.2677,0.87
8,,Away Batter 9,717964,665750,3.2274,0.2498,0.0388,0.3187,0.6663,0.4073,0.3476,0.8581,3.53,0.3925,0.09,0.4415,0.9765,0.55,0.535,0.62
9,,Home Batter 1,717964,670097,2.0277,0.2278,0.1043,0.3505,0.7295,0.1902,0.379,0.8157,2.08,0.2472,0.19,0.2935,0.9687,0.65,0.6752,0.55
10,,Home Batter 2,717964,595879,3.57,0.2435,0.0957,0.2682,0.6531,0.4755,0.3849,0.8375,4.48,0.1695,0.0,0.1835,0.3663,0.71,0.1828,1.05
11,,Home Batter 3,717964,682985,3.1826,0.2814,0.106,0.3377,0.7881,0.4464,0.4503,1.0163,4.01,0.3723,0.13,0.459,1.0777,0.22,0.6187,1.19
12,,Home Batter 4,717964,679529,3.0538,0.2021,0.0584,0.257,0.5557,0.3103,0.2987,0.8062,3.57,0.1823,0.05,0.345,0.6208,0.38,0.2758,1.19
13,,Home Batter 5,717964,606992,3.0038,0.2725,0.133,0.3135,0.7768,0.4855,0.4633,0.9454,3.35,0.1208,0.0,0.1943,0.3377,0.21,0.1433,0.9
14,,Home Batter 6,717964,570731,3.0605,0.2527,0.061,0.306,0.6634,0.1563,0.3573,0.8511,2.27,0.1858,0.0,0.3358,0.5742,0.18,0.2383,0.5
15,,Home Batter 7,717964,408234,3.1689,0.2288,0.058,0.2695,0.606,0.3144,0.3364,0.7435,2.87,0.0992,0.0,0.255,0.3542,0.16,0.0992,0.75
16,,Home Batter 8,717964,663527,2.2744,0.3573,0.2404,0.3845,1.4306,0.5484,1.0461,0.4165,2.22,0.1317,0.13,0.225,0.5467,0.44,0.3217,0.64
17,,Home Batter 9,717964,668670,2.4292,0.2065,0.1453,0.2797,0.7087,0.3065,0.429,0.8917,2.62,0.0675,0.09,0.115,0.295,0.24,0.18,1.02
