,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717910,543807,3.7175,0.2355,0.1679,0.2939,0.6845,0.4651,0.3906,0.7176,3.75,0.3212,0.2,0.4325,0.9912,0.37,0.5587,0.71
1,,Away Batter 2,717910,666182,3.8035,0.3044,0.1824,0.3528,0.862,0.5859,0.5092,0.7229,4.34,0.3645,0.28,0.375,0.9845,0.78,0.6095,0.41
2,,Away Batter 3,717910,665489,3.5585,0.2984,0.2025,0.3827,0.9103,0.6278,0.5276,0.623,4.16,0.214,0.05,0.25,0.5015,0.46,0.2515,0.86
3,,Away Batter 4,717910,474832,3.1337,0.2611,0.101,0.3272,0.7807,0.3546,0.4535,1.2517,2.8,0.2903,0.0,0.4795,0.8098,0.26,0.3303,1.07
4,,Away Batter 5,717910,656305,3.3924,0.255,0.114,0.3386,0.7716,0.457,0.433,0.9922,3.75,0.221,0.2,0.266,0.723,0.54,0.457,1.02
5,,Away Batter 6,717910,593160,3.4798,0.2789,0.0475,0.3243,0.7376,0.4516,0.4132,0.6418,3.62,0.3897,0.05,0.418,0.876,0.32,0.458,0.66
6,,Away Batter 7,717910,662139,3.3004,0.2066,0.1252,0.2813,0.6546,0.3977,0.3733,0.876,3.9,0.2092,0.25,0.2267,0.6483,0.6,0.4217,0.38
7,,Away Batter 8,717910,672386,2.9113,0.2233,0.0787,0.3371,0.6508,0.3615,0.3137,0.4853,3.49,0.312,0.0,0.322,0.65,0.23,0.328,0.14
8,,Away Batter 9,717910,595281,3.0274,0.2667,0.0509,0.3195,0.731,0.3691,0.4115,0.7353,3.46,0.2473,0.13,0.2473,0.7613,0.31,0.514,0.86
9,,Home Batter 1,717910,607043,3.5895,0.2588,0.0751,0.3596,0.7479,0.376,0.3884,0.7344,3.95,0.2845,0.05,0.3188,0.8292,0.19,0.5103,1.16
10,,Home Batter 2,717910,596019,3.6215,0.2447,0.1657,0.3133,0.7548,0.6851,0.4414,0.8226,4.04,0.141,0.3,0.201,0.581,0.64,0.38,0.65
11,,Home Batter 3,717910,643446,3.4599,0.2617,0.0454,0.3192,0.6684,0.3463,0.3492,0.342,3.37,0.3308,0.0,0.3552,0.716,0.19,0.3608,0.16
12,,Home Batter 4,717910,624413,3.5142,0.2455,0.2988,0.326,0.8479,0.7197,0.5219,0.8499,3.83,0.2543,0.26,0.2935,0.8488,0.49,0.5553,0.59
13,,Home Batter 5,717910,683146,2.2197,0.2245,0.061,0.2877,0.5933,0.2323,0.3056,0.5956,3.47,0.174,0.05,0.2132,0.4747,0.5,0.2615,1.23
14,,Home Batter 6,717910,516782,3.5211,0.2788,0.0653,0.3141,0.7327,0.3607,0.4185,0.7292,3.04,0.2413,0.04,0.2733,0.6047,0.38,0.3313,0.42
15,,Home Batter 7,717910,596129,2.6369,0.2161,0.0698,0.3512,0.6929,0.4043,0.3417,0.7609,2.11,0.1,0.0,0.2433,0.3433,0.0,0.1,0.71
16,,Home Batter 8,717910,592192,3.301,0.2236,0.072,0.2869,0.6257,0.321,0.3388,0.73,2.5,0.311,0.21,0.4027,0.9837,0.64,0.581,0.45
17,,Home Batter 9,717910,682626,2.4259,0.1644,0.1181,0.2031,0.5336,0.2014,0.3304,0.7662,3.57,0.2508,0.35,0.2683,0.8392,0.93,0.5708,0.71
