,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718035,665487,3.6291,0.2956,0.229,0.3574,0.9159,0.6024,0.5585,0.9026,3.84,0.2052,0.22,0.276,0.6882,0.4,0.4122,0.59
1,,Away Batter 2,718035,630105,3.3564,0.2768,0.102,0.3572,0.8373,0.4406,0.4801,0.6753,3.5,0.1658,0.19,0.2765,0.7273,0.38,0.4508,1.25
2,,Away Batter 3,718035,665742,3.3669,0.2703,0.1622,0.4103,0.8878,0.5803,0.4775,0.8692,3.38,0.2737,0.28,0.439,1.0218,0.32,0.5828,0.91
3,,Away Batter 4,718035,593428,3.5372,0.2692,0.135,0.3533,0.7872,0.4469,0.4339,0.6433,3.76,0.1965,0.11,0.2665,0.5598,0.31,0.2933,1.34
4,,Away Batter 5,718035,572761,2.446,0.2253,0.1037,0.3493,0.7808,0.5957,0.4315,0.6627,2.59,0.14,0.1,0.2733,0.5533,0.43,0.28,0.99
5,,Away Batter 6,718035,596059,2.687,0.237,0.0944,0.3138,0.6732,0.3445,0.3594,0.7342,2.66,0.3158,0.17,0.3633,0.8567,0.69,0.4933,0.4
6,,Away Batter 7,718035,673490,3.0661,0.2212,0.073,0.2955,0.633,0.3577,0.3376,0.7493,3.68,0.2495,0.17,0.2602,0.7147,0.42,0.4545,0.92
7,,Away Batter 8,718035,663757,3.1842,0.2205,0.1468,0.3252,0.7609,0.4617,0.4358,0.9791,2.95,0.11,0.0,0.1788,0.3488,0.0,0.17,1.23
8,,Away Batter 9,718035,664954,1.7024,0.1905,0.0,0.2262,0.5042,0.4029,0.278,0.1471,2.13,0.1683,0.04,0.1717,0.4333,0.16,0.2617,0.51
9,,Home Batter 1,718035,657041,3.3517,0.236,0.0891,0.3096,0.6783,0.3688,0.3686,0.9601,4.04,0.3485,0.3,0.3745,1.038,0.69,0.6635,1.11
10,,Home Batter 2,718035,671277,3.4217,0.2574,0.0961,0.2959,0.6975,0.462,0.4015,0.4939,3.69,0.2085,0.0,0.2945,0.51,0.22,0.2155,0.7
11,,Home Batter 3,718035,608841,3.2568,0.213,0.0538,0.2381,0.5395,0.2871,0.3015,0.7029,3.83,0.368,0.02,0.4235,0.9115,0.8,0.488,0.88
12,,Home Batter 4,718035,600869,3.6249,0.2374,0.0882,0.2776,0.6333,0.3798,0.3557,0.8442,3.68,0.3825,0.17,0.44,1.1233,0.41,0.6833,0.56
13,,Home Batter 5,718035,656448,2.1983,0.2007,0.069,0.2377,0.5475,0.2761,0.3098,0.8175,3.19,0.164,0.0,0.2125,0.3765,0.23,0.164,1.3
14,,Home Batter 6,718035,642086,3.2348,0.2357,0.075,0.3022,0.6315,0.2955,0.3293,0.7465,3.45,0.2942,0.0,0.3787,0.6995,0.42,0.3208,0.55
15,,Home Batter 7,718035,669743,2.6512,0.1857,0.0655,0.2662,0.5353,0.2988,0.2691,0.6216,3.52,0.1608,0.0,0.2368,0.4868,0.33,0.25,0.95
16,,Home Batter 8,718035,656180,2.3007,0.1827,0.2156,0.2061,0.6781,0.2668,0.472,0.9008,3.2,0.2732,0.22,0.316,0.8417,0.68,0.5257,1.11
17,,Home Batter 9,718035,682928,3.0011,0.2473,0.0498,0.2865,0.6507,0.3552,0.3642,0.7427,3.39,0.2258,0.18,0.2458,0.6775,0.56,0.4317,1.05
