,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718110,641487,3.012,0.2319,0.0334,0.3517,0.6627,0.2758,0.311,0.6087,3.68,0.2077,0.0,0.3065,0.5542,0.44,0.2477,0.73
1,,Away Batter 2,718110,664034,3.4664,0.2573,0.0885,0.3198,0.7247,0.4752,0.4049,0.5471,4.36,0.3282,0.06,0.3453,0.8122,0.38,0.4668,0.48
2,,Away Batter 3,718110,677594,3.4148,0.2791,0.1743,0.3505,0.8512,0.4932,0.5007,0.9903,4.15,0.1688,0.13,0.2373,0.5167,0.63,0.2793,1.45
3,,Away Batter 4,718110,672284,3.1904,0.2694,0.2122,0.3288,0.8743,0.4916,0.5455,0.964,3.91,0.217,0.09,0.2367,0.6305,0.5,0.3938,1.29
4,,Away Batter 5,718110,553993,3.4653,0.2425,0.1383,0.3248,0.7408,0.5091,0.416,1.1521,3.54,0.1967,0.12,0.356,0.6602,0.3,0.3042,1.08
5,,Away Batter 6,718110,663728,3.2303,0.2196,0.1233,0.28,0.7052,0.5892,0.4253,1.0442,3.41,0.2542,0.24,0.3698,0.859,0.48,0.4892,0.97
6,,Away Batter 7,718110,606192,3.6665,0.2381,0.2163,0.2689,0.7232,0.6567,0.4543,1.1768,3.95,0.2932,0.09,0.334,0.7637,0.57,0.4297,1.51
7,,Away Batter 8,718110,666211,2.5908,0.1607,0.1452,0.2539,0.6284,0.3151,0.3744,1.0152,2.25,0.1217,0.21,0.2785,0.6852,0.56,0.4067,0.95
8,,Away Batter 9,718110,676609,1.5037,0.1759,0.037,0.2969,0.6426,0.2926,0.3457,0.4741,2.16,0.3358,0.0,0.3842,0.7667,0.29,0.3825,0.37
9,,Home Batter 1,718110,660670,3.6231,0.3034,0.1548,0.398,0.8914,0.4564,0.4934,0.8228,3.99,0.3337,0.54,0.426,1.1848,0.81,0.7588,0.53
10,,Home Batter 2,718110,621566,3.4172,0.2806,0.3109,0.3892,1.0156,0.8514,0.6264,1.0858,3.58,0.2007,0.17,0.3423,0.742,0.34,0.3997,1.19
11,,Home Batter 3,718110,669221,3.2465,0.2572,0.1846,0.359,0.8397,0.5321,0.4807,0.8467,3.59,0.2233,0.22,0.2575,0.6783,1.01,0.4208,0.85
12,,Home Batter 4,718110,663586,3.3898,0.2766,0.1855,0.3427,0.8344,0.5014,0.4917,1.0032,4.19,0.2585,0.13,0.302,0.681,0.4,0.379,1.3
13,,Home Batter 5,718110,592696,3.1362,0.2267,0.1535,0.2666,0.7069,0.3524,0.4403,0.7411,3.74,0.2893,0.12,0.3043,0.7887,0.54,0.4843,0.76
14,,Home Batter 6,718110,645277,3.5482,0.2591,0.2072,0.318,0.7964,0.7424,0.4784,0.6472,4.12,0.2342,0.14,0.2362,0.6223,0.55,0.3862,0.89
15,,Home Batter 7,718110,542303,3.2865,0.2075,0.1132,0.2907,0.6522,0.3653,0.3615,0.8264,3.85,0.2645,0.44,0.3615,0.967,0.88,0.6055,0.69
16,,Home Batter 8,718110,606115,2.8295,0.3173,0.1664,0.3768,0.8952,0.5052,0.5184,0.6217,3.25,0.3667,0.22,0.3925,1.1617,0.64,0.7692,0.48
17,,Home Batter 9,718110,671739,2.683,0.2641,0.0922,0.3411,0.8081,0.3711,0.467,0.5873,3.48,0.1622,0.05,0.2403,0.488,0.25,0.2477,0.68
