,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718386,621493,3.3558,0.302,0.1822,0.3744,0.8965,0.5613,0.5221,0.7477,3.64,0.1833,0.09,0.3077,0.593,0.34,0.2853,0.82
1,,Away Batter 2,718386,545361,3.0898,0.3044,0.2289,0.3993,0.9568,0.6664,0.5575,0.8442,4.41,0.314,0.17,0.352,0.9015,0.33,0.5495,1.56
2,,Away Batter 3,718386,660271,3.2761,0.2988,0.2202,0.4315,0.9677,0.5632,0.5363,0.9893,4.15,0.2777,0.25,0.3102,0.8883,0.76,0.5782,0.8
3,,Away Batter 4,718386,543685,2.8292,0.3293,0.1102,0.42,0.9533,0.5729,0.5333,0.5165,3.71,0.24,0.0,0.3525,0.6572,0.55,0.3047,0.83
4,,Away Batter 5,718386,592669,3.2048,0.2829,0.2348,0.3434,0.9137,0.6182,0.5702,0.574,3.92,0.2968,0.34,0.331,0.953,0.73,0.622,1.04
5,,Away Batter 6,718386,592273,3.0155,0.2286,0.1142,0.2803,0.6972,0.4253,0.4169,0.9001,3.3,0.3673,0.41,0.3785,1.2613,1.34,0.8828,1.15
6,,Away Batter 7,718386,570482,3.3076,0.309,0.0333,0.3503,0.7526,0.3362,0.4024,0.6291,3.92,0.2103,0.05,0.2253,0.4707,0.57,0.2453,0.71
7,,Away Batter 8,718386,595453,2.1456,0.1357,0.0185,0.2237,0.4026,0.215,0.1789,0.8364,1.97,0.125,0.2,0.3,0.5975,0.49,0.2975,0.51
8,,Away Batter 9,718386,687263,0.8571,0.0833,0.0,0.1786,0.3571,0.0476,0.1786,0.2381,3.01,0.2158,0.0,0.2158,0.535,0.39,0.3192,0.64
9,,Home Batter 1,718386,592885,3.3099,0.2384,0.1409,0.3326,0.7591,0.3319,0.4265,1.0279,3.47,0.1755,0.11,0.246,0.518,0.59,0.272,0.91
10,,Home Batter 2,718386,642715,3.4232,0.2564,0.1498,0.3107,0.724,0.4723,0.4133,1.0477,3.36,0.1667,0.08,0.332,0.5955,0.35,0.2635,1.14
11,,Home Batter 3,718386,661388,3.0105,0.2578,0.1227,0.3235,0.734,0.581,0.4105,0.7742,3.51,0.2758,0.11,0.3863,0.8122,0.19,0.4258,0.52
12,,Home Batter 4,718386,670712,2.382,0.3002,0.3407,0.4013,1.1778,0.8234,0.7765,0.6787,2.65,0.1532,0.22,0.2782,0.6378,0.44,0.3597,0.59
13,,Home Batter 5,718386,605119,2.8211,0.2971,0.178,0.3987,0.9486,0.4535,0.5499,0.9749,3.86,0.2645,0.18,0.3095,0.8,0.75,0.4905,1.12
14,,Home Batter 6,718386,572228,2.9329,0.3313,0.1503,0.3562,0.9117,0.3667,0.5555,0.9093,3.3,0.2615,0.03,0.285,0.674,0.43,0.389,1.01
15,,Home Batter 7,718386,642133,3.0142,0.2161,0.2095,0.3059,0.7654,0.4645,0.4595,0.7956,3.27,0.2785,0.4,0.3465,0.973,0.91,0.6265,1.17
16,,Home Batter 8,718386,680911,2.5597,0.315,0.0428,0.3457,0.8036,0.2765,0.4579,0.4028,2.7,0.2357,0.0,0.2673,0.545,0.24,0.2777,0.38
17,,Home Batter 9,718386,686894,2.0444,0.1942,0.0741,0.2465,0.5889,0.2062,0.3424,0.5444,3.11,0.2692,0.12,0.3072,0.7663,0.19,0.4592,0.69
