,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717837,605141,3.625,0.2642,0.2282,0.3548,0.8915,0.5631,0.5367,0.7153,4.29,0.2705,0.46,0.348,0.9252,0.6,0.5772,0.48
1,,Away Batter 2,717837,518692,3.6365,0.3091,0.1697,0.3849,0.9087,0.5955,0.5238,0.6476,4.01,0.3933,0.18,0.4345,1.0212,0.91,0.5867,0.47
2,,Away Batter 3,717837,669257,3.4265,0.2846,0.1853,0.3742,0.8683,0.6709,0.4941,0.469,3.15,0.2288,0.19,0.3225,0.7273,0.52,0.4048,0.6
3,,Away Batter 4,717837,502110,3.5534,0.2445,0.1485,0.2939,0.7443,0.5917,0.4504,1.045,3.99,0.2638,0.49,0.2852,1.0197,0.98,0.7345,1.07
4,,Away Batter 5,717837,571970,3.1573,0.2232,0.2599,0.351,0.8432,0.6311,0.4922,1.0269,3.75,0.1762,0.19,0.284,0.6992,0.73,0.4152,1.2
5,,Away Batter 6,717837,621035,3.0842,0.1927,0.165,0.2707,0.6942,0.4382,0.4235,1.1985,2.89,0.2455,0.26,0.2668,0.7527,0.32,0.4858,0.97
6,,Away Batter 7,717837,678246,2.5291,0.1715,0.0653,0.2761,0.5695,0.3457,0.2934,0.7213,3.41,0.2707,0.16,0.3507,0.8747,0.46,0.524,1.02
7,,Away Batter 8,717837,676356,0.6667,0.0,0.0,0.1667,0.1667,0.0,0.0,0.6667,1.97,0.2617,0.09,0.3517,0.7333,0.41,0.3817,0.18
8,,Away Batter 9,717837,500743,2.9649,0.2352,0.0521,0.303,0.6445,0.2289,0.3415,0.3829,3.71,0.2312,0.0,0.2312,0.4953,0.38,0.2642,0.39
9,,Home Batter 1,717837,656941,3.4172,0.2047,0.2509,0.3211,0.7901,0.5134,0.469,1.2301,3.55,0.1493,0.34,0.3152,0.7585,0.78,0.4433,1.37
10,,Home Batter 2,717837,592206,3.6202,0.281,0.1349,0.3401,0.8231,0.5644,0.4831,0.9938,3.83,0.3823,0.16,0.429,0.9927,0.66,0.5637,0.76
11,,Home Batter 3,717837,547180,3.7455,0.3111,0.1652,0.3722,0.9009,0.4627,0.5287,1.1342,3.65,0.2383,0.04,0.338,0.698,0.31,0.36,0.99
12,,Home Batter 4,717837,607208,4.0033,0.2852,0.1205,0.3261,0.7712,0.3926,0.4451,0.9853,3.99,0.18,0.22,0.231,0.609,0.52,0.378,0.6
13,,Home Batter 5,717837,592663,3.5261,0.2681,0.1028,0.3153,0.759,0.4557,0.4437,0.949,3.51,0.136,0.18,0.1743,0.496,0.38,0.3217,1.02
14,,Home Batter 6,717837,681082,3.3359,0.2523,0.0826,0.2878,0.6815,0.3056,0.3936,0.6693,3.78,0.2563,0.01,0.3237,0.613,0.1,0.2893,1.02
15,,Home Batter 7,717837,669016,2.9369,0.2455,0.0743,0.3502,0.7537,0.3301,0.4035,1.0726,3.26,0.2467,0.06,0.2792,0.5908,0.68,0.3117,1.56
16,,Home Batter 8,717837,665019,2.22,0.2228,0.1267,0.2833,0.6924,0.3633,0.4091,0.5769,3.41,0.3092,0.02,0.3362,0.6853,0.24,0.3492,0.81
17,,Home Batter 9,717837,624641,2.7021,0.2841,0.1138,0.3097,0.8054,0.3785,0.4957,0.6486,2.35,0.1267,0.08,0.1267,0.34,0.23,0.2133,0.61
