,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717927,665923,2.7806,0.2548,0.0333,0.2935,0.6742,0.4296,0.3807,0.4759,3.84,0.24,0.0,0.2737,0.537,0.24,0.2633,0.71
1,,Away Batter 2,717927,676116,1.9979,0.1881,0.0423,0.322,0.6284,0.2138,0.3063,0.8368,3.02,0.2158,0.21,0.3117,0.7792,0.52,0.4675,1.4
2,,Away Batter 3,717927,667670,2.7242,0.2229,0.1527,0.3422,0.7472,0.4434,0.405,0.9322,3.25,0.19,0.0,0.3343,0.5768,0.13,0.2425,1.28
3,,Away Batter 4,717927,664913,2.8294,0.207,0.092,0.2732,0.6138,0.2976,0.3406,0.6994,3.1,0.1132,0.17,0.2073,0.4715,0.39,0.2642,1.23
4,,Away Batter 5,717927,649557,3.186,0.2194,0.0487,0.274,0.5661,0.3062,0.292,0.7036,2.79,0.2283,0.0,0.2283,0.5217,0.18,0.2933,0.26
5,,Away Batter 6,717927,668709,2.6772,0.2354,0.1369,0.3334,0.7488,0.1953,0.4154,0.8758,2.54,0.1007,0.01,0.234,0.3427,0.01,0.1087,0.54
6,,Away Batter 7,717927,681146,2.8148,0.1935,0.0185,0.3037,0.5343,0.1296,0.2306,0.5556,2.5,0.1867,0.09,0.258,0.5347,0.18,0.2767,0.36
7,,Away Batter 8,717927,669127,2.9876,0.201,0.1551,0.2485,0.6729,0.4118,0.4244,0.9621,3.41,0.1797,0.02,0.22,0.4843,0.4,0.2643,1.1
8,,Away Batter 9,717927,643393,3.0666,0.2086,0.0332,0.3012,0.605,0.3399,0.3038,0.4589,2.22,0.0467,0.0,0.12,0.1667,0.0,0.0467,0.36
9,,Home Batter 1,717927,650333,3.5006,0.3416,0.025,0.3869,0.7967,0.3,0.4097,0.2799,3.56,0.4082,0.0,0.4482,0.9005,0.52,0.4523,0.09
10,,Home Batter 2,717927,624585,3.416,0.2254,0.1907,0.2993,0.7563,0.4399,0.457,0.9714,3.79,0.2388,0.44,0.3665,0.9093,0.78,0.5428,1.12
11,,Home Batter 3,717927,650559,3.1693,0.2632,0.0778,0.3066,0.7174,0.3177,0.4107,0.9166,3.83,0.2723,0.23,0.3785,0.8222,0.58,0.4437,0.96
12,,Home Batter 4,717927,660821,2.5478,0.2169,0.0764,0.2936,0.6408,0.226,0.3473,0.8283,2.61,0.4225,0.13,0.4292,1.0733,0.5,0.6442,0.54
13,,Home Batter 5,717927,493329,3.5821,0.2776,0.1035,0.3112,0.7066,0.3525,0.3954,0.3805,3.55,0.2453,0.0,0.378,0.7183,0.33,0.3403,0.57
14,,Home Batter 6,717927,516416,3.3456,0.2304,0.031,0.2764,0.574,0.2152,0.2976,0.5945,3.92,0.2167,0.0,0.241,0.4827,0.37,0.2417,0.78
15,,Home Batter 7,717927,542932,2.956,0.2437,0.0548,0.3527,0.6889,0.2579,0.3362,0.7138,3.12,0.2127,0.0,0.2615,0.4742,0.13,0.2127,0.98
16,,Home Batter 8,717927,607732,2.8884,0.1709,0.0194,0.2562,0.4864,0.1858,0.2302,0.6718,2.78,0.1683,0.0,0.2383,0.4667,0.29,0.2283,0.81
17,,Home Batter 9,717927,641658,2.5174,0.1952,0.0323,0.2269,0.5468,0.1856,0.3199,0.7182,2.44,0.1853,0.0,0.2745,0.4618,0.18,0.1873,0.81
