,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718010,606132,2.48,0.2589,0.0773,0.3213,0.757,0.3131,0.4357,0.4698,2.9,0.2783,0.0,0.322,0.6478,0.11,0.3258,0.51
1,,Away Batter 2,718010,657077,3.684,0.2994,0.1089,0.3441,0.7796,0.4618,0.4355,0.5511,3.8,0.1938,0.0,0.2495,0.5427,0.09,0.2932,0.6
2,,Away Batter 3,718010,457759,3.4114,0.2725,0.0877,0.3513,0.7491,0.4122,0.3978,0.5327,3.26,0.1862,0.21,0.3482,0.7182,0.43,0.37,0.87
3,,Away Batter 4,718010,807799,2.3636,0.2101,0.1414,0.2616,0.668,0.5253,0.4064,0.303,4.0,0.2885,0.0,0.3205,0.7157,0.39,0.3952,0.34
4,,Away Batter 5,718010,608701,2.4365,0.2026,0.0584,0.2945,0.6168,0.3983,0.3223,0.7328,2.32,0.2617,0.0,0.4273,0.7523,0.69,0.325,0.46
5,,Away Batter 6,718010,671213,2.6,0.1928,0.125,0.3031,0.6497,0.3861,0.3465,0.8417,2.75,0.23,0.14,0.3258,0.7183,0.19,0.3925,0.99
6,,Away Batter 7,718010,571771,3.432,0.2094,0.0897,0.2741,0.618,0.3312,0.344,0.8045,3.46,0.2165,0.0,0.2865,0.5797,0.43,0.2932,0.62
7,,Away Batter 8,718010,665839,1.9924,0.1727,0.0909,0.251,0.5889,0.2121,0.3379,0.5076,2.66,0.1673,0.15,0.2232,0.5255,0.38,0.3023,0.72
8,,Away Batter 9,718010,657136,2.3119,0.2068,0.0452,0.3075,0.6516,0.2849,0.344,0.7929,3.03,0.1693,0.23,0.1893,0.643,0.24,0.4537,1.09
9,,Home Batter 1,718010,606466,3.5913,0.2564,0.1163,0.3144,0.7771,0.4274,0.4627,0.6203,4.21,0.3312,0.09,0.3975,0.8422,0.37,0.4447,0.89
10,,Home Batter 2,718010,656896,2.7483,0.2704,0.1148,0.3241,0.7684,0.6324,0.4443,0.5013,3.25,0.1845,0.04,0.2325,0.5055,0.6,0.273,0.37
11,,Home Batter 3,718010,666971,3.462,0.2779,0.0939,0.3349,0.7708,0.4746,0.4359,0.6387,4.13,0.3528,0.28,0.3995,1.0977,0.67,0.6982,0.69
12,,Home Batter 4,718010,572233,3.4863,0.2604,0.1791,0.3171,0.7877,0.5989,0.4706,0.6786,3.68,0.1223,0.16,0.2667,0.539,0.51,0.2723,1.25
13,,Home Batter 5,718010,446334,2.8401,0.2425,0.1385,0.2955,0.7484,0.3906,0.4529,0.8552,2.87,0.2192,0.33,0.2658,0.9092,0.46,0.6433,1.44
14,,Home Batter 6,718010,682998,2.6281,0.2614,0.0838,0.3219,0.774,0.3041,0.452,0.6953,3.52,0.2875,0.17,0.4233,1.0142,0.51,0.5908,0.7
15,,Home Batter 7,718010,605113,3.1412,0.2493,0.0832,0.2754,0.655,0.4075,0.3796,0.671,2.83,0.2592,0.01,0.2717,0.555,0.21,0.2833,0.91
16,,Home Batter 8,718010,664983,2.783,0.2081,0.0183,0.266,0.547,0.2483,0.281,0.5134,2.47,0.0508,0.11,0.1078,0.2462,0.13,0.1383,0.55
17,,Home Batter 9,718010,645444,2.3664,0.0738,0.0,0.1506,0.2267,0.1292,0.0761,0.6905,2.58,0.2133,0.0,0.3517,0.6967,0.35,0.345,1.05
