,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717830,665487,3.7252,0.2899,0.2352,0.349,0.9013,0.5502,0.5523,0.8876,4.17,0.259,0.27,0.289,0.7975,1.11,0.5085,0.77
1,,Away Batter 2,717830,665742,3.4054,0.2769,0.175,0.4135,0.9193,0.529,0.5058,0.818,3.31,0.271,0.05,0.381,0.7455,0.78,0.3645,0.78
2,,Away Batter 3,717830,592518,3.6456,0.2688,0.1428,0.3137,0.7445,0.5189,0.4308,0.8656,3.66,0.182,0.03,0.2495,0.491,0.23,0.2415,0.81
3,,Away Batter 4,717830,596142,3.2313,0.1899,0.153,0.2713,0.6429,0.4366,0.3716,1.041,3.17,0.255,0.4,0.305,0.9467,1.04,0.6417,1.14
4,,Away Batter 5,717830,593428,3.5515,0.266,0.1204,0.3479,0.7729,0.4162,0.4249,0.674,4.06,0.2058,0.05,0.23,0.4908,0.39,0.2608,1.21
5,,Away Batter 6,717830,630105,3.4027,0.2552,0.0992,0.3417,0.7856,0.4057,0.4439,0.7543,3.75,0.2208,0.06,0.2742,0.56,0.25,0.2858,1.04
6,,Away Batter 7,717830,673490,3.1431,0.2223,0.0745,0.2877,0.6293,0.3691,0.3416,0.7951,2.9,0.2888,0.03,0.3625,0.7797,0.24,0.4172,1.04
7,,Away Batter 8,717830,641525,2.3436,0.1773,0.0195,0.2718,0.5147,0.1969,0.2429,1.0351,2.46,0.165,0.04,0.165,0.4225,0.29,0.2575,0.8
8,,Away Batter 9,717830,663757,3.1697,0.2006,0.1275,0.3009,0.692,0.404,0.3911,1.0252,2.91,0.18,0.05,0.298,0.5947,0.2,0.2967,0.81
9,,Home Batter 1,717830,453568,3.4714,0.2653,0.0878,0.3282,0.7272,0.4395,0.399,0.6406,4.37,0.2802,0.14,0.3035,0.7625,0.71,0.459,0.76
10,,Home Batter 2,717830,595777,3.7205,0.237,0.099,0.3354,0.7174,0.4121,0.382,0.7537,4.13,0.2305,0.0,0.3085,0.6565,0.4,0.348,0.84
11,,Home Batter 3,717830,641857,3.3357,0.233,0.1148,0.3119,0.7208,0.4318,0.4089,1.1529,3.97,0.3328,0.25,0.393,1.0065,1.0,0.6135,1.21
12,,Home Batter 4,717830,553869,3.234,0.2845,0.1034,0.3426,0.7649,0.5008,0.4222,0.6754,3.71,0.1522,0.08,0.2265,0.506,0.32,0.2795,1.05
13,,Home Batter 5,717830,519058,2.8144,0.2497,0.0925,0.3079,0.7389,0.4514,0.4309,0.7457,2.65,0.3317,0.04,0.4267,0.8983,0.25,0.4717,0.6
14,,Home Batter 6,717830,545341,3.7452,0.3099,0.0938,0.3572,0.8129,0.407,0.4557,0.8514,3.85,0.2638,0.0,0.2933,0.7125,0.25,0.4192,0.93
15,,Home Batter 7,717830,666134,2.0199,0.1377,0.0111,0.2267,0.4241,0.2477,0.1975,0.8795,3.44,0.3775,0.18,0.3892,1.0033,0.88,0.6142,1.08
16,,Home Batter 8,717830,605612,2.9065,0.2864,0.013,0.3082,0.6604,0.4413,0.3522,0.5325,3.85,0.2397,0.0,0.2397,0.5068,0.24,0.2672,0.88
17,,Home Batter 9,717830,678662,2.6085,0.2053,0.0864,0.2442,0.5894,0.3559,0.3452,0.6826,3.72,0.3233,0.08,0.3603,0.8712,0.43,0.5108,1.12
