"game_id","game_date","player_id","career_atbats","career_avg","career_homeruns","career_obp","career_ops","career_rbi","career_slg","career_strikeouts","recent_atbats","recent_avg","recent_homeruns","recent_obp","recent_ops","recent_rbi","recent_slg","recent_strikeouts"
"717790","2023/06/12","665155","2.579","0.219","0.131","0.301","0.719","0.384","0.418","0.808","3.06","0.216","0.08","0.323","0.683","0.55","0.36","0.77"
"717790","2023/06/12","663837","2.98","0.218","0.074","0.26","0.593","0.296","0.333","0.683","3.45","0.217","0.13","0.273","0.587","0.37","0.314","0.52"
"717790","2023/06/12","670097","1.921","0.181","0.078","0.281","0.58","0.164","0.299","0.813","2.57","0.259","0.04","0.287","0.654","0.47","0.367","0.68"
"717790","2023/06/12","628451","2.902","0.232","0.047","0.262","0.604","0.232","0.342","0.481","2.15","0.214","0.07","0.244","0.83","0.12","0.586","0.51"
"717790","2023/06/12","668670","2.477","0.197","0.145","0.262","0.677","0.338","0.415","0.945","2.83","0.122","0.31","0.223","0.608","0.41","0.384","1.38"
"717794","2023/06/12","678662","2.612","0.207","0.084","0.245","0.588","0.353","0.343","0.686","3.75","0.345","0.17","0.366","0.928","0.51","0.562","1.09"
"717794","2023/06/12","641857","3.328","0.236","0.121","0.318","0.737","0.439","0.419","1.137","4.11","0.299","0.24","0.334","0.868","0.69","0.534","1.64"
"717793","2023/06/12","670770","2.903","0.252","0.064","0.306","0.693","0.367","0.387","0.656","3.8","0.293","0.04","0.317","0.809","0.48","0.492","0.74"
"717793","2023/06/12","680574","1.915","0.248","0.087","0.387","0.809","0.265","0.422","0.626","4.55","0.314","0","0.335","0.83","0.16","0.495","1.23"
"717793","2023/06/12","663697","3.495","0.274","0.083","0.351","0.772","0.4","0.421","0.715","3.85","0.241","0.19","0.288","0.723","0.62","0.435","0.66"
"717793","2023/06/12","682829","1.875","0.021","0.042","0.021","0.104","0.5","0.083","0.417","3.02","0.307","0.12","0.386","0.953","0.62","0.568","1.29"
"717793","2023/06/12","668715","3.037","0.246","0.109","0.325","0.775","0.382","0.45","0.801","3.15","0.26","0.06","0.34","0.732","0.77","0.392","0.18"
"717793","2023/06/12","663886","3.337","0.256","0.056","0.328","0.679","0.452","0.351","0.913","3.53","0.259","0.17","0.308","0.749","0.87","0.441","0.68"
"717793","2023/06/12","666181","2.148","0.221","0.031","0.232","0.496","0.101","0.264","0.744","2.97","0.348","0.09","0.432","0.854","0.18","0.422","0.5"
"717793","2023/06/12","656413","1.979","0.187","0.039","0.265","0.589","0.249","0.323","0.668","3.39","0.201","0.08","0.262","0.606","0.43","0.344","1.28"
"717793","2023/06/12","571912","2.381","0.181","0.049","0.268","0.551","0.139","0.284","0.878","3.29","0.224","0.12","0.264","0.739","0.68","0.474","0.96"
"717786","2023/06/12","624585","3.463","0.227","0.208","0.303","0.769","0.482","0.466","0.988","3.4","0.29","0.34","0.399","0.986","0.48","0.587","0.95"
"717786","2023/06/12","650559","3.208","0.266","0.092","0.315","0.734","0.341","0.42","0.889","3.84","0.277","0.13","0.359","0.859","1.19","0.5","0.75"
"717786","2023/06/12","643265","3.416","0.266","0.092","0.308","0.692","0.481","0.384","1.029","3.36","0.314","0.28","0.314","0.969","0.6","0.655","1.24"
"717786","2023/06/12","660821","2.721","0.239","0.088","0.31","0.702","0.301","0.392","0.867","3.37","0.253","0.25","0.332","0.775","0.71","0.443","1"
"717786","2023/06/12","516416","3.363","0.233","0.031","0.286","0.59","0.227","0.303","0.572","3.51","0.164","0.12","0.255","0.531","0.46","0.276","0.35"
"717786","2023/06/12","542932","2.975","0.243","0.051","0.345","0.675","0.251","0.33","0.725","2.38","0.122","0","0.144","0.311","0.21","0.167","0.56"
"717789","2023/06/12","650490","3.318","0.304","0.191","0.398","0.918","0.557","0.52","0.562","4.24","0.281","0.03","0.341","0.689","0.41","0.348","0.95"
"717789","2023/06/12","670042","2.728","0.229","0.187","0.261","0.716","0.457","0.455","0.979","2.98","0.249","0.13","0.318","0.93","0.65","0.612","0.92"
"717789","2023/06/12","668227","3.54","0.276","0.198","0.365","0.871","0.683","0.505","1.003","3.15","0.22","0.09","0.409","0.696","0.44","0.287","0.99"
"717789","2023/06/12","670623","2.968","0.207","0.114","0.283","0.627","0.504","0.344","0.567","3.4","0.201","0.36","0.315","0.88","1.07","0.566","0.92"
"717789","2023/06/12","666139","3.044","0.276","0.172","0.331","0.803","0.536","0.472","0.887","3.19","0.279","0","0.285","0.62","0.24","0.335","0.81"
"717789","2023/06/12","642350","2.741","0.209","0.147","0.28","0.682","0.357","0.402","0.958","3.45","0.172","0.24","0.217","0.671","0.47","0.454","1.59"
"717789","2023/06/12","670764","2.852","0.206","0.13","0.286","0.672","0.402","0.387","0.783","3.33","0.095","0","0.208","0.353","0.31","0.145","1.13"
"717789","2023/06/12","542194","2.85","0.2","0.155","0.248","0.625","0.372","0.377","0.82","3.52","0.203","0.02","0.225","0.487","0.16","0.263","0.81"
"717789","2023/06/12","660644","2.09","0.125","0.009","0.237","0.391","0.109","0.153","0.468","2.22","0.078","0","0.118","0.196","0.28","0.078","0.53"
"717785","2023/06/12","656941","3.416","0.202","0.243","0.321","0.782","0.509","0.462","1.21","3.64","0.177","0.38","0.324","0.895","0.73","0.571","1.05"
"717785","2023/06/12","607208","4.025","0.278","0.128","0.318","0.757","0.404","0.44","0.971","4.07","0.272","0.16","0.307","0.741","0.44","0.434","0.73"
"717785","2023/06/12","592206","3.624","0.281","0.132","0.342","0.822","0.549","0.481","0.993","3.89","0.328","0.24","0.358","0.904","0.79","0.545","0.83"
"717785","2023/06/12","547180","3.653","0.328","0.152","0.401","0.939","0.423","0.539","1.038","3.45","0.294","0.01","0.384","0.753","0.42","0.369","0.81"
"717785","2023/06/12","592663","3.487","0.265","0.101","0.311","0.748","0.445","0.437","0.924","3.48","0.111","0.16","0.14","0.414","0.34","0.275","1.05"
"717785","2023/06/12","664761","3.461","0.245","0.116","0.32","0.713","0.573","0.393","0.694","3.7","0.227","0.11","0.244","0.595","0.52","0.351","0.9"
"717785","2023/06/12","543281","2.802","0.217","0.062","0.262","0.59","0.382","0.327","0.607","2.14","0.153","0","0.153","0.307","0.17","0.153","0.49"
"717785","2023/06/12","624641","2.72","0.275","0.11","0.3","0.78","0.367","0.48","0.644","2.51","0.153","0.06","0.153","0.367","0.17","0.213","0.69"
"717785","2023/06/12","656495","1.646","0.145","0.034","0.178","0.409","0.095","0.23","0.515","0.78","0.063","0","0.1","0.173","0","0.073","0.11"
"717785","2023/06/12","606466","3.675","0.267","0.109","0.328","0.783","0.406","0.455","0.689","3.83","0.228","0.16","0.377","0.778","0.4","0.401","0.71"
"717785","2023/06/12","656896","2.897","0.236","0.1","0.292","0.678","0.519","0.386","0.531","3.51","0.417","0","0.444","0.944","0.5","0.5","0.64"
"717785","2023/06/12","682998","2.698","0.245","0.089","0.316","0.749","0.31","0.434","0.7","4.11","0.389","0.45","0.432","1.277","1.21","0.845","0.67"
"717785","2023/06/12","572233","3.494","0.243","0.184","0.314","0.765","0.59","0.451","0.75","3.91","0.256","0.06","0.317","0.735","0.36","0.418","0.47"
"717785","2023/06/12","446334","2.871","0.233","0.147","0.285","0.739","0.399","0.454","0.895","3.01","0.208","0.36","0.308","0.927","0.75","0.619","1.23"
"717785","2023/06/12","656976","3.085","0.245","0.113","0.337","0.714","0.476","0.377","0.708","3.84","0.194","0.26","0.251","0.66","0.72","0.409","0.82"
"717785","2023/06/12","608348","3.151","0.206","0.094","0.283","0.613","0.401","0.33","0.712","2.5","0.227","0.07","0.376","0.751","0.28","0.375","0.41"
"717794","2023/06/12","595777","3.648","0.229","0.093","0.327","0.698","0.406","0.371","0.731","3.96","0.191","0","0.291","0.562","0.26","0.272","0.68"
"717792","2023/06/12","665120","2.932","0.298","0.12","0.409","0.911","0.414","0.502","0.996","2.53","0.056","0","0.268","0.367","0.15","0.099","1.07"
"717784","2023/06/13","621566","3.49","0.265","0.292","0.376","0.96","0.76","0.585","1.071","4.08","0.228","0.18","0.317","0.681","0.4","0.364","1.25"
"717784","2023/06/13","663586","3.569","0.281","0.185","0.341","0.83","0.506","0.489","1.018","3.88","0.226","0.11","0.28","0.622","0.43","0.343","0.78"
"717784","2023/06/13","518595","3.302","0.253","0.05","0.28","0.634","0.369","0.354","0.682","3.28","0.26","0.15","0.367","0.759","0.39","0.392","0.59"
"717784","2023/06/13","592696","3.264","0.238","0.136","0.278","0.703","0.419","0.425","0.763","4.28","0.255","0.2","0.255","0.736","0.62","0.481","1.16"
"717784","2023/06/13","645277","3.65","0.252","0.183","0.306","0.757","0.641","0.451","0.657","3.6","0.206","0.29","0.317","0.745","0.75","0.427","0.41"
"717784","2023/06/13","606115","2.983","0.301","0.127","0.352","0.832","0.456","0.479","0.644","3.66","0.364","0.09","0.39","0.827","0.52","0.438","0.85"
"717784","2023/06/13","607680","2.842","0.217","0.108","0.247","0.634","0.376","0.386","0.748","1.76","0.194","0.19","0.198","0.671","0.26","0.473","0.43"
"717784","2023/06/13","671739","2.804","0.232","0.096","0.305","0.719","0.346","0.413","0.655","3.64","0.278","0.2","0.317","0.788","0.36","0.471","0.86"
"717784","2023/06/13","656716","2.573","0.195","0.063","0.297","0.608","0.229","0.311","0.656","3.65","0.122","0.12","0.141","0.389","0.24","0.249","0.74"
"717784","2023/06/13","679529","3.08","0.201","0.06","0.264","0.563","0.312","0.298","0.831","3.92","0.207","0.19","0.31","0.696","0.55","0.386","1.26"
"717784","2023/06/13","681481","2.39","0.23","0.144","0.279","0.716","0.329","0.437","0.646","3.82","0.339","0.1","0.361","0.83","0.28","0.469","1.25"
"717784","2023/06/13","595879","3.693","0.237","0.087","0.261","0.625","0.517","0.364","0.87","4.2","0.199","0.09","0.216","0.531","0.27","0.315","1.52"
"717784","2023/06/13","665155","2.561","0.217","0.129","0.298","0.712","0.38","0.413","0.799","3.32","0.197","0.08","0.291","0.63","0.53","0.339","0.94"
"717784","2023/06/13","628451","2.928","0.226","0.047","0.256","0.591","0.227","0.335","0.516","2.35","0.287","0.18","0.319","1.063","0.23","0.743","0.55"
"717784","2023/06/13","408234","3.342","0.234","0.051","0.269","0.594","0.304","0.325","0.793","2.81","0.282","0","0.393","0.807","0.23","0.414","0.7"
"717784","2023/06/13","606992","3.019","0.259","0.123","0.301","0.735","0.442","0.434","0.936","3.4","0.064","0","0.138","0.237","0.11","0.099","1.19"
"717784","2023/06/13","545350","1.749","0.185","0.034","0.221","0.495","0.187","0.275","0.572","2.15","0.128","0","0.258","0.414","0.16","0.156","0.7"
"717788","2023/06/13","595777","3.651","0.23","0.092","0.326","0.694","0.399","0.368","0.749","4.09","0.246","0","0.333","0.7","0.23","0.367","0.6"
"717788","2023/06/13","678662","2.6","0.209","0.083","0.25","0.594","0.349","0.344","0.677","3.92","0.297","0.16","0.312","0.803","0.46","0.492","1.1"
"717788","2023/06/13","641857","3.344","0.237","0.13","0.318","0.743","0.454","0.425","1.135","3.97","0.298","0.19","0.36","0.893","0.55","0.532","1.45"
"717788","2023/06/13","553869","3.251","0.293","0.124","0.35","0.804","0.518","0.454","0.676","3.75","0.134","0.01","0.205","0.388","0.3","0.182","0.84"
"717788","2023/06/13","545341","3.729","0.318","0.085","0.367","0.818","0.43","0.452","0.835","3.85","0.209","0","0.275","0.605","0.34","0.33","1.03"
"717788","2023/06/13","519058","2.802","0.24","0.104","0.294","0.715","0.432","0.42","0.767","2.09","0.27","0.09","0.343","0.782","0.3","0.44","0.53"
"717788","2023/06/13","605612","2.943","0.292","0.013","0.314","0.678","0.457","0.364","0.548","3.3","0.186","0","0.186","0.389","0.15","0.203","0.86"
"717788","2023/06/13","686668","2.029","0.193","0.062","0.218","0.519","0.396","0.301","0.738","3.16","0.162","0","0.199","0.36","0.16","0.162","1.11"
"717788","2023/06/13","657077","3.709","0.282","0.087","0.332","0.747","0.391","0.415","0.574","4.07","0.226","0","0.348","0.644","0.24","0.295","0.39"
"717788","2023/06/13","807799","2.467","0.204","0.093","0.246","0.598","0.413","0.352","0.32","3.66","0.31","0.03","0.374","0.761","0.16","0.386","0.41"
"717788","2023/06/13","457759","3.415","0.259","0.109","0.347","0.746","0.441","0.4","0.615","3.88","0.32","0.2","0.37","0.948","0.55","0.578","0.55"
"717788","2023/06/13","646240","3.735","0.258","0.231","0.312","0.818","0.76","0.506","0.841","3.8","0.215","0.19","0.296","0.71","0.44","0.414","0.87"
"717788","2023/06/13","594807","2.85","0.239","0.223","0.324","0.885","0.517","0.561","1.036","3.18","0.254","0.26","0.334","0.862","0.85","0.527","0.86"
"717788","2023/06/13","671213","2.555","0.2","0.132","0.314","0.68","0.379","0.366","0.817","3.34","0.186","0.09","0.343","0.666","0.23","0.323","0.95"
"717788","2023/06/13","624414","3.028","0.26","0.064","0.288","0.676","0.349","0.388","0.572","3.1","0.291","0.18","0.297","0.853","0.57","0.555","0.7"
"717788","2023/06/13","624512","2.588","0.227","0.025","0.29","0.598","0.323","0.307","0.629","2.58","0.174","0","0.246","0.551","0.14","0.305","0.68"
"717788","2023/06/13","622569","1.914","0.246","0.063","0.322","0.782","0.156","0.46","0.298","2.09","0.128","0","0.248","0.384","0.25","0.136","0.31"
"717778","2023/06/13","657041","3.468","0.252","0.118","0.318","0.724","0.395","0.406","0.994","4.12","0.244","0.11","0.269","0.726","0.4","0.457","1.19"
"717785","2023/06/12","672695","2.417","0.237","0.068","0.366","0.726","0.409","0.36","0.513","3.3","0.217","0.06","0.329","0.641","0.55","0.312","0.71"
"717785","2023/06/12","664983","2.751","0.172","0.037","0.228","0.477","0.223","0.249","0.564","2.97","0.242","0","0.309","0.562","0.29","0.253","0.53"
"717786","2023/06/12","650333","3.532","0.337","0.023","0.382","0.793","0.316","0.412","0.254","4.05","0.468","0","0.484","1.015","0.76","0.53","0.31"
"717779","2023/06/13","519317","3.355","0.23","0.15","0.281","0.665","0.463","0.384","0.96","3.25","0.164","0.16","0.2","0.554","0.41","0.354","0.93"
"717779","2023/06/13","650402","3.545","0.257","0.163","0.321","0.762","0.49","0.441","0.67","3.71","0.253","0.2","0.317","0.721","0.29","0.403","0.66"
"717779","2023/06/13","519203","3.485","0.271","0.198","0.34","0.815","0.511","0.475","0.806","3.79","0.098","0","0.171","0.273","0.16","0.102","0.94"
"717779","2023/06/13","518934","3.524","0.264","0.1","0.331","0.713","0.389","0.383","0.846","3.61","0.169","0.04","0.195","0.457","0.09","0.262","0.93"
"717779","2023/06/13","643396","2.837","0.201","0.063","0.275","0.574","0.225","0.298","0.507","2.95","0.395","0","0.408","0.832","0.41","0.423","0.43"
"717779","2023/06/13","641856","2.265","0.13","0.034","0.15","0.329","0.088","0.179","0.769","2.71","0.233","0.09","0.31","0.789","0.12","0.479","0.55"
"717779","2023/06/13","543309","2.819","0.222","0.162","0.297","0.776","0.475","0.479","0.873","2.8","0.261","0","0.297","0.641","0.64","0.344","0.79"
"717778","2023/06/13","671277","3.493","0.256","0.078","0.3","0.68","0.413","0.38","0.539","4.14","0.283","0.13","0.296","0.706","0.64","0.41","0.64"
"717778","2023/06/13","608841","3.257","0.239","0.061","0.267","0.607","0.4","0.34","0.697","3.72","0.34","0","0.413","0.834","0.41","0.421","0.35"
"717778","2023/06/13","600869","3.605","0.259","0.097","0.304","0.712","0.376","0.408","0.794","3.39","0.186","0.18","0.314","0.742","0.71","0.428","0.81"
"717778","2023/06/13","572816","2.888","0.22","0.047","0.273","0.586","0.338","0.313","0.522","2.99","0.254","0.05","0.292","0.636","0.32","0.343","0.57"
"717778","2023/06/13","660688","3.317","0.235","0.058","0.293","0.647","0.333","0.353","0.336","3.62","0.287","0.25","0.347","0.873","0.72","0.526","0.29"
"717778","2023/06/13","642086","3.205","0.246","0.063","0.317","0.648","0.338","0.331","0.712","3.61","0.195","0.12","0.225","0.524","0.25","0.299","0.58"
"717778","2023/06/13","682928","3.021","0.237","0.055","0.271","0.627","0.375","0.356","0.768","3.72","0.161","0.1","0.174","0.434","0.28","0.26","0.73"
"717778","2023/06/13","669743","2.695","0.18","0.056","0.264","0.524","0.266","0.261","0.654","3.34","0.223","0","0.28","0.505","0.09","0.225","0.4"
"717778","2023/06/13","643289","3.171","0.244","0.02","0.284","0.604","0.22","0.32","0.487","4.38","0.283","0.11","0.313","0.73","0.49","0.417","0.54"
"717778","2023/06/13","514888","3.16","0.158","0.064","0.282","0.509","0.285","0.227","1.019","4.29","0.24","0.13","0.313","0.714","0.37","0.401","0.97"
"717778","2023/06/13","608324","3.618","0.235","0.108","0.323","0.697","0.464","0.375","0.458","4.09","0.288","0.2","0.318","0.933","0.85","0.615","1.23"
"717778","2023/06/13","663656","3.524","0.276","0.149","0.357","0.815","0.653","0.458","0.613","3.9","0.193","0.08","0.279","0.568","0.42","0.288","0.42"
"717778","2023/06/13","547989","3.626","0.246","0.067","0.302","0.67","0.491","0.369","0.822","4.09","0.228","0.23","0.259","0.627","0.87","0.369","1.31"
"717778","2023/06/13","673237","1.847","0.194","0.021","0.212","0.531","0.236","0.319","0.41","3.21","0.296","0.2","0.315","0.909","0.4","0.595","0.47"
"717778","2023/06/13","676694","2.882","0.226","0.057","0.268","0.596","0.331","0.328","0.885","3.2","0.186","0.17","0.216","0.584","0.45","0.367","1.03"
"717778","2023/06/13","455117","2.896","0.159","0.066","0.253","0.49","0.276","0.237","1.026","3.07","0.123","0.03","0.182","0.342","0.03","0.16","1.25"
"717777","2023/06/13","670770","2.93","0.256","0.063","0.31","0.7","0.36","0.39","0.645","3.93","0.311","0.03","0.333","0.866","0.54","0.533","0.76"
"717777","2023/06/13","680574","1.983","0.25","0.083","0.384","0.8","0.283","0.417","0.661","4.6","0.297","0","0.315","0.774","0.13","0.459","1.21"
"717777","2023/06/13","663697","3.51","0.277","0.101","0.353","0.787","0.443","0.434","0.709","3.97","0.262","0.16","0.302","0.732","0.76","0.43","0.79"
"717777","2023/06/13","682829","1.764","0.021","0.042","0.021","0.104","0.389","0.083","0.306","3.3","0.27","0.1","0.341","0.828","0.54","0.487","1.41"
"717777","2023/06/13","668715","3.032","0.244","0.108","0.324","0.77","0.377","0.446","0.803","3.11","0.224","0.04","0.324","0.654","0.66","0.33","0.38"
"717777","2023/06/13","663886","3.352","0.257","0.055","0.328","0.682","0.448","0.354","0.933","3.6","0.29","0.15","0.333","0.777","0.8","0.444","0.81"
"717777","2023/06/13","666181","2.18","0.214","0.03","0.225","0.48","0.098","0.255","0.745","3.01","0.346","0.09","0.439","0.895","0.18","0.456","0.44"
"717777","2023/06/13","621028","3.232","0.234","0.038","0.273","0.58","0.306","0.307","0.401","3.44","0.254","0","0.307","0.682","0.43","0.375","0.54"
"717777","2023/06/13","656413","2","0.188","0.038","0.265","0.587","0.256","0.322","0.693","3.34","0.211","0.2","0.264","0.725","0.5","0.461","1.14"
"717777","2023/06/13","668472","2.833","0.264","0.097","0.353","0.814","0.418","0.461","1.124","3.66","0.238","0.14","0.315","0.68","0.44","0.365","1.64"
"717777","2023/06/13","521692","3.699","0.28","0.239","0.31","0.84","0.631","0.53","0.9","3.99","0.239","0.25","0.239","0.697","0.53","0.458","1.1"
"717777","2023/06/13","677951","3.706","0.256","0.156","0.293","0.744","0.485","0.451","0.834","3.75","0.225","0.06","0.297","0.594","0.25","0.296","0.57"
"717777","2023/06/13","669004","3.097","0.185","0.104","0.278","0.63","0.431","0.352","1.063","3.79","0.226","0.03","0.281","0.599","0.23","0.318","1.02"
"717777","2023/06/13","672580","2.438","0.236","0.021","0.29","0.595","0.344","0.305","0.542","3.28","0.206","0.07","0.334","0.625","0.23","0.291","1.08"
"717777","2023/06/13","658668","3.022","0.247","0.108","0.289","0.728","0.283","0.438","0.59","3.07","0.278","0.12","0.291","0.878","0.15","0.587","0.61"
"717777","2023/06/13","622110","2.82","0.273","0.037","0.311","0.687","0.308","0.376","0.61","2.08","0.289","0","0.312","0.602","0.1","0.289","0.65"
"717777","2023/06/13","671221","1.984","0.372","0.094","0.477","1.099","0.547","0.622","0.578","2.9","0.153","0.06","0.24","0.453","0.21","0.213","1.22"
"717777","2023/06/13","680118","1.167","0.198","0.333","0.365","1.062","0.361","0.698","0.403","1.96","0.38","0.15","0.432","1.282","0.26","0.85","0.36"
"717779","2023/06/13","607043","3.665","0.258","0.082","0.351","0.739","0.356","0.387","0.785","3.79","0.206","0.09","0.3","0.604","0.49","0.303","1.63"
"717779","2023/06/13","682626","2.49","0.173","0.141","0.214","0.576","0.261","0.362","0.751","3.77","0.161","0.48","0.17","0.672","0.86","0.503","0.96"
"717779","2023/06/13","643446","3.442","0.271","0.042","0.326","0.678","0.339","0.351","0.372","3.76","0.211","0.12","0.258","0.599","0.17","0.341","0.35"
"717779","2023/06/13","596019","3.678","0.241","0.163","0.31","0.741","0.657","0.431","0.824","3.57","0.179","0.26","0.266","0.721","0.37","0.455","0.94"
"717779","2023/06/13","516782","3.443","0.269","0.074","0.306","0.713","0.359","0.407","0.719","3.78","0.322","0.08","0.328","0.757","0.26","0.429","0.92"
"717779","2023/06/13","683146","2.282","0.224","0.08","0.286","0.605","0.245","0.318","0.626","3.05","0.145","0","0.259","0.426","0.34","0.168","1.06"
"717779","2023/06/13","502054","2.868","0.187","0.082","0.288","0.569","0.292","0.281","0.804","3.08","0.265","0.25","0.321","0.981","0.93","0.66","1"
"717779","2023/06/13","641645","2.526","0.255","0.006","0.338","0.643","0.223","0.305","0.488","1.79","0.138","0","0.172","0.388","0.17","0.215","0.77"
"717779","2023/06/13","592192","3.271","0.224","0.068","0.283","0.619","0.321","0.336","0.698","2.89","0.269","0.11","0.348","0.812","0.65","0.464","0.53"
"717783","2023/06/13","592885","3.504","0.244","0.137","0.326","0.73","0.449","0.404","0.914","3.79","0.267","0.12","0.389","0.815","0.18","0.427","1.32"
"717783","2023/06/13","642715","3.568","0.227","0.163","0.298","0.694","0.51","0.395","1.096","3.88","0.175","0.21","0.282","0.635","0.29","0.353","1.24"
"717783","2023/06/13","642133","3.102","0.249","0.234","0.322","0.819","0.514","0.497","0.816","3.34","0.111","0","0.132","0.267","0.15","0.136","0.95"
"717783","2023/06/13","680911","2.788","0.283","0.094","0.323","0.776","0.291","0.453","0.501","3.97","0.302","0","0.325","0.659","0.46","0.334","0.93"
"717783","2023/06/13","572138","1.233","0.309","0.028","0.387","0.757","0.094","0.37","0.322","2.13","0.133","0","0.277","0.454","0.29","0.177","0.55"
"717783","2023/06/13","605119","3.21","0.247","0.143","0.331","0.776","0.436","0.445","1.02","3.56","0.175","0","0.276","0.463","0.23","0.188","1.08"
"717783","2023/06/13","649966","3.122","0.306","0.713","0.333","1.368","0.81","1.035","0.93","2.36","0.068","0","0.259","0.371","0.18","0.112","0.62"
"717783","2023/06/13","605170","2.824","0.32","0.093","0.391","0.889","0.377","0.498","0.52","3.15","0.227","0.12","0.372","0.696","0.61","0.324","0.89"
"717783","2023/06/13","686894","2.127","0.142","0.07","0.193","0.447","0.212","0.254","0.647","3.48","0.296","0.23","0.409","1.001","0.69","0.592","1.38"
"717783","2023/06/13","666397","1.952","0.17","0.191","0.352","0.682","0.333","0.329","0.714","3.51","0.241","0.15","0.357","0.812","0.32","0.455","1.54"
"717783","2023/06/13","456781","2.944","0.234","0.035","0.297","0.612","0.209","0.315","0.613","3.11","0.307","0.12","0.378","0.975","0.44","0.597","0.75"
"717783","2023/06/13","621043","3.622","0.242","0.146","0.314","0.729","0.504","0.414","0.897","3.64","0.246","0.2","0.297","0.769","0.55","0.472","1.19"
"717783","2023/06/13","668904","2.792","0.188","0.042","0.188","0.493","0.167","0.306","0.583","3.85","0.328","0.16","0.333","0.807","0.71","0.475","1.04"
"717783","2023/06/13","680777","2.867","0.243","0.128","0.312","0.801","0.323","0.488","0.996","2.83","0.164","0.1","0.259","0.577","0.3","0.318","1.25"
"717780","2023/06/13","621493","3.429","0.266","0.129","0.339","0.775","0.456","0.436","0.798","3.84","0.31","0.3","0.374","1.058","0.57","0.684","0.92"
"717780","2023/06/13","660271","3.663","0.266","0.23","0.357","0.866","0.601","0.509","0.962","4.11","0.409","0.62","0.466","1.516","1.32","1.05","0.99"
"717780","2023/06/13","592273","3.218","0.25","0.133","0.281","0.737","0.471","0.457","0.947","4.11","0.254","0.1","0.3","0.684","0.35","0.384","1.14"
"717780","2023/06/13","543685","3.126","0.28","0.074","0.392","0.817","0.566","0.426","0.544","3.45","0.223","0.05","0.299","0.622","0.36","0.322","0.41"
"717780","2023/06/13","592669","3.549","0.271","0.214","0.321","0.837","0.586","0.516","0.802","4.16","0.17","0.09","0.214","0.524","0.2","0.309","0.95"
"717780","2023/06/13","650859","3.062","0.251","0.115","0.308","0.713","0.403","0.405","0.569","3.11","0.217","0.17","0.233","0.623","0.37","0.389","0.54"
"717780","2023/06/13","666160","2.425","0.305","0.198","0.333","0.947","0.484","0.614","0.658","3.45","0.209","0.2","0.224","0.735","0.67","0.511","1.11"
"717780","2023/06/13","595453","2.248","0.156","0.095","0.242","0.501","0.261","0.26","0.713","1.88","0.475","0.2","0.557","1.633","0.32","1.075","0.66"
"717780","2023/06/13","687263","1.864","0.155","0.037","0.192","0.449","0.235","0.257","0.395","3.01","0.271","0.22","0.362","0.867","0.25","0.504","0.67"
"717780","2023/06/13","543760","3.831","0.268","0.158","0.323","0.778","0.584","0.455","0.729","4.68","0.233","0.06","0.264","0.633","0.6","0.369","0.75"
"717780","2023/06/13","608369","3.374","0.363","0.208","0.414","1.065","0.658","0.651","0.674","4.17","0.376","0.2","0.437","1.064","1.02","0.627","0.78"
"717780","2023/06/13","663993","3.504","0.277","0.112","0.366","0.807","0.534","0.441","0.871","4.19","0.169","0.14","0.281","0.556","0.48","0.275","1.87"
"717780","2023/06/13","666969","3.486","0.241","0.216","0.31","0.78","0.736","0.469","0.996","3.75","0.257","0.08","0.349","0.742","0.41","0.393","1.31"
"717780","2023/06/13","673962","3.143","0.251","0.171","0.282","0.731","0.531","0.449","0.953","4.07","0.289","0.13","0.34","0.79","0.36","0.451","0.56"
"717780","2023/06/13","641680","3.277","0.269","0.132","0.325","0.763","0.562","0.438","0.63","3.81","0.286","0.08","0.334","0.752","0.82","0.419","0.72"
"717780","2023/06/13","543257","3.273","0.271","0.116","0.35","0.78","0.545","0.429","0.909","2.79","0.196","0.16","0.355","0.786","0.43","0.431","0.76"
"717780","2023/06/13","677649","2.636","0.288","0.112","0.312","0.81","0.502","0.498","0.662","3.25","0.383","0.2","0.412","1.06","0.71","0.648","0.75"
"717780","2023/06/13","665750","3.267","0.26","0.033","0.326","0.675","0.405","0.349","0.845","3.48","0.268","0.26","0.333","0.984","0.5","0.651","0.53"
"717787","2023/06/13","666182","3.862","0.31","0.185","0.355","0.868","0.583","0.513","0.726","4.31","0.231","0.23","0.231","0.637","0.47","0.406","1.27"
"717787","2023/06/13","665489","3.599","0.286","0.195","0.365","0.867","0.652","0.502","0.651","3.84","0.247","0.07","0.346","0.681","0.47","0.335","0.64"
"717787","2023/06/13","656305","3.451","0.247","0.127","0.328","0.757","0.471","0.429","1.01","3.44","0.18","0.17","0.274","0.696","0.59","0.422","1.03"
"717787","2023/06/13","593160","3.491","0.289","0.055","0.335","0.755","0.438","0.42","0.664","3.42","0.345","0","0.4","0.802","0.39","0.403","0.41"
"717787","2023/06/13","662139","3.34","0.202","0.125","0.273","0.636","0.403","0.363","0.848","3.32","0.25","0.22","0.395","0.82","0.28","0.425","0.78"
"717787","2023/06/13","672386","2.977","0.229","0.072","0.33","0.648","0.335","0.318","0.475","3.11","0.295","0.08","0.3","0.677","0.38","0.378","0.32"
"717787","2023/06/13","643376","2.935","0.202","0.114","0.283","0.677","0.467","0.394","0.737","3.69","0.206","0.27","0.306","0.742","0.9","0.436","0.6"
