,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718115,656775,3.471,0.2516,0.1148,0.3308,0.7271,0.5835,0.3963,0.74,3.56,0.3567,0.2,0.3843,1.0715,0.66,0.6872,0.54
1,,Away Batter 2,718115,668939,3.1942,0.2824,0.1362,0.4037,0.8782,0.4884,0.4745,0.6558,3.25,0.2542,0.26,0.3645,0.9262,0.52,0.5617,0.63
2,,Away Batter 3,718115,663624,3.7381,0.2809,0.2062,0.3068,0.8268,0.7066,0.52,0.8575,3.66,0.2435,0.1,0.2815,0.7785,0.51,0.497,1.05
3,,Away Batter 4,718115,623993,3.434,0.2183,0.1128,0.311,0.6917,0.4523,0.3807,0.9409,3.63,0.2892,0.29,0.3575,0.9363,0.7,0.5788,0.95
4,,Away Batter 5,718115,669720,3.412,0.2849,0.1854,0.3274,0.8451,0.4921,0.5177,0.8231,3.67,0.3133,0.11,0.3468,0.8302,0.27,0.4833,0.84
5,,Away Batter 6,718115,663630,1.9128,0.1813,0.0087,0.2494,0.4953,0.1595,0.2459,0.5649,1.44,0.2617,0.02,0.2917,0.6183,0.06,0.3267,0.22
6,,Away Batter 7,718115,622761,2.8885,0.2808,0.1084,0.3272,0.792,0.4207,0.4647,0.6627,3.27,0.0832,0.01,0.1225,0.2257,0.37,0.1032,0.8
7,,Away Batter 8,718115,624428,3.0682,0.2166,0.0567,0.2833,0.6201,0.2509,0.3368,0.3515,3.13,0.2408,0.1,0.3232,0.669,0.38,0.3458,0.29
8,,Away Batter 9,718115,687401,1.75,0.25,0.0,0.25,0.5,0.25,0.25,0.5,2.28,0.2383,0.0,0.265,0.5483,0.41,0.2833,0.55
9,,Home Batter 1,718115,543807,3.6256,0.2356,0.1673,0.2918,0.6899,0.4634,0.3981,0.719,3.95,0.2097,0.14,0.268,0.5617,0.4,0.2937,0.51
10,,Home Batter 2,718115,666182,3.7415,0.3179,0.205,0.3593,0.8995,0.6025,0.5403,0.6941,4.14,0.318,0.18,0.3815,0.891,0.62,0.5095,0.7
11,,Home Batter 3,718115,665489,3.4498,0.3022,0.2123,0.3907,0.924,0.5913,0.5333,0.5446,3.37,0.262,0.1,0.3187,0.7742,0.89,0.4555,0.89
12,,Home Batter 4,718115,662139,3.181,0.1918,0.0919,0.2754,0.6098,0.3343,0.3344,0.8821,3.97,0.2083,0.16,0.245,0.6142,0.35,0.3692,1.02
13,,Home Batter 5,718115,656305,3.2963,0.269,0.1309,0.3552,0.8254,0.5338,0.4703,0.914,3.94,0.1995,0.0,0.245,0.4903,0.06,0.2453,1.5
14,,Home Batter 6,718115,474832,3.1512,0.254,0.0907,0.3185,0.7538,0.3395,0.4354,1.1898,2.81,0.3257,0.07,0.3765,0.858,0.26,0.4815,1.01
15,,Home Batter 7,718115,593160,3.3297,0.2992,0.0393,0.3475,0.8017,0.4622,0.4542,0.6118,3.88,0.1767,0.05,0.2467,0.4633,0.37,0.2167,0.64
16,,Home Batter 8,718115,643376,2.8645,0.2157,0.1249,0.2902,0.718,0.5037,0.4278,0.6855,3.79,0.1917,0.11,0.245,0.5867,0.77,0.3417,0.83
17,,Home Batter 9,718115,595281,3.0088,0.2837,0.0411,0.3298,0.7641,0.3774,0.4343,0.777,3.24,0.447,0.2,0.509,1.2333,0.42,0.7243,0.32
