,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718200,543760,3.6567,0.2557,0.1518,0.3051,0.7354,0.5492,0.4303,0.716,4.09,0.2973,0.24,0.3933,0.93,0.78,0.5367,1.0
1,,Away Batter 2,718200,543257,2.8748,0.2755,0.0939,0.3688,0.7896,0.4504,0.4207,0.7407,4.2,0.2498,0.07,0.2842,0.6565,0.46,0.3723,1.42
2,,Away Batter 3,718200,663993,3.3651,0.2628,0.1082,0.3495,0.7605,0.5614,0.4111,0.8536,3.95,0.2662,0.06,0.3357,0.7835,0.55,0.4478,0.97
3,,Away Batter 4,718200,673962,2.9782,0.2551,0.1321,0.2894,0.7292,0.4064,0.4398,0.8833,4.07,0.1955,0.21,0.2165,0.582,0.62,0.3655,1.27
4,,Away Batter 5,718200,641680,2.9477,0.2937,0.1576,0.3535,0.8444,0.5569,0.4909,0.5412,4.02,0.3397,0.12,0.3687,0.887,0.74,0.5183,0.91
5,,Away Batter 6,718200,677649,2.3466,0.2995,0.0846,0.3275,0.8521,0.4543,0.5246,0.5791,3.92,0.2605,0.2,0.2605,0.685,0.57,0.4245,1.04
6,,Away Batter 7,718200,669087,2.4474,0.1752,0.0395,0.2081,0.4265,0.2434,0.2184,0.8882,1.38,0.2217,0.07,0.3652,0.886,0.37,0.5208,0.55
7,,Away Batter 8,718200,665750,2.9766,0.2025,0.0166,0.2791,0.5678,0.3819,0.2887,0.7058,3.66,0.3495,0.07,0.4153,0.8795,0.57,0.4642,1.0
8,,Away Batter 9,718200,669352,2.233,0.2093,0.0439,0.2574,0.6005,0.2683,0.3432,0.6396,1.64,0.0983,0.0,0.1067,0.2283,0.0,0.1217,0.73
9,,Home Batter 1,718200,665923,2.5536,0.2571,0.0317,0.3039,0.6835,0.4312,0.3795,0.3823,4.49,0.3018,0.0,0.3102,0.7408,0.4,0.4307,1.04
10,,Home Batter 2,718200,657656,3.1354,0.2283,0.121,0.2979,0.6947,0.3615,0.3968,0.8948,3.83,0.1975,0.09,0.2175,0.485,0.21,0.2675,0.86
11,,Home Batter 3,718200,667670,2.455,0.2195,0.1274,0.3569,0.735,0.3619,0.3781,0.8365,3.93,0.3035,0.18,0.3683,0.9248,0.55,0.5565,1.45
12,,Home Batter 4,718200,542583,3.147,0.2548,0.1159,0.3422,0.7378,0.4766,0.3956,0.6878,2.19,0.22,0.17,0.3408,0.6933,0.24,0.3525,0.77
13,,Home Batter 5,718200,542208,1.8122,0.4147,0.1481,0.4266,1.0569,0.5053,0.6303,0.1786,2.91,0.29,0.12,0.364,0.8065,0.3,0.4425,0.69
14,,Home Batter 6,718200,672478,2.1979,0.3441,0.0,0.3458,0.8092,0.3542,0.4634,0.4896,3.09,0.2375,0.31,0.2375,0.755,0.56,0.5175,0.74
15,,Home Batter 7,718200,669127,2.8509,0.2056,0.1457,0.2462,0.6817,0.3778,0.4355,0.905,3.6,0.2065,0.11,0.2787,0.5992,0.45,0.3205,1.17
16,,Home Batter 8,718200,675656,2.3466,0.2345,0.0669,0.3129,0.6715,0.4405,0.3587,0.7586,2.82,0.105,0.09,0.135,0.3425,0.17,0.2075,1.31
17,,Home Batter 9,718200,669397,2.102,0.2167,0.0078,0.2964,0.6132,0.1415,0.3169,0.4667,2.57,0.0785,0.0,0.1385,0.2403,0.08,0.1018,0.77
