,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717804,606466,3.6596,0.2678,0.1102,0.3299,0.7829,0.3984,0.453,0.6851,3.96,0.2645,0.18,0.374,0.8375,0.46,0.4635,0.79
1,,Away Batter 2,717804,682998,2.6894,0.2459,0.09,0.3155,0.7498,0.3141,0.4343,0.6974,4.01,0.3592,0.5,0.4063,1.191,1.23,0.7847,0.77
2,,Away Batter 3,717804,666971,3.4733,0.2829,0.1321,0.3511,0.833,0.542,0.4819,0.637,3.81,0.296,0.24,0.3143,0.9278,1.13,0.6135,0.83
3,,Away Batter 4,717804,572233,3.4988,0.2457,0.1856,0.315,0.7709,0.5965,0.4559,0.7357,3.76,0.2325,0.07,0.305,0.6642,0.26,0.3592,0.57
4,,Away Batter 5,717804,446334,2.8889,0.2381,0.1504,0.2912,0.7555,0.4071,0.4642,0.9159,3.29,0.2347,0.41,0.2597,0.9565,0.84,0.6968,1.26
5,,Away Batter 6,717804,656976,3.0525,0.246,0.0983,0.3393,0.7091,0.4687,0.3698,0.7188,3.75,0.152,0.16,0.202,0.5,0.53,0.298,0.92
6,,Away Batter 7,717804,605113,3.047,0.2215,0.0944,0.25,0.6024,0.394,0.3524,0.6598,2.86,0.245,0.12,0.2617,0.6567,0.34,0.395,0.79
7,,Away Batter 8,717804,672515,2.8247,0.3025,0.0646,0.3395,0.7308,0.351,0.3913,0.5264,2.81,0.2208,0.02,0.2908,0.5983,0.35,0.3075,0.66
8,,Away Batter 9,717804,664983,2.7288,0.1698,0.0183,0.2274,0.4608,0.2072,0.2334,0.5536,3.11,0.2708,0.01,0.3475,0.6392,0.31,0.2917,0.48
9,,Home Batter 1,717804,656716,2.5939,0.1941,0.0636,0.2871,0.5995,0.2323,0.3124,0.646,3.66,0.1472,0.03,0.184,0.4092,0.06,0.2252,0.68
10,,Home Batter 2,717804,679529,3.0897,0.1994,0.0614,0.2621,0.5609,0.31,0.2988,0.8271,3.55,0.1592,0.08,0.277,0.5478,0.25,0.2708,1.31
11,,Home Batter 3,717804,681481,2.3571,0.2389,0.1286,0.2907,0.7347,0.3238,0.444,0.6571,3.64,0.2872,0.15,0.3105,0.7725,0.37,0.462,1.15
12,,Home Batter 4,717804,595879,3.6623,0.2382,0.0882,0.2626,0.6298,0.5051,0.3672,0.8515,4.15,0.16,0.11,0.18,0.456,0.25,0.276,1.23
13,,Home Batter 5,717804,665155,2.5869,0.2158,0.1323,0.2965,0.7132,0.3877,0.4167,0.8168,2.76,0.2267,0.09,0.3483,0.71,0.48,0.3617,0.86
14,,Home Batter 6,717804,606992,3.0189,0.2629,0.1239,0.3013,0.7409,0.4473,0.4396,0.9357,3.3,0.0733,0.0,0.1567,0.265,0.13,0.1083,1.05
15,,Home Batter 7,717804,408234,3.3227,0.2332,0.0519,0.2693,0.5959,0.3095,0.3266,0.7606,2.7,0.2808,0.0,0.4075,0.8333,0.26,0.4258,0.56
16,,Home Batter 8,717804,570731,2.9968,0.2418,0.057,0.288,0.6342,0.1523,0.3462,0.7526,2.21,0.0675,0.0,0.1675,0.2625,0.1,0.095,0.9
17,,Home Batter 9,717804,545350,1.8321,0.1955,0.0336,0.2332,0.5207,0.1943,0.2874,0.5996,2.11,0.09,0.0,0.235,0.325,0.06,0.09,0.84
