,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717992,681082,3.3112,0.2417,0.0685,0.277,0.6277,0.2703,0.3507,0.7046,3.86,0.387,0.21,0.43,1.1985,0.7,0.7685,0.74
1,,Away Batter 2,717992,607208,3.979,0.2922,0.1367,0.3281,0.7887,0.4263,0.4606,0.9247,4.44,0.205,0.09,0.247,0.595,0.49,0.348,1.03
2,,Away Batter 3,717992,547180,3.8288,0.3276,0.1771,0.3924,0.9113,0.308,0.5189,0.9675,3.42,0.3092,0.12,0.4445,0.9195,0.34,0.475,0.9
3,,Away Batter 4,717992,592206,3.5661,0.2903,0.1489,0.353,0.866,0.6039,0.513,0.9739,4.03,0.279,0.0,0.345,0.748,0.3,0.403,1.11
4,,Away Batter 5,717992,656941,3.4694,0.2124,0.2265,0.3132,0.7684,0.4671,0.4553,1.2249,3.08,0.11,0.21,0.3592,0.7325,0.53,0.3733,1.15
5,,Away Batter 6,717992,592663,3.5243,0.2703,0.1168,0.3114,0.7597,0.4742,0.4483,0.9421,3.21,0.1542,0.0,0.2283,0.4275,0.11,0.1992,0.77
6,,Away Batter 7,717992,665019,2.1539,0.2177,0.1109,0.2824,0.6807,0.3289,0.3983,0.5663,2.81,0.3267,0.13,0.3588,0.853,0.47,0.4942,0.86
7,,Away Batter 8,717992,669016,2.9598,0.2696,0.0831,0.366,0.8133,0.3671,0.4473,1.0744,3.08,0.1442,0.0,0.2135,0.3577,0.4,0.1442,1.33
8,,Away Batter 9,717992,624641,2.6275,0.2914,0.1341,0.3199,0.8591,0.3855,0.5391,0.6733,3.23,0.2,0.0,0.2,0.4558,0.2,0.2558,0.35
9,,Home Batter 1,717992,660670,3.6744,0.3048,0.1805,0.3995,0.9108,0.513,0.5113,0.8164,4.12,0.23,0.17,0.284,0.6965,0.21,0.4125,0.63
10,,Home Batter 2,717992,621566,3.4665,0.2764,0.3093,0.3866,1.0013,0.7979,0.6147,1.1008,3.63,0.1908,0.22,0.2868,0.7118,0.57,0.425,0.93
11,,Home Batter 3,717992,663586,3.4971,0.2759,0.1786,0.3398,0.8178,0.488,0.478,0.9814,3.91,0.3313,0.24,0.3573,0.9827,0.59,0.6253,1.16
12,,Home Batter 4,717992,669221,3.2318,0.2653,0.1974,0.3691,0.8631,0.6095,0.4939,0.8477,3.82,0.2783,0.21,0.295,0.7708,0.66,0.4758,1.13
13,,Home Batter 5,717992,542303,3.345,0.2082,0.1645,0.2886,0.6738,0.4334,0.3852,0.8259,3.65,0.3838,0.38,0.4137,1.198,0.83,0.7843,1.1
14,,Home Batter 6,717992,592696,3.205,0.2451,0.1293,0.2871,0.7202,0.3874,0.4331,0.7583,3.29,0.1703,0.13,0.1928,0.5432,0.55,0.3503,1.02
15,,Home Batter 7,717992,645277,3.656,0.2649,0.2054,0.3184,0.8026,0.6984,0.4842,0.6657,3.37,0.1662,0.03,0.2637,0.4863,0.24,0.2227,0.43
16,,Home Batter 8,717992,606115,2.9002,0.3064,0.1286,0.3582,0.8316,0.4875,0.4734,0.6975,3.29,0.2675,0.09,0.3225,0.7375,0.24,0.415,0.63
17,,Home Batter 9,717992,671739,2.7291,0.248,0.0994,0.3327,0.7787,0.3671,0.446,0.5914,3.12,0.1392,0.11,0.16,0.4217,0.36,0.2617,1.16
