,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718004,672779,2.2241,0.1813,0.0134,0.2708,0.5439,0.1914,0.2731,0.4701,2.94,0.2947,0.26,0.3167,0.9473,0.74,0.6307,0.38
1,,Away Batter 2,718004,668804,3.4915,0.2672,0.1461,0.3186,0.7968,0.4906,0.4783,0.7723,3.85,0.272,0.2,0.3515,0.8825,0.9,0.531,0.58
2,,Away Batter 3,718004,656582,3.0957,0.2466,0.1149,0.3331,0.7713,0.3727,0.4383,0.8447,2.97,0.172,0.05,0.2703,0.4848,0.24,0.2145,0.83
3,,Away Batter 4,718004,467793,3.272,0.2079,0.0835,0.3113,0.6428,0.4653,0.3314,0.6421,3.69,0.1975,0.12,0.3097,0.6327,0.33,0.323,0.85
4,,Away Batter 5,718004,669261,2.5407,0.3541,0.1465,0.4525,1.2105,0.4131,0.758,1.0066,3.62,0.227,0.24,0.3033,0.7143,0.68,0.411,1.16
5,,Away Batter 6,718004,663647,3.5934,0.2603,0.0899,0.3059,0.7363,0.3838,0.4303,0.6411,4.01,0.1903,0.12,0.2195,0.5905,0.65,0.371,0.71
6,,Away Batter 7,718004,678225,2.4561,0.2027,0.0267,0.2459,0.4903,0.2285,0.2444,0.5665,3.1,0.3277,0.0,0.355,0.7952,0.2,0.4402,0.9
7,,Away Batter 8,718004,641943,1.8258,0.2076,0.0616,0.2525,0.6326,0.2604,0.3801,0.492,2.22,0.23,0.0,0.235,0.4775,0.3,0.2425,0.66
8,,Away Batter 9,718004,641511,1.951,0.129,0.0696,0.1908,0.4626,0.169,0.2718,0.4073,2.79,0.2547,0.0,0.2763,0.5937,0.38,0.3173,0.73
9,,Home Batter 1,718004,641487,3.1036,0.2284,0.0304,0.3497,0.6537,0.3323,0.304,0.64,4.18,0.2528,0.21,0.2905,0.7328,0.63,0.4423,0.72
10,,Home Batter 2,718004,664034,3.5129,0.2648,0.0953,0.3264,0.7433,0.449,0.4168,0.5295,4.12,0.2393,0.32,0.2543,0.7907,0.42,0.5363,0.71
11,,Home Batter 3,718004,677594,3.4439,0.2561,0.1681,0.3292,0.7919,0.4605,0.4627,1.0384,3.99,0.312,0.14,0.381,0.8975,0.73,0.5165,1.15
12,,Home Batter 4,718004,672284,3.2628,0.2605,0.1876,0.3173,0.8345,0.463,0.5172,0.9981,3.85,0.2168,0.2,0.2695,0.6563,0.49,0.3868,1.63
13,,Home Batter 5,718004,553993,3.501,0.2328,0.1409,0.3173,0.7247,0.5106,0.4074,1.1547,3.45,0.1585,0.13,0.2987,0.5547,0.79,0.256,1.24
14,,Home Batter 6,718004,663728,3.2283,0.2143,0.1425,0.2871,0.7081,0.5781,0.4209,1.074,3.33,0.2972,0.1,0.3542,0.8397,0.39,0.4855,0.57
15,,Home Batter 7,718004,606192,3.6804,0.2423,0.1913,0.2785,0.7213,0.5844,0.4428,1.2213,3.76,0.2415,0.13,0.2585,0.6225,0.47,0.364,1.3
16,,Home Batter 8,718004,676609,1.55,0.1579,0.0278,0.2662,0.5606,0.2556,0.2944,0.5389,2.12,0.3142,0.19,0.425,1.0892,0.58,0.6642,0.51
17,,Home Batter 9,718004,543939,3.0978,0.229,0.0402,0.2938,0.5973,0.2543,0.3035,0.6966,2.51,0.0983,0.0,0.1583,0.2925,0.18,0.1342,0.58
