,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717862,656716,2.5518,0.1913,0.0654,0.2845,0.5982,0.2382,0.3137,0.6179,3.57,0.2258,0.05,0.307,0.6398,0.1,0.3328,1.03
1,,Away Batter 2,717862,595879,3.6246,0.2344,0.0902,0.2572,0.6225,0.4739,0.3652,0.8404,4.17,0.1555,0.0,0.1825,0.4063,0.33,0.2238,1.45
2,,Away Batter 3,717862,679529,3.0843,0.2026,0.0637,0.2599,0.5637,0.3226,0.3037,0.8111,3.5,0.1728,0.1,0.2922,0.5852,0.37,0.293,1.3
3,,Away Batter 4,717862,665155,2.6017,0.2167,0.1265,0.2991,0.7157,0.3898,0.4166,0.8231,2.55,0.225,0.13,0.3362,0.7412,0.35,0.405,0.7
4,,Away Batter 5,717862,606992,3.0189,0.2666,0.1253,0.3053,0.7508,0.453,0.4454,0.9077,3.23,0.0842,0.0,0.1765,0.3007,0.15,0.1242,0.97
5,,Away Batter 6,717862,668731,2.757,0.2154,0.0829,0.3061,0.6399,0.2728,0.3339,0.7784,3.13,0.1675,0.1,0.2513,0.5288,0.34,0.2775,0.83
6,,Away Batter 7,717862,570731,3.0424,0.2416,0.0582,0.2899,0.6394,0.1535,0.3495,0.7814,2.31,0.1158,0.0,0.2383,0.3917,0.14,0.1533,0.87
7,,Away Batter 8,717862,663527,2.4689,0.2277,0.1848,0.2827,0.8658,0.604,0.5832,0.611,2.31,0.11,0.08,0.1583,0.3883,0.24,0.23,0.61
8,,Away Batter 9,717862,670097,1.9407,0.193,0.0863,0.2966,0.6198,0.1722,0.3232,0.8276,2.58,0.3517,0.11,0.4023,0.994,0.45,0.5917,0.6
9,,Home Batter 1,717862,656941,3.4215,0.203,0.2417,0.3189,0.7771,0.5072,0.4583,1.2332,3.6,0.1707,0.39,0.327,0.839,0.89,0.512,1.38
10,,Home Batter 2,717862,592206,3.6055,0.2838,0.1361,0.3436,0.8314,0.5699,0.4879,0.9739,3.96,0.3762,0.18,0.4082,0.992,0.74,0.5838,0.76
11,,Home Batter 3,717862,547180,3.74,0.3251,0.1708,0.3883,0.9387,0.4794,0.5505,1.1009,3.73,0.2315,0.05,0.3445,0.671,0.21,0.3265,0.99
12,,Home Batter 4,717862,607208,4.0037,0.2856,0.1219,0.325,0.7724,0.3843,0.4473,0.9864,4.14,0.197,0.25,0.221,0.6385,0.59,0.4175,0.67
13,,Home Batter 5,717862,592663,3.519,0.2718,0.104,0.3196,0.7693,0.4614,0.4497,0.9485,3.43,0.1525,0.19,0.1983,0.5483,0.41,0.35,0.88
14,,Home Batter 6,717862,681082,3.367,0.2444,0.0729,0.2803,0.6354,0.2879,0.3551,0.6763,3.73,0.2585,0.03,0.3325,0.6685,0.15,0.336,0.91
15,,Home Batter 7,717862,669016,2.9248,0.2482,0.0752,0.3523,0.7604,0.3337,0.4081,1.062,3.27,0.225,0.07,0.262,0.5595,0.62,0.2975,1.51
16,,Home Batter 8,717862,665019,2.211,0.2145,0.1299,0.2745,0.6795,0.3718,0.405,0.571,3.3,0.2923,0.03,0.3237,0.6685,0.16,0.3448,0.91
17,,Home Batter 9,717862,543281,2.7578,0.2203,0.0651,0.2677,0.5973,0.4001,0.3296,0.6121,2.25,0.1917,0.0,0.1917,0.3883,0.2,0.1967,0.63
