,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718094,641487,3.0341,0.228,0.033,0.3455,0.6513,0.2713,0.3059,0.6155,3.74,0.2465,0.0,0.3295,0.6407,0.37,0.3112,0.64
1,,Away Batter 2,718094,664034,3.462,0.2539,0.0876,0.3189,0.7184,0.469,0.3995,0.5403,4.33,0.2935,0.05,0.3065,0.7227,0.34,0.4162,0.41
2,,Away Batter 3,718094,677594,3.4025,0.2797,0.1713,0.3502,0.8476,0.4843,0.4975,0.9891,4.15,0.186,0.13,0.2465,0.5705,0.61,0.324,1.4
3,,Away Batter 4,718094,672284,3.1882,0.2695,0.2087,0.3307,0.8765,0.4983,0.5459,0.9653,3.79,0.2268,0.08,0.2633,0.6442,0.44,0.3808,1.13
4,,Away Batter 5,718094,553993,3.4747,0.2383,0.1366,0.3192,0.7285,0.501,0.4094,1.1671,3.6,0.2083,0.1,0.349,0.6473,0.36,0.2983,1.29
5,,Away Batter 6,718094,606192,3.6726,0.2345,0.2126,0.265,0.7123,0.6461,0.4473,1.2057,3.84,0.3383,0.08,0.374,0.831,0.65,0.457,1.42
6,,Away Batter 7,718094,666211,2.5675,0.1593,0.1442,0.2516,0.623,0.3129,0.3714,1.0077,2.39,0.1092,0.18,0.2478,0.6045,0.47,0.3567,1.1
7,,Away Batter 8,718094,608596,2.6487,0.2384,0.166,0.3084,0.7663,0.4478,0.458,1.003,3.07,0.2867,0.1,0.3133,0.8367,0.2,0.5233,0.92
8,,Away Batter 9,718094,676609,1.4667,0.1667,0.0351,0.283,0.6105,0.2789,0.3275,0.4877,2.31,0.3025,0.0,0.3433,0.6842,0.26,0.3408,0.4
9,,Home Batter 1,718094,660670,3.6466,0.3079,0.1693,0.4009,0.9093,0.4658,0.5084,0.8108,3.98,0.324,0.48,0.4047,1.134,0.7,0.7293,0.57
10,,Home Batter 2,718094,621566,3.4268,0.2799,0.306,0.389,1.0093,0.8382,0.6203,1.083,3.61,0.2317,0.26,0.3577,0.8773,0.53,0.5197,1.04
11,,Home Batter 3,718094,669221,3.2247,0.2521,0.1807,0.3518,0.8228,0.5214,0.471,0.8501,3.68,0.255,0.18,0.2825,0.705,0.88,0.4225,0.77
12,,Home Batter 4,718094,663586,3.4006,0.2762,0.183,0.3413,0.8295,0.4949,0.4882,1.0035,4.16,0.287,0.11,0.3245,0.7175,0.34,0.393,1.17
13,,Home Batter 5,718094,592696,3.155,0.2325,0.1502,0.2717,0.7129,0.3457,0.4412,0.7458,3.67,0.2523,0.11,0.2632,0.6947,0.46,0.4315,0.77
14,,Home Batter 6,718094,645277,3.5559,0.2554,0.2038,0.3134,0.7846,0.7304,0.4712,0.6528,3.96,0.2383,0.12,0.2593,0.6237,0.49,0.3643,0.8
15,,Home Batter 7,718094,542303,3.243,0.2035,0.1113,0.2847,0.6393,0.359,0.3546,0.8308,3.89,0.3022,0.41,0.3905,1.0107,1.19,0.6202,0.82
16,,Home Batter 8,718094,606115,2.8606,0.308,0.1609,0.3659,0.8686,0.4907,0.5027,0.6062,3.31,0.35,0.2,0.3725,1.085,0.68,0.7125,0.51
17,,Home Batter 9,718094,671739,2.6615,0.2574,0.0901,0.3322,0.788,0.3609,0.4557,0.572,3.56,0.1402,0.04,0.2085,0.4197,0.22,0.2112,0.74
