,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718453,665923,2.2639,0.2387,0.0556,0.3193,0.7219,0.5741,0.4026,0.2315,3.59,0.3933,0.0,0.3933,0.8317,0.44,0.4383,0.61
1,,Away Batter 2,718453,676116,1.7793,0.1738,0.023,0.2843,0.5441,0.1824,0.2598,0.8174,2.54,0.1602,0.05,0.4947,0.6928,0.05,0.1982,0.93
2,,Away Batter 3,718453,542583,2.9463,0.2509,0.1254,0.3565,0.7666,0.5303,0.41,0.554,3.03,0.2735,0.15,0.3202,0.7677,0.29,0.4475,0.79
3,,Away Batter 4,718453,607054,2.3148,0.2217,0.0923,0.3591,0.7521,0.3175,0.3929,0.7248,3.23,0.1822,0.01,0.3392,0.5613,0.23,0.2222,0.88
4,,Away Batter 5,718453,668843,1.8575,0.2112,0.0741,0.378,0.7032,0.2256,0.3253,0.4653,2.78,0.2908,0.0,0.3112,0.6778,0.13,0.3667,0.89
5,,Away Batter 6,718453,672478,2.9091,0.3712,0.0,0.3712,0.7955,0.0909,0.4242,0.3636,2.73,0.4285,0.11,0.4318,1.318,0.59,0.8862,0.6
6,,Away Batter 7,718453,643393,2.6673,0.2147,0.019,0.3365,0.6506,0.3321,0.3141,0.5135,3.67,0.1148,0.12,0.1938,0.4427,0.27,0.2488,0.32
7,,Away Batter 8,718453,669127,2.616,0.2084,0.114,0.2617,0.708,0.3016,0.4463,0.7716,3.23,0.17,0.17,0.23,0.5615,0.55,0.3315,1.19
8,,Away Batter 9,718453,642180,1.5999,0.1931,0.0022,0.3638,0.6264,0.0709,0.2626,0.3312,1.44,0.055,0.0,0.11,0.18,0.14,0.07,0.61
9,,Home Batter 1,718453,543760,3.4674,0.227,0.1258,0.2648,0.6402,0.3175,0.3753,0.6982,3.81,0.374,0.26,0.4495,1.0988,1.37,0.6493,0.61
10,,Home Batter 2,718453,543257,2.659,0.3421,0.132,0.4392,0.9774,0.571,0.5382,0.6391,3.22,0.1775,0.0,0.2533,0.4375,0.11,0.1842,0.94
11,,Home Batter 3,718453,663993,3.0151,0.2681,0.1231,0.3692,0.7906,0.5429,0.4213,0.8137,4.01,0.2507,0.06,0.3235,0.6898,0.65,0.3663,0.81
12,,Home Batter 4,718453,666969,2.9753,0.2372,0.1168,0.3223,0.7444,0.4542,0.4221,0.8877,4.21,0.2725,0.59,0.3135,1.02,2.13,0.7065,0.89
13,,Home Batter 5,718453,673962,2.606,0.2558,0.1432,0.2974,0.7731,0.3175,0.4757,0.6556,4.31,0.2998,0.11,0.335,0.7565,0.68,0.4215,1.56
14,,Home Batter 6,718453,592351,1.6242,0.1072,0.0,0.1189,0.234,0.095,0.1151,0.9867,1.49,0.045,0.0,0.045,0.09,0.09,0.045,1.1
15,,Home Batter 7,718453,677649,2.1502,0.303,0.0759,0.3317,0.9049,0.5101,0.5733,0.432,2.73,0.3568,0.13,0.3785,0.9528,0.64,0.5743,0.88
16,,Home Batter 8,718453,665750,3.2163,0.2,0.0499,0.2506,0.5522,0.2902,0.3017,0.9786,3.05,0.1875,0.0,0.2617,0.5592,0.42,0.2975,0.5
17,,Home Batter 9,718453,669352,2.3117,0.2105,0.0608,0.2646,0.585,0.2544,0.3204,0.6782,1.74,0.1,0.0,0.115,0.3175,0.18,0.2025,0.55
