,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Home Batter 5,718160,669127,2.8699,0.2,0.1558,0.2437,0.6796,0.3918,0.4359,0.927,3.6,0.2813,0.16,0.3542,0.7995,0.62,0.4453,1.21
1,,Away Batter 1,718160,668942,3.4453,0.2739,0.0304,0.347,0.7156,0.3822,0.3686,0.9029,3.03,0.1942,0.0,0.2517,0.5833,0.49,0.3317,0.85
2,,Away Batter 2,718160,606466,3.6113,0.2571,0.078,0.303,0.7395,0.3052,0.4365,0.6249,3.75,0.2598,0.11,0.3492,0.765,0.48,0.4158,0.69
3,,Away Batter 3,718160,682998,2.6561,0.2345,0.0821,0.2967,0.7192,0.308,0.4225,0.7002,3.34,0.2643,0.06,0.362,0.7207,0.18,0.3587,0.7
4,,Away Batter 4,718160,666971,3.4486,0.2642,0.0704,0.322,0.7292,0.4679,0.4072,0.6926,3.44,0.3448,0.29,0.474,1.2083,0.76,0.7343,0.53
5,,Away Batter 5,718160,656976,2.9425,0.2675,0.1285,0.343,0.7769,0.5717,0.4339,0.6444,2.61,0.2517,0.0,0.4138,0.6655,0.25,0.2517,0.67
6,,Away Batter 6,718160,666150,2.2222,0.125,0.0,0.125,0.3611,0.0,0.2361,0.75,3.43,0.3917,0.21,0.4038,1.073,1.23,0.6692,0.58
7,,Away Batter 7,718160,672515,2.719,0.3038,0.1054,0.334,0.774,0.4417,0.4401,0.4969,3.28,0.3467,0.0,0.3917,0.7583,0.24,0.3667,0.7
8,,Away Batter 8,718160,677950,2.6778,0.1563,0.0525,0.2006,0.4647,0.3499,0.2641,0.5708,2.83,0.2342,0.0,0.2575,0.5817,0.23,0.3242,0.79
9,,Away Batter 9,718160,672695,2.2869,0.2417,0.0432,0.3692,0.7257,0.3843,0.3566,0.5073,2.83,0.1925,0.05,0.3422,0.6097,0.38,0.2675,0.25
10,,Home Batter 1,718160,665923,2.5917,0.2566,0.0296,0.3004,0.6745,0.4185,0.3741,0.4056,4.35,0.2628,0.1,0.3003,0.7158,0.66,0.4155,0.96
11,,Home Batter 2,718160,676116,1.9278,0.1873,0.0417,0.3269,0.6225,0.1833,0.2956,0.8361,2.61,0.1442,0.01,0.2912,0.5878,0.27,0.2967,0.95
12,,Home Batter 3,718160,667670,2.5167,0.226,0.1527,0.3593,0.761,0.4389,0.4017,0.814,3.64,0.2212,0.17,0.3063,0.733,0.55,0.4267,1.22
13,,Home Batter 4,718160,668709,2.414,0.1994,0.0317,0.2867,0.5839,0.0901,0.2972,0.8627,3.22,0.304,0.24,0.3407,0.8777,0.24,0.537,0.78
14,,Home Batter 6,718160,657656,3.2095,0.2259,0.1136,0.2942,0.6887,0.3615,0.3945,0.9072,3.81,0.2542,0.08,0.2618,0.686,0.17,0.4242,1.11
15,,Home Batter 7,718160,607054,2.6867,0.2065,0.0783,0.3203,0.6695,0.3631,0.3492,0.7845,3.04,0.3025,0.09,0.3825,0.7525,0.26,0.37,0.97
16,,Home Batter 8,718160,672478,2.2888,0.3555,0.0606,0.3572,0.9834,0.3845,0.6262,0.4972,3.24,0.2167,0.24,0.2167,0.6233,0.39,0.4067,0.65
17,,Home Batter 9,718160,669397,2.1866,0.1969,0.0078,0.2665,0.5538,0.1309,0.2873,0.4508,2.97,0.1587,0.0,0.2003,0.3757,0.06,0.1753,0.67
