,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717836,607043,3.6386,0.255,0.0719,0.3521,0.7306,0.3568,0.3784,0.7632,3.9,0.217,0.13,0.3233,0.7367,0.57,0.4133,1.41
1,,Away Batter 2,717836,682626,2.463,0.1605,0.1111,0.2006,0.5293,0.1852,0.3287,0.7963,3.55,0.2103,0.55,0.2273,0.8387,1.01,0.6113,1.01
2,,Away Batter 3,717836,502054,2.9062,0.1795,0.0853,0.2851,0.5618,0.2878,0.2767,0.8368,2.47,0.255,0.29,0.3303,0.9853,1.0,0.655,0.77
3,,Away Batter 4,717836,596019,3.6667,0.2469,0.1678,0.3146,0.7572,0.668,0.4427,0.8304,3.77,0.2085,0.25,0.288,0.7532,0.5,0.4652,0.96
4,,Away Batter 5,717836,516782,3.4496,0.2754,0.075,0.309,0.7256,0.3667,0.4166,0.7232,3.69,0.2915,0.09,0.3048,0.7197,0.37,0.4148,0.82
5,,Away Batter 6,717836,643446,3.4569,0.2713,0.0431,0.3287,0.683,0.3502,0.3543,0.3721,3.79,0.2525,0.0,0.3155,0.588,0.08,0.2725,0.46
6,,Away Batter 7,717836,592192,3.3012,0.2249,0.0693,0.2857,0.6266,0.3312,0.341,0.6974,2.46,0.2333,0.16,0.34,0.7733,0.48,0.4333,0.48
7,,Away Batter 8,717836,500871,3.2665,0.1866,0.1257,0.2627,0.6611,0.4278,0.3984,0.7462,2.7,0.251,0.0,0.2927,0.5617,0.27,0.269,0.35
8,,Away Batter 9,717836,668901,2.1599,0.23,0.0718,0.3353,0.7086,0.3825,0.3733,0.8155,2.82,0.1242,0.03,0.1302,0.2768,0.19,0.1467,1.03
9,,Home Batter 1,717836,672779,2.3081,0.2066,0.0292,0.2838,0.6096,0.1792,0.3258,0.4819,2.93,0.3082,0.06,0.3098,0.7538,0.14,0.444,0.61
10,,Home Batter 2,717836,668804,3.5407,0.2629,0.1424,0.316,0.7812,0.4819,0.4652,0.8013,3.74,0.255,0.05,0.3625,0.7415,0.75,0.379,0.96
11,,Home Batter 3,717836,457705,3.3116,0.2428,0.1563,0.3519,0.7504,0.4634,0.3985,0.8742,3.2,0.2347,0.05,0.437,0.7317,0.33,0.2947,0.59
12,,Home Batter 4,717836,467793,3.2774,0.2019,0.0786,0.3079,0.6282,0.4394,0.3203,0.6599,3.54,0.1572,0.07,0.2952,0.5233,0.4,0.2282,0.82
13,,Home Batter 5,717836,669261,2.5892,0.3531,0.125,0.4451,1.1717,0.3848,0.7267,1.0012,2.95,0.1492,0.24,0.233,0.5472,0.52,0.3142,1.3
14,,Home Batter 6,717836,663647,3.637,0.2573,0.078,0.3041,0.7231,0.4188,0.419,0.6847,4.17,0.3407,0.22,0.344,0.9713,0.62,0.6273,0.89
15,,Home Batter 7,717836,678225,2.4628,0.209,0.0222,0.2517,0.511,0.2374,0.2592,0.6043,2.99,0.28,0.0,0.325,0.6642,0.2,0.3392,0.71
16,,Home Batter 8,717836,641943,1.0823,0.0778,0.0191,0.0917,0.2232,0.0826,0.1315,0.1759,2.35,0.1933,0.09,0.3058,0.6692,0.35,0.3633,0.41
17,,Home Batter 9,717836,595978,2.6945,0.1457,0.033,0.1958,0.3978,0.1924,0.202,0.7972,3.11,0.2308,0.0,0.2542,0.5258,0.25,0.2717,0.57
