,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717831,665923,2.8276,0.2609,0.0308,0.2989,0.684,0.4185,0.3851,0.4853,4.2,0.1938,0.0,0.213,0.4273,0.25,0.2143,0.63
1,,Away Batter 2,717831,676116,2.0329,0.1909,0.0483,0.3243,0.6385,0.2473,0.3142,0.8428,3.42,0.325,0.23,0.445,1.04,0.68,0.595,1.46
2,,Away Batter 3,717831,664913,2.9961,0.2111,0.1105,0.275,0.628,0.3439,0.353,0.792,3.14,0.1833,0.07,0.2753,0.6095,0.47,0.3342,1.53
3,,Away Batter 4,717831,657656,3.4544,0.2227,0.1286,0.2774,0.6693,0.3569,0.3919,1.0183,3.39,0.3557,0.0,0.4317,0.8298,0.43,0.3982,0.79
4,,Away Batter 5,717831,607054,2.7744,0.2238,0.0842,0.328,0.6828,0.328,0.3549,0.8079,3.2,0.2633,0.22,0.332,0.7573,0.86,0.4253,0.66
5,,Away Batter 6,717831,681146,1.5843,0.0318,0.003,0.05,0.0878,0.0208,0.0378,0.3175,2.77,0.2667,0.05,0.332,0.6762,0.34,0.3442,0.48
6,,Away Batter 7,717831,668709,2.7207,0.2174,0.1384,0.3119,0.7042,0.1967,0.3923,0.866,2.93,0.1942,0.0,0.2905,0.5705,0.12,0.28,0.39
7,,Away Batter 8,717831,669127,3.0337,0.2031,0.1558,0.2507,0.6806,0.4269,0.4299,0.9972,3.25,0.2065,0.11,0.338,0.667,0.37,0.329,0.97
8,,Away Batter 9,717831,675656,2.3808,0.2286,0.0631,0.3017,0.6538,0.4083,0.3521,0.8269,2.71,0.2055,0.14,0.2255,0.7685,0.16,0.543,0.89
9,,Home Batter 1,717831,680911,2.7719,0.291,0.0836,0.3296,0.7832,0.2892,0.4536,0.4935,3.82,0.2438,0.01,0.2797,0.5455,0.52,0.2658,0.69
10,,Home Batter 2,717831,642715,3.5493,0.2316,0.169,0.3063,0.7119,0.5279,0.4055,1.0605,3.66,0.1763,0.27,0.293,0.7027,0.4,0.4097,1.45
11,,Home Batter 3,717831,661388,3.2438,0.2407,0.1227,0.3331,0.7289,0.4277,0.3959,0.8076,3.46,0.288,0.22,0.3913,0.9188,0.4,0.5275,0.9
12,,Home Batter 4,717831,592885,3.5213,0.2451,0.1428,0.3276,0.7328,0.4651,0.4052,0.921,3.55,0.2695,0.0,0.3985,0.7672,0.08,0.3687,1.11
13,,Home Batter 5,717831,686894,2.1312,0.1488,0.0729,0.1976,0.4635,0.2208,0.266,0.6417,3.46,0.3867,0.3,0.4463,1.2155,0.89,0.7692,0.92
14,,Home Batter 6,717831,605119,3.1927,0.2464,0.1374,0.3333,0.7717,0.4196,0.4385,0.9888,3.67,0.215,0.02,0.3277,0.5902,0.35,0.2625,1.31
15,,Home Batter 7,717831,663368,1.5417,0.1366,0.0417,0.2639,0.5255,0.1944,0.2616,0.3889,1.82,0.0717,0.09,0.1267,0.2658,0.48,0.1392,0.58
16,,Home Batter 8,717831,655316,1.7083,0.1048,0.0606,0.1755,0.4621,0.2235,0.2866,0.447,2.44,0.2432,0.09,0.352,0.9092,0.44,0.5572,0.48
17,,Home Batter 9,717831,649966,3.36,0.2504,0.1372,0.3303,0.7659,0.4255,0.4357,0.7892,2.73,0.0742,0.04,0.2567,0.3875,0.17,0.1308,0.74
