,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717938,666397,2.0,0.2162,0.2424,0.403,0.8222,0.4242,0.4192,0.6061,3.23,0.1982,0.21,0.2915,0.6897,0.47,0.3982,1.34
1,,Away Batter 2,717938,456781,2.9518,0.2303,0.038,0.2778,0.5902,0.2351,0.3124,0.5408,2.55,0.2392,0.0,0.305,0.5775,0.0,0.2725,0.73
2,,Away Batter 3,717938,666135,2.5814,0.3026,0.219,0.4098,0.9734,0.4268,0.5636,0.5576,2.89,0.2972,0.06,0.4072,0.776,0.25,0.3689,1.05
3,,Away Batter 4,717938,571657,2.9387,0.2886,0.1696,0.3212,0.8738,0.5478,0.5526,0.7083,3.58,0.2465,0.04,0.2825,0.563,0.3,0.2805,1.28
4,,Away Batter 5,717938,608336,2.8173,0.1958,0.1828,0.3058,0.7517,0.397,0.4459,1.1827,3.12,0.1508,0.14,0.3715,0.6248,0.19,0.2533,1.78
5,,Away Batter 6,717938,680777,2.9228,0.2572,0.1552,0.3302,0.8855,0.3576,0.5553,1.0169,2.6,0.1903,0.21,0.2428,0.6535,0.39,0.4107,0.72
6,,Away Batter 7,717938,596146,3.1171,0.2558,0.1267,0.3065,0.7525,0.3521,0.446,0.6095,3.82,0.1118,0.23,0.1672,0.4635,0.46,0.2963,0.98
7,,Away Batter 8,717938,650489,2.4606,0.1965,0.0906,0.2396,0.6091,0.3434,0.3694,0.7992,3.8,0.3515,0.25,0.3515,0.938,0.45,0.5865,1.31
8,,Away Batter 9,717938,572191,2.9113,0.242,0.0959,0.2887,0.6626,0.3481,0.3739,0.9287,3.15,0.1298,0.11,0.1823,0.4962,0.26,0.3138,1.52
9,,Home Batter 1,717938,643289,3.1116,0.2322,0.0204,0.276,0.5818,0.2154,0.3058,0.4503,3.38,0.2523,0.09,0.3598,0.7322,0.19,0.3723,0.72
10,,Home Batter 2,717938,665161,3.3855,0.2487,0.1744,0.2791,0.7585,0.5629,0.4794,0.8678,3.73,0.23,0.19,0.297,0.802,0.41,0.505,0.82
11,,Home Batter 3,717938,670541,3.6366,0.2743,0.2506,0.3654,0.897,0.9217,0.5316,0.9731,3.45,0.2092,0.39,0.3685,0.8927,0.73,0.5242,0.96
12,,Home Batter 4,717938,608324,3.576,0.2284,0.0956,0.3176,0.6768,0.4191,0.3592,0.4503,4.12,0.3283,0.18,0.3653,0.8812,0.87,0.5158,0.64
13,,Home Batter 5,717938,663656,3.4876,0.2695,0.155,0.3579,0.804,0.6409,0.446,0.6067,3.62,0.2608,0.05,0.3258,0.7075,0.37,0.3817,0.5
14,,Home Batter 6,717938,547989,3.6321,0.2449,0.0712,0.2973,0.674,0.5113,0.3766,0.7895,3.36,0.1805,0.1,0.283,0.5452,0.39,0.2622,0.8
15,,Home Batter 7,717938,676801,2.7915,0.2374,0.09,0.3613,0.7471,0.3892,0.3859,0.899,3.04,0.1667,0.23,0.2427,0.6993,0.45,0.4567,1.09
16,,Home Batter 8,717938,676694,2.839,0.2169,0.0506,0.2552,0.5628,0.3006,0.3076,0.8592,3.43,0.2617,0.18,0.2975,0.7842,0.62,0.4867,1.12
17,,Home Batter 9,717938,455117,2.829,0.1439,0.0533,0.2446,0.4545,0.2548,0.2099,0.9681,3.17,0.2817,0.11,0.35,0.7767,0.17,0.4267,1.11
