,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718012,457705,3.2607,0.2352,0.1684,0.3371,0.7376,0.4758,0.4005,0.8157,3.91,0.3207,0.05,0.403,0.8103,0.22,0.4073,0.88
1,,Away Batter 2,718012,668804,3.4711,0.2706,0.1479,0.3225,0.8069,0.4968,0.4844,0.7819,3.84,0.2063,0.08,0.2875,0.6107,0.43,0.3232,0.69
2,,Away Batter 3,718012,656582,3.1278,0.2502,0.1167,0.338,0.7829,0.3776,0.445,0.8588,2.68,0.1937,0.06,0.3053,0.5515,0.27,0.2462,0.94
3,,Away Batter 4,718012,467793,3.275,0.2061,0.0843,0.3087,0.6399,0.458,0.3312,0.6508,3.49,0.1952,0.0,0.323,0.5775,0.25,0.2545,0.8
4,,Away Batter 5,718012,669261,2.5528,0.3501,0.1341,0.4466,1.1824,0.406,0.7358,1.0255,3.39,0.1758,0.01,0.263,0.4963,0.34,0.2333,1.2
5,,Away Batter 6,718012,663647,3.5866,0.257,0.0914,0.3017,0.7314,0.3894,0.4297,0.6485,3.85,0.1947,0.0,0.2315,0.5465,0.57,0.315,0.68
6,,Away Batter 7,718012,672779,2.2033,0.1847,0.0134,0.2764,0.5543,0.195,0.278,0.4343,2.69,0.2892,0.16,0.3152,0.8827,0.69,0.5675,0.31
7,,Away Batter 8,718012,678225,2.4526,0.2056,0.0272,0.246,0.494,0.2315,0.248,0.5755,2.91,0.2968,0.0,0.3305,0.7248,0.23,0.3943,0.87
8,,Away Batter 9,718012,595978,2.6865,0.1515,0.033,0.1887,0.3938,0.1898,0.2051,0.7496,3.01,0.1633,0.0,0.1983,0.4042,0.28,0.2058,0.75
9,,Home Batter 1,718012,641487,3.0865,0.2243,0.0307,0.3477,0.6486,0.3374,0.3008,0.6349,4.04,0.2345,0.1,0.279,0.6435,0.44,0.3645,0.81
10,,Home Batter 2,718012,664034,3.5178,0.2638,0.0837,0.3263,0.7315,0.4415,0.4051,0.5353,4.13,0.2807,0.36,0.298,0.9167,0.5,0.6187,0.68
11,,Home Batter 3,718012,677594,3.4409,0.26,0.1705,0.3339,0.8034,0.4676,0.4695,1.0115,4.01,0.2795,0.03,0.3525,0.7575,0.44,0.405,1.05
12,,Home Batter 4,718012,672284,3.2534,0.2613,0.1903,0.3186,0.8371,0.4693,0.5185,1.0105,3.81,0.2397,0.22,0.298,0.7327,0.54,0.4347,1.44
13,,Home Batter 5,718012,553993,3.4936,0.2362,0.1424,0.322,0.735,0.5176,0.413,1.1417,3.36,0.171,0.13,0.3328,0.6013,0.81,0.2685,1.28
14,,Home Batter 6,718012,663728,3.2163,0.2094,0.145,0.2837,0.7033,0.5892,0.4196,1.0753,3.39,0.244,0.12,0.2987,0.6663,0.44,0.3677,0.67
15,,Home Batter 7,718012,606192,3.6896,0.2455,0.1939,0.2787,0.7273,0.5921,0.4486,1.2254,3.72,0.2743,0.15,0.2938,0.7107,0.55,0.4168,1.34
16,,Home Batter 8,718012,666211,2.5237,0.1566,0.1423,0.2473,0.6128,0.3087,0.3655,0.9935,2.38,0.1242,0.14,0.2273,0.554,0.45,0.3267,1.01
17,,Home Batter 9,718012,543939,3.0963,0.2329,0.0402,0.2944,0.6022,0.2578,0.3078,0.6911,2.57,0.1217,0.0,0.1242,0.2875,0.23,0.1633,0.52
