,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718348,607043,3.1582,0.2162,0.0334,0.3817,0.71,0.4067,0.3283,0.4515,4.06,0.2702,0.12,0.309,0.7242,0.31,0.4152,1.24
1,,Away Batter 2,718348,516782,3.2678,0.3364,0.0966,0.3693,0.9348,0.3635,0.5656,0.6104,3.74,0.1808,0.0,0.2242,0.4117,0.34,0.1875,0.96
2,,Away Batter 3,718348,596019,3.3887,0.2708,0.2067,0.3606,0.8687,0.8016,0.5081,0.8191,3.72,0.1672,0.02,0.226,0.4917,0.51,0.2657,1.0
3,,Away Batter 4,718348,624413,3.4163,0.2727,0.337,0.3578,0.9485,0.7221,0.5908,0.7296,3.98,0.2005,0.25,0.2085,0.6055,1.01,0.397,1.37
4,,Away Batter 5,718348,502054,2.9584,0.2031,0.0691,0.2825,0.5716,0.2843,0.289,0.8255,2.13,0.0693,0.06,0.2002,0.3295,0.23,0.1293,0.68
5,,Away Batter 6,718348,643446,3.3108,0.2441,0.0192,0.3215,0.6418,0.3968,0.3203,0.358,3.57,0.359,0.17,0.4323,0.9793,0.34,0.547,0.18
6,,Away Batter 7,718348,592192,3.2486,0.225,0.0565,0.2887,0.6181,0.3324,0.3294,0.7757,2.98,0.242,0.02,0.2952,0.5892,0.29,0.294,0.54
7,,Away Batter 8,718348,683146,1.8632,0.3006,0.0509,0.3464,0.7269,0.2105,0.3805,0.5942,3.13,0.3177,0.2,0.3802,0.9105,0.32,0.5303,0.96
8,,Away Batter 9,718348,621512,2.826,0.3109,0.1529,0.3286,0.8753,0.3169,0.5466,0.6035,2.64,0.0925,0.0,0.1158,0.2083,0.04,0.0925,0.71
9,,Home Batter 1,718348,663837,2.9055,0.2331,0.1075,0.2668,0.6339,0.3012,0.3671,0.5997,3.01,0.276,0.0,0.356,0.7387,0.42,0.3827,0.91
10,,Home Batter 2,718348,595879,3.4324,0.1661,0.0532,0.194,0.4394,0.3516,0.2454,0.7894,3.73,0.2922,0.0,0.3015,0.6643,0.6,0.3628,0.98
11,,Home Batter 3,718348,682985,3.0041,0.2896,0.115,0.3415,0.8267,0.4642,0.4852,0.9568,3.92,0.2085,0.06,0.2645,0.518,0.24,0.2535,1.2
12,,Home Batter 4,718348,606992,2.874,0.2514,0.1442,0.29,0.7645,0.5151,0.4745,0.9468,2.78,0.2933,0.0,0.3283,0.6658,0.2,0.3375,0.84
13,,Home Batter 5,718348,679529,2.9072,0.2123,0.0533,0.2521,0.5586,0.2913,0.3065,0.8216,3.46,0.1542,0.05,0.2928,0.5137,0.25,0.2208,0.81
14,,Home Batter 6,718348,570731,3.1015,0.2172,0.0856,0.284,0.6278,0.1809,0.3438,1.0859,2.69,0.3083,0.0,0.3383,0.74,0.0,0.4017,0.7
15,,Home Batter 7,718348,628451,2.8967,0.2379,0.0732,0.2885,0.6605,0.2661,0.372,0.4523,2.47,0.1827,0.0,0.201,0.3923,0.01,0.1913,0.83
16,,Home Batter 8,718348,668670,2.3736,0.2509,0.2008,0.2775,0.8355,0.351,0.558,0.8065,2.52,0.165,0.12,0.3358,0.6433,0.37,0.3075,1.08
17,,Home Batter 9,718348,670097,1.7502,0.2434,0.2078,0.4171,0.9265,0.2937,0.5094,0.6832,2.5,0.2892,0.11,0.3992,0.7908,0.11,0.3917,1.08
