,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718064,665487,3.5862,0.2823,0.1909,0.3469,0.8693,0.5341,0.5224,0.9153,3.97,0.2703,0.28,0.3245,0.8653,0.39,0.5408,0.55
1,,Away Batter 2,718064,673490,3.0857,0.2202,0.0755,0.2883,0.6285,0.3523,0.3402,0.7589,3.57,0.2433,0.07,0.2628,0.6187,0.38,0.3558,1.07
2,,Away Batter 3,718064,665742,3.3447,0.2755,0.1678,0.4176,0.9079,0.6025,0.4903,0.8512,3.56,0.2602,0.23,0.3805,0.944,0.28,0.5635,0.86
3,,Away Batter 4,718064,593428,3.5369,0.2736,0.1395,0.3541,0.7976,0.4442,0.4435,0.646,3.58,0.195,0.0,0.2855,0.5255,0.13,0.24,0.84
4,,Away Batter 5,718064,630105,3.4025,0.2778,0.1047,0.347,0.8342,0.4518,0.4872,0.6929,3.53,0.135,0.09,0.2615,0.5315,0.18,0.27,1.25
5,,Away Batter 6,718064,443558,3.2536,0.2409,0.1138,0.2712,0.6455,0.4766,0.3743,0.8711,2.45,0.1508,0.01,0.2808,0.4483,0.04,0.1675,1.05
6,,Away Batter 7,718064,641525,2.3584,0.1509,0.0195,0.2775,0.5139,0.187,0.2363,0.8326,2.34,0.1767,0.0,0.2033,0.38,0.09,0.1767,1.11
7,,Away Batter 8,718064,663757,3.1736,0.2185,0.1512,0.3195,0.7598,0.4751,0.4403,0.9646,2.77,0.0493,0.0,0.1252,0.2012,0.0,0.076,1.13
8,,Away Batter 9,718064,543592,2.8736,0.2129,0.035,0.3372,0.6364,0.2518,0.2993,0.5475,2.38,0.1225,0.05,0.2323,0.3923,0.22,0.16,0.76
9,,Home Batter 1,718064,657041,3.3206,0.2365,0.0775,0.3101,0.6723,0.3371,0.3622,0.9595,4.12,0.3433,0.24,0.3755,0.9718,0.59,0.5963,1.27
10,,Home Batter 2,718064,671277,3.4198,0.258,0.0842,0.2977,0.6931,0.462,0.3954,0.4907,3.89,0.2175,0.02,0.274,0.5225,0.15,0.2485,0.86
11,,Home Batter 3,718064,600869,3.6457,0.2395,0.0908,0.2806,0.6417,0.3912,0.361,0.8392,3.71,0.4627,0.2,0.5032,1.3275,0.48,0.8243,0.44
12,,Home Batter 4,718064,608841,3.2708,0.2152,0.0545,0.2412,0.5467,0.2962,0.3056,0.6814,3.94,0.3873,0.04,0.4278,0.9307,0.9,0.5028,1.0
13,,Home Batter 5,718064,572816,2.7874,0.2587,0.0166,0.3235,0.6788,0.2432,0.3553,0.4852,2.63,0.1667,0.09,0.205,0.4892,0.42,0.2842,0.64
14,,Home Batter 6,718064,660688,3.2685,0.2459,0.053,0.3066,0.6651,0.3135,0.3585,0.3194,3.32,0.2533,0.15,0.3058,0.8258,0.59,0.52,0.29
15,,Home Batter 7,718064,642086,3.2337,0.238,0.0772,0.3026,0.6364,0.3027,0.3338,0.7537,3.28,0.25,0.0,0.3593,0.6393,0.56,0.28,0.58
16,,Home Batter 8,718064,669743,2.6396,0.1889,0.0673,0.2672,0.542,0.2958,0.2748,0.6012,3.41,0.144,0.0,0.2423,0.4605,0.14,0.2182,0.96
17,,Home Batter 9,718064,682928,3.0065,0.2495,0.051,0.29,0.6589,0.3655,0.3689,0.7373,3.43,0.1833,0.08,0.1833,0.5142,0.45,0.3308,0.98
