,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717903,670156,2.0651,0.2524,0.027,0.3321,0.65,0.2651,0.3179,0.5452,2.11,0.075,0.0,0.1995,0.2995,0.0,0.1,0.85
1,,Away Batter 2,717903,663538,3.7154,0.2847,0.0547,0.325,0.7235,0.4174,0.3985,0.4486,3.81,0.2292,0.16,0.3087,0.6678,0.37,0.3592,0.55
2,,Away Batter 3,717903,664023,3.3146,0.2877,0.1062,0.3923,0.8419,0.4766,0.4497,0.9241,3.56,0.195,0.0,0.2583,0.5267,0.41,0.2683,1.46
3,,Away Batter 4,717903,673548,2.9929,0.2216,0.0697,0.2754,0.6124,0.3573,0.337,0.7871,3.38,0.3158,0.14,0.4235,0.9202,0.26,0.4967,1.15
4,,Away Batter 5,717903,621020,3.5489,0.2365,0.1081,0.3399,0.7341,0.3964,0.3942,1.0277,3.76,0.3145,0.23,0.3585,0.9092,0.56,0.5507,0.81
5,,Away Batter 6,717903,643565,2.0884,0.2162,0.0715,0.3948,0.7805,0.2735,0.3857,0.6875,2.64,0.3092,0.0,0.47,0.8025,0.36,0.3325,0.64
6,,Away Batter 7,717903,621458,2.5122,0.1986,0.2058,0.267,0.7679,0.4348,0.501,0.8727,1.44,0.0983,0.04,0.1917,0.415,0.08,0.2233,0.78
7,,Away Batter 8,717903,670223,1.7647,0.1013,0.0,0.1582,0.2889,0.1176,0.1307,0.7059,2.85,0.1267,0.13,0.2425,0.4917,0.31,0.2492,1.01
8,,Away Batter 9,717903,571466,2.5924,0.202,0.0098,0.2484,0.4716,0.2185,0.2233,0.6069,2.19,0.0767,0.0,0.2283,0.315,0.08,0.0867,0.65
9,,Home Batter 1,717903,593428,3.5716,0.2627,0.1219,0.3425,0.7662,0.4211,0.4237,0.6824,4.04,0.2335,0.06,0.2628,0.5598,0.44,0.297,1.1
10,,Home Batter 2,717903,665487,3.7027,0.2975,0.2184,0.357,0.9123,0.5579,0.5553,0.9178,4.08,0.212,0.23,0.2845,0.7275,0.89,0.443,1.06
11,,Home Batter 3,717903,665742,3.3942,0.2814,0.1731,0.4184,0.9281,0.553,0.5097,0.7983,2.83,0.2303,0.17,0.363,0.7373,0.43,0.3743,1.12
12,,Home Batter 4,717903,592518,3.6109,0.2592,0.1179,0.3005,0.703,0.4699,0.4024,0.8399,3.69,0.1403,0.09,0.1773,0.4092,0.55,0.2318,0.72
13,,Home Batter 5,717903,596142,3.2411,0.191,0.1552,0.2682,0.6424,0.4451,0.3742,1.0419,3.16,0.1747,0.28,0.2265,0.6463,0.79,0.4198,1.23
14,,Home Batter 6,717903,630105,3.3838,0.2564,0.0932,0.3441,0.7837,0.4034,0.4396,0.7185,3.75,0.17,0.16,0.2215,0.5815,0.33,0.36,1.55
15,,Home Batter 7,717903,673490,3.1146,0.2181,0.0797,0.2856,0.6272,0.3662,0.3416,0.8124,2.6,0.237,0.07,0.3408,0.6878,0.27,0.347,0.64
16,,Home Batter 8,717903,641525,2.3301,0.1934,0.0195,0.3075,0.5721,0.2193,0.2646,0.9498,2.68,0.2617,0.08,0.2617,0.6933,0.32,0.4317,0.79
17,,Home Batter 9,717903,663757,3.1616,0.2074,0.132,0.3059,0.7106,0.4176,0.4047,0.9924,2.76,0.1467,0.07,0.257,0.5203,0.14,0.2633,0.81
