,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718178,663697,3.336,0.2719,0.0757,0.3547,0.7753,0.4215,0.4207,0.6216,3.74,0.3673,0.15,0.3943,1.0025,0.49,0.6082,1.07
1,,Away Batter 2,718178,669222,3.1849,0.1607,0.0208,0.2147,0.4277,0.2494,0.2131,0.8009,3.71,0.2552,0.12,0.2862,0.7235,0.53,0.4373,0.77
2,,Away Batter 3,718178,668715,2.7418,0.2436,0.097,0.3285,0.7738,0.3666,0.4453,0.7796,3.99,0.218,0.24,0.283,0.7575,0.54,0.4745,0.94
3,,Away Batter 4,718178,663886,3.2137,0.2653,0.0416,0.3287,0.685,0.4523,0.3563,0.8823,3.68,0.2222,0.19,0.338,0.6815,0.3,0.3435,1.13
4,,Away Batter 5,718178,656413,1.8012,0.1933,0.0534,0.2834,0.6372,0.2153,0.3537,0.6643,2.48,0.2558,0.0,0.3622,0.7588,0.25,0.3967,0.78
5,,Away Batter 6,718178,592656,2.3124,0.3926,0.1137,0.4336,1.1367,0.5294,0.7031,0.3005,3.51,0.1942,0.0,0.2738,0.513,0.18,0.2392,1.09
6,,Away Batter 7,718178,571976,3.2725,0.2396,0.0622,0.3015,0.6317,0.3792,0.3301,1.1285,3.31,0.1247,0.11,0.138,0.3442,0.14,0.2062,1.63
7,,Away Batter 8,718178,621028,3.2156,0.2317,0.0606,0.2773,0.6069,0.3488,0.3296,0.4883,3.35,0.2108,0.0,0.2358,0.4467,0.36,0.2108,0.09
8,,Away Batter 9,718178,571912,2.3512,0.2035,0.079,0.3104,0.6777,0.1997,0.3672,0.8473,2.07,0.3442,0.09,0.3842,1.0583,0.09,0.6742,0.74
9,,Home Batter 1,718178,542932,2.8322,0.2299,0.0529,0.3534,0.6749,0.2941,0.3215,0.6985,3.4,0.2838,0.01,0.3272,0.6593,0.05,0.3322,0.73
10,,Home Batter 2,718178,643265,3.2207,0.286,0.1379,0.321,0.7582,0.5391,0.4372,0.8836,3.75,0.214,0.0,0.2295,0.4635,0.39,0.234,1.4
11,,Home Batter 3,718178,650333,3.4103,0.3475,0.0319,0.3933,0.817,0.2931,0.4237,0.259,3.92,0.2567,0.0,0.2972,0.5945,0.34,0.2973,0.34
12,,Home Batter 4,718178,624585,3.282,0.2269,0.1621,0.3069,0.7689,0.3592,0.462,0.8799,3.87,0.307,0.32,0.359,0.929,0.79,0.57,1.3
13,,Home Batter 5,718178,650559,3.0539,0.2668,0.0814,0.3204,0.7503,0.3204,0.4299,0.8036,3.43,0.2592,0.12,0.2752,0.6818,0.32,0.4067,0.96
14,,Home Batter 6,718178,516416,3.3162,0.248,0.031,0.2902,0.6031,0.209,0.3129,0.5726,3.19,0.143,0.0,0.2758,0.4497,0.08,0.1738,0.78
15,,Home Batter 7,718178,680814,1.6065,0.3626,0.0185,0.5732,0.9575,0.3843,0.3843,0.287,2.14,0.1525,0.12,0.2105,0.5105,0.26,0.3,0.85
16,,Home Batter 8,718178,663743,2.4534,0.1885,0.097,0.2524,0.5349,0.2755,0.2825,0.5378,3.16,0.2142,0.0,0.2658,0.48,0.18,0.2142,0.56
17,,Home Batter 9,718178,641658,2.402,0.1694,0.0415,0.2056,0.4879,0.1758,0.2823,0.6975,2.36,0.2825,0.0,0.2925,0.7517,0.28,0.4592,0.51
