,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718410,665862,3.2203,0.2437,0.168,0.3021,0.7305,0.3281,0.4284,1.1667,4.01,0.1967,0.3,0.2288,0.6635,0.54,0.4347,1.62
1,,Away Batter 2,718410,643265,3.2015,0.2774,0.1187,0.3063,0.7209,0.5156,0.4145,0.9029,3.85,0.2325,0.04,0.2595,0.5235,0.36,0.264,1.4
2,,Away Batter 3,718410,650333,3.2182,0.2974,0.0111,0.3384,0.6747,0.1797,0.3363,0.3354,3.83,0.4125,0.05,0.4565,0.9785,0.48,0.522,0.06
3,,Away Batter 4,718410,650559,2.7626,0.2396,0.0568,0.301,0.6793,0.2486,0.3784,0.7537,3.94,0.3015,0.1,0.34,0.8305,0.33,0.4905,1.28
4,,Away Batter 5,718410,660821,2.751,0.2259,0.0573,0.2877,0.6455,0.2451,0.3578,0.8918,1.77,0.235,0.12,0.3155,0.6805,0.12,0.365,0.57
5,,Away Batter 6,718410,516416,3.2151,0.2832,0.031,0.324,0.6767,0.2234,0.3527,0.6967,3.17,0.1643,0.0,0.1743,0.3612,0.06,0.1868,0.2
6,,Away Batter 7,718410,493329,3.3784,0.1479,0.0294,0.1655,0.3576,0.155,0.1921,0.3249,3.38,0.3138,0.19,0.3478,0.8268,0.39,0.479,0.47
7,,Away Batter 8,718410,663743,2.354,0.2343,0.1175,0.3167,0.6603,0.3018,0.3436,0.298,2.5,0.0967,0.0,0.1692,0.2658,0.06,0.0967,0.82
8,,Away Batter 9,718410,641658,2.4622,0.1623,0.0168,0.2074,0.4482,0.0771,0.2408,0.6697,2.89,0.1992,0.07,0.2072,0.5905,0.31,0.3833,1.07
9,,Home Batter 1,718410,660670,3.5791,0.2965,0.1646,0.3921,0.8728,0.4198,0.4807,0.8839,3.88,0.3488,0.16,0.4585,1.0728,0.31,0.6143,0.58
10,,Home Batter 2,718410,621566,3.2713,0.3385,0.3409,0.4405,1.1877,0.9187,0.7473,0.8839,3.79,0.1715,0.25,0.3115,0.6935,0.58,0.382,1.72
11,,Home Batter 3,718410,663586,3.1352,0.3047,0.1886,0.3661,0.901,0.5066,0.5349,0.8511,3.77,0.2208,0.2,0.3028,0.7527,0.6,0.4498,1.15
12,,Home Batter 4,718410,645277,3.4343,0.2632,0.1668,0.3318,0.7824,0.6534,0.4506,0.6224,3.68,0.3142,0.45,0.3725,1.1033,1.36,0.7308,0.57
13,,Home Batter 5,718410,669221,2.9263,0.2591,0.0844,0.3677,0.7701,0.3447,0.4024,0.6681,3.77,0.277,0.39,0.3545,0.9823,0.72,0.6278,1.1
14,,Home Batter 6,718410,687093,2.2778,0.2364,0.0174,0.2707,0.5595,0.4826,0.2888,0.3056,3.67,0.3083,0.0,0.325,0.6525,0.59,0.3275,0.51
15,,Home Batter 7,718410,592696,2.9884,0.2616,0.1293,0.294,0.7719,0.3457,0.478,0.6416,3.29,0.1917,0.26,0.24,0.7417,0.48,0.5017,1.03
16,,Home Batter 8,718410,607680,2.7087,0.2224,0.1302,0.2543,0.6946,0.4524,0.4402,0.7156,3.3,0.1997,0.11,0.2288,0.5885,0.35,0.3597,1.0
17,,Home Batter 9,718410,644433,0.9231,0.141,0.0385,0.1795,0.359,0.1923,0.1795,0.1923,2.45,0.265,0.02,0.265,0.645,0.36,0.38,0.78
