,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717850,607043,3.615,0.2555,0.0734,0.3535,0.7354,0.366,0.3819,0.756,3.91,0.261,0.03,0.318,0.7437,0.13,0.4257,1.36
1,,Away Batter 2,717850,643446,3.4679,0.2657,0.0439,0.3226,0.6729,0.3463,0.3503,0.3681,3.35,0.2508,0.0,0.3077,0.581,0.1,0.2733,0.15
2,,Away Batter 3,717850,596019,3.6586,0.2468,0.1602,0.3159,0.7544,0.6722,0.4385,0.8274,3.86,0.1532,0.34,0.2165,0.6642,0.66,0.4477,1.05
3,,Away Batter 4,717850,624413,3.5445,0.2459,0.322,0.3253,0.8628,0.7866,0.5375,0.8313,3.87,0.2278,0.37,0.2553,0.8387,0.57,0.5833,0.53
4,,Away Batter 5,717850,683146,2.2076,0.2217,0.0731,0.2853,0.5991,0.2383,0.3138,0.6053,3.38,0.169,0.02,0.229,0.4525,0.38,0.2235,1.41
5,,Away Batter 6,717850,516782,3.4816,0.2727,0.0638,0.3069,0.7146,0.3493,0.4077,0.7405,3.39,0.2525,0.12,0.2752,0.6918,0.35,0.4167,0.71
6,,Away Batter 7,717850,596129,2.6802,0.2169,0.0683,0.3479,0.6869,0.3913,0.339,0.7833,2.54,0.0892,0.0,0.2,0.3167,0.11,0.1167,0.92
7,,Away Batter 8,717850,592192,3.3193,0.2303,0.0706,0.2923,0.6413,0.3384,0.349,0.7131,2.61,0.2857,0.18,0.4123,0.923,0.54,0.5107,0.62
8,,Away Batter 9,717850,682626,2.4749,0.1574,0.1144,0.1944,0.5142,0.1928,0.3197,0.7919,3.24,0.1942,0.28,0.205,0.6467,0.75,0.4417,0.67
9,,Home Batter 1,717850,660670,3.7061,0.3061,0.2122,0.3981,0.9307,0.5229,0.5325,0.8085,4.36,0.293,0.1,0.3235,0.7575,0.4,0.434,0.51
10,,Home Batter 2,717850,621566,3.4856,0.2722,0.3013,0.3828,0.9855,0.7785,0.6026,1.0823,3.59,0.2027,0.26,0.3655,0.7655,0.57,0.4,1.06
11,,Home Batter 3,717850,663586,3.5479,0.2765,0.1754,0.3374,0.8087,0.4934,0.4713,1.0071,3.87,0.313,0.17,0.329,0.8865,0.51,0.5575,0.88
12,,Home Batter 4,717850,669221,3.2762,0.2555,0.1892,0.3474,0.821,0.656,0.4736,0.8367,3.85,0.2988,0.09,0.3205,0.7543,0.53,0.4338,0.78
13,,Home Batter 5,717850,592696,3.2561,0.2431,0.1311,0.2816,0.7156,0.3927,0.434,0.7498,3.74,0.3112,0.32,0.3237,1.0083,0.89,0.6847,1.1
14,,Home Batter 6,717850,645277,3.6566,0.2578,0.1959,0.3114,0.7784,0.6746,0.467,0.6859,3.58,0.2385,0.32,0.3393,0.8588,0.7,0.5195,0.2
15,,Home Batter 7,717850,542303,3.4046,0.2185,0.1757,0.2988,0.702,0.5042,0.4032,0.8333,3.41,0.3493,0.16,0.3643,0.9153,0.58,0.551,0.69
16,,Home Batter 8,717850,606115,2.9731,0.3053,0.1414,0.3535,0.8579,0.5018,0.5043,0.6718,3.45,0.3155,0.0,0.3638,0.6793,0.12,0.3155,0.64
17,,Home Batter 9,717850,671739,2.806,0.2363,0.0876,0.3164,0.7323,0.3321,0.4159,0.6101,3.21,0.1158,0.05,0.17,0.3358,0.15,0.1658,1.36
