,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717962,681082,3.3251,0.2387,0.0676,0.2736,0.6201,0.2667,0.3465,0.7203,3.85,0.3758,0.2,0.416,1.1693,0.63,0.7533,0.78
1,,Away Batter 2,717962,607208,3.979,0.2917,0.1348,0.3294,0.7906,0.4208,0.4613,0.9392,4.41,0.18,0.09,0.215,0.524,0.47,0.309,0.89
2,,Away Batter 3,717962,592206,3.5724,0.287,0.1473,0.3488,0.8559,0.597,0.507,0.9739,4.04,0.2747,0.0,0.3342,0.7505,0.26,0.4163,1.11
3,,Away Batter 4,717962,656941,3.4771,0.2131,0.2377,0.3125,0.7758,0.4893,0.4634,1.2352,3.06,0.1367,0.3,0.3788,0.8655,0.69,0.4867,1.12
4,,Away Batter 5,717962,592663,3.5329,0.2698,0.1151,0.3104,0.7597,0.4836,0.4493,0.9429,3.17,0.1667,0.0,0.2507,0.4898,0.1,0.2392,0.91
5,,Away Batter 6,717962,664761,3.4476,0.2441,0.1071,0.3189,0.7035,0.5527,0.3847,0.6975,3.76,0.2923,0.15,0.3173,0.7847,0.69,0.4673,0.56
6,,Away Batter 7,717962,669016,2.9488,0.266,0.082,0.3671,0.8084,0.3624,0.4412,1.0863,3.21,0.1967,0.12,0.249,0.5357,0.62,0.2867,1.29
7,,Away Batter 8,717962,665019,2.167,0.2202,0.1076,0.2835,0.6794,0.3429,0.3959,0.5507,2.83,0.2883,0.11,0.3465,0.7798,0.42,0.4333,0.89
8,,Away Batter 9,717962,656495,1.8596,0.1871,0.0439,0.1952,0.4949,0.114,0.2997,0.4649,1.0,0.0717,0.0,0.2017,0.3,0.0,0.0983,0.3
9,,Home Batter 1,717962,607043,3.592,0.2671,0.0789,0.3741,0.7781,0.3684,0.4039,0.7457,4.15,0.3615,0.07,0.3855,1.039,0.3,0.6535,1.08
10,,Home Batter 2,717962,682626,2.3627,0.1536,0.0785,0.1897,0.4757,0.1705,0.2861,0.7554,3.68,0.3508,0.49,0.3817,1.1825,1.26,0.8008,0.67
11,,Home Batter 3,717962,596019,3.6251,0.2455,0.1739,0.3176,0.7643,0.709,0.4467,0.8409,4.35,0.2075,0.3,0.24,0.676,0.77,0.436,0.76
12,,Home Batter 4,717962,624413,3.5511,0.2512,0.3028,0.3297,0.8626,0.7316,0.533,0.8563,3.87,0.3123,0.48,0.344,1.1553,0.97,0.8113,0.49
13,,Home Batter 5,717962,668901,2.3107,0.224,0.0917,0.3106,0.6772,0.4083,0.3666,0.8571,2.47,0.1308,0.07,0.1528,0.3595,0.27,0.2067,0.56
14,,Home Batter 6,717962,516782,3.5287,0.2801,0.0676,0.3171,0.7443,0.3491,0.4272,0.7118,3.19,0.2377,0.07,0.2837,0.6538,0.58,0.3702,0.48
15,,Home Batter 7,717962,643446,3.4572,0.2592,0.0476,0.3204,0.6713,0.351,0.3509,0.3445,3.3,0.4132,0.0,0.4493,0.8625,0.16,0.4132,0.33
16,,Home Batter 8,717962,502054,2.8585,0.177,0.0748,0.2799,0.5445,0.2949,0.2646,0.8091,2.81,0.2492,0.01,0.2935,0.6627,0.63,0.3692,0.6
17,,Home Batter 9,717962,500871,3.2961,0.1515,0.0837,0.2341,0.4993,0.3809,0.2653,0.7709,2.36,0.2953,0.04,0.3637,0.799,0.26,0.4353,0.2
