,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718205,621493,3.4246,0.27,0.1593,0.3404,0.8046,0.4925,0.4642,0.8044,3.66,0.2525,0.06,0.3425,0.685,0.36,0.3425,0.9
1,,Away Batter 2,718205,545361,3.3656,0.302,0.2187,0.3841,0.9416,0.5757,0.5574,1.0294,4.06,0.2322,0.18,0.2602,0.6323,0.41,0.3722,1.35
2,,Away Batter 3,718205,660271,3.4949,0.2775,0.2151,0.3829,0.8889,0.5409,0.506,0.9568,3.93,0.3097,0.21,0.353,0.9212,0.79,0.5682,0.57
3,,Away Batter 4,718205,543685,2.9827,0.2936,0.0837,0.4034,0.8549,0.5941,0.4515,0.4821,3.5,0.3732,0.09,0.4712,0.9508,0.7,0.4797,0.6
4,,Away Batter 5,718205,592669,3.3415,0.2804,0.239,0.3442,0.9068,0.6512,0.5626,0.6539,3.9,0.2868,0.34,0.2898,0.9257,0.67,0.6358,1.08
5,,Away Batter 6,718205,592273,3.0183,0.2234,0.0914,0.266,0.6425,0.3775,0.3765,0.9438,3.84,0.2245,0.26,0.2325,0.816,0.56,0.5835,1.28
6,,Away Batter 7,718205,570482,3.4868,0.2882,0.0541,0.3236,0.7072,0.407,0.3836,0.6374,3.33,0.3482,0.0,0.3657,0.7138,0.08,0.3482,0.45
7,,Away Batter 8,718205,642136,2.0329,0.1723,0.0147,0.2806,0.4907,0.0539,0.2101,0.589,2.78,0.3665,0.04,0.4532,0.8897,0.49,0.4365,0.58
8,,Away Batter 9,718205,687263,1.4133,0.1276,0.0,0.1809,0.4018,0.08,0.2209,0.32,3.38,0.2115,0.11,0.267,0.5985,0.39,0.3315,0.7
9,,Home Batter 1,718205,680757,2.8052,0.2235,0.0064,0.2975,0.5646,0.3113,0.2672,0.3309,4.06,0.238,0.09,0.3023,0.6753,0.09,0.373,0.52
10,,Home Batter 2,718205,642708,3.6987,0.244,0.1096,0.2774,0.6699,0.4133,0.3925,0.7864,3.92,0.2398,0.0,0.291,0.5918,0.2,0.3008,1.53
11,,Home Batter 3,718205,608070,2.9069,0.2436,0.1095,0.2898,0.697,0.5001,0.4072,0.463,3.68,0.2458,0.1,0.3107,0.6515,0.35,0.3408,0.17
12,,Home Batter 4,718205,605137,3.3234,0.2409,0.1517,0.3328,0.7843,0.5328,0.4514,0.8177,3.13,0.2133,0.05,0.36,0.6167,0.35,0.2567,0.6
13,,Home Batter 5,718205,647304,3.1705,0.2261,0.1104,0.2865,0.6413,0.4918,0.3548,0.5983,3.57,0.1467,0.04,0.1635,0.4002,0.59,0.2367,0.83
14,,Home Batter 6,718205,672356,2.0802,0.2399,0.03,0.2756,0.5769,0.194,0.3013,0.7037,1.95,0.1833,0.0,0.2283,0.445,0.0,0.2167,0.95
15,,Home Batter 7,718205,665926,3.0435,0.2465,0.0589,0.3227,0.6979,0.2433,0.3752,0.5971,3.41,0.1167,0.05,0.1217,0.2942,0.21,0.1725,0.69
16,,Home Batter 8,718205,664702,3.0501,0.2781,0.0207,0.3409,0.7156,0.2441,0.3746,0.557,3.05,0.1392,0.0,0.2275,0.3867,0.13,0.1592,0.86
17,,Home Batter 9,718205,595956,2.1017,0.1919,0.0143,0.2381,0.5132,0.1878,0.2751,0.6314,2.69,0.0383,0.0,0.0717,0.1233,0.08,0.0517,0.69
