,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718055,607043,3.5617,0.2607,0.0861,0.3706,0.7819,0.3892,0.4113,0.7322,4.17,0.1987,0.11,0.2303,0.495,0.3,0.2647,0.89
1,,Away Batter 2,718055,500871,3.2499,0.1478,0.0868,0.2348,0.4961,0.35,0.2613,0.774,2.32,0.328,0.09,0.4143,0.9683,0.27,0.554,0.35
2,,Away Batter 3,718055,596019,3.5594,0.2439,0.1745,0.3166,0.7676,0.6872,0.451,0.8744,4.19,0.2615,0.15,0.292,0.7147,0.51,0.4227,0.79
3,,Away Batter 4,718055,624413,3.5816,0.2543,0.3028,0.3194,0.8523,0.7534,0.5329,0.8755,3.63,0.1772,0.43,0.2725,0.7837,1.0,0.5112,0.6
4,,Away Batter 5,718055,668901,2.235,0.2278,0.1295,0.3191,0.7233,0.4576,0.4041,0.7549,2.34,0.1683,0.1,0.2215,0.524,0.46,0.3025,0.65
5,,Away Batter 6,718055,516782,3.4845,0.2867,0.072,0.3268,0.7744,0.3773,0.4475,0.7126,2.87,0.24,0.11,0.24,0.5625,0.36,0.3225,0.7
6,,Away Batter 7,718055,683146,2.128,0.2556,0.0716,0.3142,0.6583,0.224,0.3441,0.6293,2.95,0.1952,0.18,0.2762,0.6363,0.41,0.3602,0.77
7,,Away Batter 8,718055,502054,2.8675,0.1861,0.078,0.2856,0.563,0.3092,0.2774,0.772,2.29,0.1867,0.04,0.2592,0.5108,0.22,0.2517,0.51
8,,Away Batter 9,718055,596142,3.2477,0.1923,0.1535,0.2684,0.6427,0.4382,0.3743,1.0388,2.91,0.1283,0.15,0.257,0.5353,0.71,0.2783,1.36
9,,Home Batter 1,718055,663538,3.6979,0.2917,0.0651,0.3277,0.7481,0.4393,0.4205,0.3544,4.05,0.198,0.0,0.261,0.5123,0.62,0.2513,0.62
10,,Home Batter 2,718055,621020,3.4601,0.2312,0.1063,0.3408,0.7233,0.3586,0.3825,1.0018,3.87,0.2442,0.16,0.3335,0.821,0.6,0.4875,0.78
11,,Home Batter 3,718055,664023,3.2371,0.2903,0.1043,0.3902,0.8433,0.502,0.453,0.8795,3.67,0.2227,0.01,0.3035,0.6182,0.14,0.3147,1.45
12,,Home Batter 4,718055,673548,3.1496,0.236,0.0571,0.2786,0.6092,0.3523,0.3306,0.7996,3.44,0.3225,0.35,0.38,1.0975,0.65,0.7175,1.36
13,,Home Batter 5,718055,666624,2.2937,0.2179,0.1404,0.2992,0.7124,0.3037,0.4132,1.0307,4.03,0.3715,0.7,0.3925,1.3912,1.15,0.9987,1.65
14,,Home Batter 6,718055,643565,2.2288,0.2799,0.0364,0.4481,0.8793,0.2072,0.4312,0.7109,1.74,0.2233,0.01,0.425,0.7683,0.12,0.3433,0.66
15,,Home Batter 7,718055,621550,3.1928,0.2506,0.2814,0.3332,0.8795,0.6279,0.5463,1.2389,2.99,0.1958,0.09,0.2955,0.6088,0.16,0.3133,1.77
16,,Home Batter 8,718055,543228,3.0991,0.2708,0.2161,0.2804,0.7996,0.634,0.5192,0.5816,3.38,0.2857,0.15,0.3015,0.7322,0.6,0.4307,0.81
17,,Home Batter 9,718055,670223,1.5152,0.1061,0.0,0.1788,0.3303,0.0,0.1515,0.5455,3.42,0.1733,0.09,0.2392,0.4975,0.24,0.2583,1.2
