,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718091,656976,2.9412,0.2641,0.1133,0.3506,0.762,0.5273,0.4114,0.6635,3.25,0.2138,0.12,0.3005,0.6223,0.4,0.3218,0.93
1,,Away Batter 2,718091,606466,3.5611,0.2576,0.1242,0.312,0.7816,0.3877,0.4696,0.6259,3.9,0.3427,0.12,0.4279,0.8856,0.32,0.4577,0.83
2,,Away Batter 3,718091,682998,2.6473,0.2516,0.0751,0.3138,0.7523,0.296,0.4385,0.6924,3.35,0.2338,0.12,0.3722,0.739,0.46,0.3668,0.73
3,,Away Batter 4,718091,572233,3.424,0.2495,0.1455,0.3078,0.7451,0.5475,0.4373,0.6692,3.42,0.1503,0.3,0.2987,0.672,0.47,0.3733,0.96
4,,Away Batter 5,718091,666971,3.4495,0.2677,0.0658,0.3216,0.7291,0.4643,0.4075,0.6524,3.75,0.32,0.31,0.4145,1.099,0.73,0.6845,0.61
5,,Away Batter 6,718091,668942,3.4107,0.265,0.0304,0.3365,0.7019,0.4556,0.3654,0.8407,3.15,0.1873,0.0,0.2313,0.5157,0.35,0.2843,0.9
6,,Away Batter 7,718091,666150,1.746,0.1885,0.0,0.1964,0.4643,0.0952,0.2679,0.5595,3.86,0.2933,0.15,0.3415,0.8662,0.81,0.5247,0.97
7,,Away Batter 8,718091,672695,2.3036,0.2456,0.0395,0.3687,0.7252,0.3714,0.3564,0.5259,3.15,0.166,0.21,0.3042,0.6687,0.44,0.3645,0.81
8,,Away Batter 9,718091,645444,2.4537,0.0784,0.0,0.1592,0.24,0.1451,0.0808,0.7222,2.47,0.175,0.0,0.3408,0.5692,0.44,0.2283,1.03
9,,Home Batter 1,718091,457705,3.2681,0.2481,0.1628,0.3504,0.7617,0.4721,0.4112,0.762,3.61,0.3063,0.12,0.4205,0.8368,0.38,0.4163,1.1
10,,Home Batter 2,718091,668804,3.4377,0.2714,0.1557,0.3256,0.8122,0.5247,0.4866,0.7532,3.96,0.2133,0.11,0.2715,0.6307,0.44,0.3592,1.0
11,,Home Batter 3,718091,669261,2.5407,0.3652,0.1447,0.466,1.2352,0.4409,0.7692,0.9937,3.19,0.225,0.05,0.311,0.6685,0.35,0.3575,1.19
12,,Home Batter 4,718091,467793,3.2587,0.2056,0.0879,0.3079,0.638,0.4549,0.3301,0.645,3.58,0.1937,0.0,0.312,0.5927,0.28,0.2807,0.73
13,,Home Batter 5,718091,663647,3.5563,0.2568,0.098,0.3039,0.7459,0.4145,0.442,0.6194,4.0,0.2513,0.0,0.2905,0.6658,0.78,0.3753,0.81
14,,Home Batter 6,718091,656582,3.0836,0.2494,0.1225,0.3416,0.7794,0.3939,0.4378,0.8219,2.64,0.115,0.08,0.225,0.4275,0.23,0.2025,1.15
15,,Home Batter 7,718091,666801,2.8659,0.2279,0.1207,0.2795,0.6712,0.4156,0.3917,0.9099,1.78,0.1215,0.17,0.3115,0.615,0.34,0.3035,0.48
16,,Home Batter 8,718091,672779,2.2058,0.1838,0.0134,0.2832,0.5656,0.1827,0.2825,0.459,2.5,0.26,0.07,0.2848,0.7298,0.09,0.445,0.48
17,,Home Batter 9,718091,641511,1.9547,0.1399,0.0771,0.1832,0.4806,0.1839,0.2975,0.4296,2.6,0.2583,0.0,0.2958,0.6442,0.35,0.3483,0.77
