,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718054,664774,2.8147,0.2186,0.1519,0.3467,0.7793,0.3813,0.4326,0.7578,2.63,0.1365,0.04,0.281,0.4575,0.26,0.1765,0.35
1,,Away Batter 2,718054,642731,3.3557,0.273,0.1217,0.3062,0.7622,0.4341,0.4559,0.7582,4.22,0.2515,0.05,0.2605,0.647,0.38,0.3865,1.18
2,,Away Batter 3,718054,605204,2.9786,0.2669,0.145,0.3246,0.7738,0.4713,0.4492,0.9871,3.09,0.3025,0.11,0.3865,0.9023,0.57,0.5158,0.94
3,,Away Batter 4,718054,624424,3.3755,0.2038,0.1861,0.3121,0.7266,0.4374,0.4145,1.1191,3.52,0.2917,0.39,0.3742,1.0258,1.03,0.6517,0.77
4,,Away Batter 5,718054,571745,3.2723,0.2849,0.2007,0.3364,0.8368,0.5274,0.5004,1.0188,3.63,0.2635,0.0,0.2635,0.5645,0.41,0.301,1.21
5,,Away Batter 6,718054,573262,3.2594,0.2028,0.1028,0.2683,0.6279,0.278,0.3596,0.9047,3.62,0.1732,0.09,0.2985,0.5895,0.34,0.291,1.32
6,,Away Batter 7,718054,666165,1.7407,0.1728,0.1296,0.2222,0.5417,0.3333,0.3194,0.6481,2.84,0.33,0.03,0.4653,0.9295,0.28,0.4642,0.88
7,,Away Batter 8,718054,672275,1.5,0.175,0.125,0.275,0.7,0.35,0.425,0.15,1.99,0.2883,0.11,0.2883,0.7867,0.25,0.4983,0.56
8,,Away Batter 9,718054,689172,2.1333,0.1167,0.1,0.1983,0.4594,0.2333,0.2611,0.9667,3.12,0.1867,0.06,0.2083,0.5117,0.14,0.3033,0.54
9,,Home Batter 1,718054,608336,2.8583,0.2011,0.201,0.3116,0.7848,0.4186,0.4732,1.177,3.13,0.1663,0.32,0.2505,0.666,0.62,0.4155,1.39
10,,Home Batter 2,718054,621043,3.5373,0.2466,0.1397,0.3139,0.7257,0.4503,0.4119,0.8352,3.73,0.2688,0.07,0.393,0.8152,0.58,0.4222,1.22
11,,Home Batter 3,718054,666135,3.1728,0.2411,0.0856,0.2721,0.6296,0.4233,0.3575,0.8156,3.17,0.3089,0.23,0.3413,0.9294,0.45,0.5881,1.01
12,,Home Batter 4,718054,621439,3.5767,0.2382,0.2453,0.3057,0.8153,0.5687,0.5096,1.2417,3.46,0.1612,0.1,0.327,0.6215,0.18,0.2945,0.85
13,,Home Batter 5,718054,666397,1.6667,0.2778,0.3333,0.4444,1.0556,0.6667,0.6111,0.8333,2.8,0.1905,0.17,0.2255,0.536,0.39,0.3105,1.1
14,,Home Batter 6,718054,571657,2.8554,0.3139,0.1752,0.3512,0.9561,0.6145,0.6048,0.5527,3.83,0.293,0.13,0.3217,0.7387,0.7,0.417,1.1
15,,Home Batter 7,718054,650489,2.5126,0.2076,0.1017,0.2564,0.6538,0.3852,0.3974,0.7988,3.41,0.2435,0.09,0.2435,0.607,0.27,0.3635,1.37
16,,Home Batter 8,718054,543877,3.197,0.203,0.0199,0.2724,0.5369,0.2783,0.2646,0.8238,3.41,0.1548,0.0,0.2207,0.3755,0.41,0.1548,0.74
17,,Home Batter 9,718054,572191,3.0812,0.2412,0.1047,0.2916,0.6761,0.3777,0.3845,1.0123,2.34,0.142,0.08,0.1645,0.5685,0.22,0.404,0.77
