,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717865,676116,2.0275,0.1894,0.049,0.3229,0.6369,0.2503,0.3141,0.8533,3.35,0.3017,0.13,0.409,0.9198,0.5,0.5108,1.53
1,,Away Batter 2,717865,664913,2.9695,0.2028,0.1129,0.2687,0.6164,0.3233,0.3478,0.8137,3.03,0.1125,0.09,0.201,0.4577,0.42,0.2567,1.59
2,,Away Batter 3,717865,667670,2.7768,0.2161,0.1436,0.331,0.719,0.4284,0.388,0.9694,3.4,0.2298,0.12,0.3395,0.6813,0.28,0.3418,1.18
3,,Away Batter 4,717865,657656,3.4456,0.2258,0.1303,0.2812,0.6785,0.3615,0.3973,1.0044,3.19,0.3645,0.0,0.4278,0.8398,0.46,0.412,0.79
4,,Away Batter 5,717865,607054,2.76,0.2234,0.0852,0.329,0.685,0.3318,0.356,0.8177,3.13,0.2275,0.24,0.29,0.6615,0.68,0.3715,0.76
5,,Away Batter 6,717865,681146,1.8065,0.0318,0.003,0.05,0.0878,0.0208,0.0378,0.4286,2.55,0.23,0.06,0.2933,0.6133,0.25,0.32,0.51
6,,Away Batter 7,717865,668709,2.7196,0.224,0.1428,0.3131,0.7163,0.2012,0.4032,0.8905,2.79,0.1492,0.0,0.2528,0.4945,0.0,0.2417,0.46
7,,Away Batter 8,717865,669127,3.0247,0.2057,0.1576,0.254,0.689,0.4325,0.435,0.9859,3.03,0.1992,0.12,0.3447,0.6788,0.41,0.3342,0.86
8,,Away Batter 9,717865,675656,2.4105,0.2338,0.0643,0.3086,0.6678,0.4184,0.3592,0.8257,2.38,0.18,0.17,0.205,0.775,0.21,0.57,0.99
9,,Home Batter 1,717865,457705,3.3007,0.2428,0.1584,0.3534,0.7539,0.4691,0.4004,0.8857,3.24,0.2178,0.05,0.406,0.6897,0.36,0.2837,0.66
10,,Home Batter 2,717865,668804,3.5463,0.2656,0.1438,0.3164,0.7866,0.487,0.4701,0.8097,3.7,0.2465,0.05,0.349,0.726,0.66,0.377,0.94
11,,Home Batter 3,717865,656582,3.088,0.2392,0.1146,0.3348,0.7556,0.3744,0.4208,0.8927,3.32,0.27,0.08,0.3367,0.7867,0.5,0.45,0.92
12,,Home Batter 4,717865,467793,3.2801,0.2003,0.0792,0.3055,0.6214,0.4444,0.3159,0.6678,3.48,0.1762,0.08,0.3075,0.5685,0.43,0.261,0.91
13,,Home Batter 5,717865,663647,3.6321,0.2574,0.079,0.3046,0.72,0.3889,0.4154,0.6915,4.04,0.297,0.23,0.302,0.856,0.69,0.554,1.01
14,,Home Batter 6,717865,666801,2.8031,0.2143,0.126,0.2676,0.6499,0.3891,0.3824,0.8824,3.02,0.2208,0.0,0.2548,0.4957,0.15,0.2408,0.53
15,,Home Batter 7,717865,664029,2.3547,0.2273,0.0256,0.304,0.5765,0.3536,0.2725,0.9626,2.06,0.2198,0.0,0.363,0.6378,0.17,0.2748,0.34
16,,Home Batter 8,717865,678225,2.4487,0.203,0.0226,0.2457,0.4968,0.2287,0.2512,0.6124,2.97,0.2817,0.0,0.3097,0.6613,0.23,0.3517,0.78
17,,Home Batter 9,717865,641511,2.0916,0.153,0.0609,0.2124,0.5062,0.2096,0.2938,0.4392,2.57,0.1767,0.0,0.225,0.4283,0.18,0.2033,1.2
