,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717974,680757,2.9422,0.2261,0.0181,0.2962,0.579,0.2562,0.2828,0.3534,3.69,0.2342,0.0,0.3258,0.6708,0.3,0.345,0.58
1,,Away Batter 2,717974,642708,3.7887,0.2476,0.0856,0.2818,0.6616,0.3761,0.3798,0.91,3.96,0.1998,0.0,0.257,0.5452,0.45,0.2882,0.73
2,,Away Batter 3,717974,608070,2.9576,0.2499,0.0911,0.294,0.6882,0.4406,0.3942,0.4035,3.97,0.2537,0.16,0.3077,0.8103,0.69,0.5027,0.38
3,,Away Batter 4,717974,647304,3.247,0.2317,0.1069,0.2857,0.6502,0.5452,0.3645,0.6832,3.23,0.2862,0.21,0.366,0.8317,0.78,0.4657,0.39
4,,Away Batter 5,717974,672356,2.0406,0.235,0.022,0.2728,0.559,0.1623,0.2862,0.7751,2.56,0.1925,0.11,0.3042,0.7867,0.17,0.4825,0.55
5,,Away Batter 6,717974,665926,3.0722,0.2208,0.067,0.2909,0.6344,0.2476,0.3435,0.6114,3.23,0.1683,0.03,0.185,0.3858,0.03,0.2008,0.36
6,,Away Batter 7,717974,664702,3.069,0.2625,0.016,0.3281,0.6695,0.2272,0.3414,0.6035,3.14,0.2332,0.0,0.2932,0.6328,0.1,0.3397,0.67
7,,Away Batter 8,717974,686823,2.182,0.1957,0.0349,0.2095,0.492,0.3056,0.2825,0.4102,2.48,0.1358,0.09,0.1475,0.3733,0.09,0.2258,0.16
8,,Away Batter 9,717974,595956,2.2421,0.1802,0.0143,0.222,0.4868,0.2171,0.2649,0.608,2.77,0.0675,0.0,0.0775,0.145,0.18,0.0675,0.89
9,,Home Batter 1,717974,656775,3.5503,0.2448,0.1171,0.3172,0.7094,0.5766,0.3922,0.7735,3.87,0.2728,0.22,0.3542,0.8972,0.58,0.543,0.89
10,,Home Batter 2,717974,669720,3.4334,0.2792,0.161,0.3254,0.815,0.4921,0.4896,0.8414,3.82,0.395,0.16,0.4257,1.1232,0.75,0.6975,0.63
11,,Home Batter 3,717974,623993,3.5257,0.2398,0.1476,0.3222,0.7491,0.5344,0.4268,0.9261,3.33,0.26,0.17,0.3835,0.8385,0.54,0.455,1.06
12,,Home Batter 4,717974,663624,3.7642,0.2779,0.1825,0.3103,0.8137,0.6358,0.5034,0.8836,3.61,0.2067,0.19,0.2437,0.6945,0.77,0.4508,1.07
13,,Home Batter 5,717974,602104,2.9204,0.2515,0.0562,0.3129,0.6901,0.3498,0.3772,0.8531,3.1,0.2755,0.0,0.331,0.719,0.55,0.388,0.9
14,,Home Batter 6,717974,543510,3.0337,0.1891,0.0537,0.2089,0.4952,0.243,0.2864,0.6625,2.87,0.0978,0.01,0.1478,0.2957,0.03,0.1478,0.55
15,,Home Batter 7,717974,624428,3.118,0.2228,0.0614,0.2997,0.6435,0.2882,0.3438,0.3551,3.48,0.2662,0.18,0.2662,0.7363,0.61,0.4702,0.24
16,,Home Batter 8,717974,663630,1.8614,0.1793,0.0245,0.2384,0.4864,0.1847,0.248,0.5771,1.57,0.0992,0.0,0.1142,0.2558,0.0,0.1417,0.43
17,,Home Batter 9,717974,622761,2.9597,0.2632,0.108,0.3063,0.7438,0.408,0.4375,0.7519,3.3,0.1408,0.0,0.1925,0.3333,0.11,0.1408,0.98
