,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717953,457705,3.2236,0.2374,0.1702,0.3525,0.7584,0.4869,0.4059,0.8472,3.76,0.2598,0.09,0.3215,0.662,0.13,0.3405,0.89
1,,Away Batter 2,717953,668804,3.4996,0.2649,0.1412,0.3168,0.7891,0.4731,0.4723,0.77,3.91,0.229,0.14,0.3115,0.7645,0.75,0.453,0.64
2,,Away Batter 3,717953,656582,3.078,0.2454,0.1086,0.341,0.7704,0.3689,0.4294,0.8497,3.51,0.1658,0.14,0.2183,0.5167,0.27,0.2983,1.08
3,,Away Batter 4,717953,666801,2.8772,0.2245,0.1223,0.2747,0.6693,0.3952,0.3947,0.9206,2.25,0.1625,0.05,0.2775,0.4775,0.21,0.2,0.39
4,,Away Batter 5,717953,663647,3.586,0.2632,0.0859,0.3105,0.7403,0.3683,0.4299,0.6599,4.13,0.1297,0.09,0.1455,0.4058,0.45,0.2603,1.28
5,,Away Batter 6,717953,669261,2.538,0.3482,0.1369,0.4418,1.1776,0.3841,0.7358,1.0205,3.58,0.2423,0.4,0.3365,0.8768,0.68,0.5403,1.42
6,,Away Batter 7,717953,572008,2.2003,0.2811,0.0973,0.3911,0.9041,0.281,0.513,0.7699,2.37,0.1488,0.0,0.2247,0.3735,0.06,0.1488,0.94
7,,Away Batter 8,717953,678225,2.3949,0.2045,0.0247,0.2456,0.5018,0.2176,0.2562,0.5709,3.28,0.2683,0.0,0.2842,0.63,0.11,0.3458,0.85
8,,Away Batter 9,717953,595978,2.6712,0.1422,0.033,0.1963,0.3906,0.2044,0.1944,0.7703,2.99,0.2033,0.0,0.2183,0.4525,0.44,0.2342,0.49
9,,Home Batter 1,717953,664774,2.8916,0.2235,0.1484,0.3405,0.7672,0.4081,0.4267,0.7322,3.67,0.2618,0.0,0.3432,0.635,0.1,0.2918,0.87
10,,Home Batter 2,717953,605204,2.9961,0.267,0.1296,0.327,0.761,0.4611,0.4339,0.9513,3.45,0.2342,0.15,0.401,0.8143,0.62,0.4133,1.23
11,,Home Batter 3,717953,573262,3.348,0.2309,0.1525,0.2918,0.7182,0.4125,0.4263,0.8806,3.46,0.2187,0.11,0.3343,0.711,0.14,0.3767,1.18
12,,Home Batter 4,717953,527038,3.2105,0.2532,0.1688,0.3037,0.7737,0.3927,0.4699,0.577,2.37,0.1133,0.0,0.1327,0.3127,0.22,0.18,0.82
13,,Home Batter 5,717953,666165,1.8605,0.1783,0.124,0.2233,0.5437,0.3256,0.3204,0.6977,3.28,0.265,0.11,0.3585,0.7877,0.39,0.4292,0.86
14,,Home Batter 6,717953,571745,3.5686,0.2366,0.1414,0.2738,0.6695,0.4903,0.3957,1.0929,4.03,0.33,0.18,0.3605,0.8865,0.89,0.526,0.93
15,,Home Batter 7,717953,672275,1.6667,0.1648,0.0278,0.1981,0.4463,0.2556,0.2481,0.3833,3.42,0.2955,0.18,0.3088,0.8428,1.02,0.534,0.97
16,,Home Batter 8,717953,669477,2.2857,0.2487,0.127,0.2534,0.7058,0.4127,0.4524,0.6032,3.7,0.2105,0.0,0.233,0.488,0.7,0.255,0.8
17,,Home Batter 9,717953,689172,2.0462,0.0983,0.0769,0.1731,0.3825,0.2128,0.2094,0.8769,2.94,0.1727,0.1,0.2043,0.489,0.41,0.2847,0.89
