,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717833,643289,3.1535,0.2349,0.0204,0.2764,0.5833,0.2276,0.3069,0.4808,3.81,0.3142,0.16,0.3867,0.8658,0.25,0.4792,0.48
1,,Away Batter 2,717833,514888,3.2935,0.091,0.0638,0.1706,0.3313,0.1515,0.1606,1.108,3.87,0.2025,0.16,0.2922,0.642,0.46,0.3498,0.94
2,,Away Batter 3,717833,608324,3.6158,0.2346,0.1107,0.3219,0.6969,0.4657,0.375,0.4491,3.71,0.3758,0.27,0.405,1.2008,0.99,0.7958,0.77
3,,Away Batter 4,717833,663656,3.5179,0.2757,0.1539,0.3588,0.8226,0.6782,0.4638,0.5974,3.69,0.209,0.09,0.2557,0.5912,0.26,0.3355,0.3
4,,Away Batter 5,717833,547989,3.6131,0.2477,0.0681,0.3051,0.6789,0.5045,0.3738,0.8382,3.52,0.2205,0.05,0.2623,0.547,0.4,0.2847,1.04
5,,Away Batter 6,717833,676801,2.8831,0.2316,0.0783,0.3556,0.7235,0.3725,0.3678,0.854,3.02,0.2243,0.22,0.2785,0.7098,0.38,0.4313,0.8
6,,Away Batter 7,717833,665161,3.3752,0.2476,0.1572,0.2744,0.7394,0.5174,0.465,0.852,3.93,0.2442,0.09,0.299,0.6782,0.18,0.3792,1.21
7,,Away Batter 8,717833,673237,1.8,0.2056,0.0222,0.2236,0.5606,0.25,0.337,0.3889,3.13,0.2805,0.24,0.2805,0.8775,0.36,0.597,0.37
8,,Away Batter 9,717833,455117,2.8904,0.158,0.0676,0.2493,0.4879,0.2845,0.2386,1.0273,3.07,0.18,0.05,0.215,0.4583,0.05,0.2433,1.27
9,,Home Batter 1,717833,680757,2.9431,0.2278,0.0163,0.2975,0.5916,0.2464,0.2941,0.3396,4.27,0.2295,0.09,0.293,0.619,0.22,0.326,0.85
10,,Home Batter 2,717833,642708,3.8433,0.2494,0.0771,0.28,0.6581,0.3768,0.3781,0.8662,3.52,0.2723,0.0,0.3153,0.6485,0.33,0.3332,0.28
11,,Home Batter 3,717833,608070,2.948,0.242,0.1129,0.2929,0.6983,0.4647,0.4054,0.3748,4.51,0.245,0.36,0.2675,0.8068,1.0,0.5393,0.51
12,,Home Batter 4,717833,647304,3.2812,0.2363,0.1419,0.2879,0.6796,0.6218,0.3917,0.6366,3.48,0.4607,0.08,0.519,1.1705,0.94,0.6515,0.45
13,,Home Batter 5,717833,605137,3.3512,0.2379,0.1295,0.3365,0.7498,0.5272,0.4134,0.7788,3.69,0.255,0.09,0.2935,0.691,0.74,0.3975,1.01
14,,Home Batter 6,717833,665926,3.0924,0.2159,0.0737,0.2854,0.6263,0.2355,0.341,0.5912,3.7,0.2818,0.0,0.3113,0.7407,0.61,0.4293,0.5
15,,Home Batter 7,717833,686823,2.1865,0.1902,0.031,0.2042,0.4703,0.2743,0.2661,0.3854,3.37,0.3925,0.24,0.4075,1.0675,0.72,0.66,0.32
16,,Home Batter 8,717833,572287,2.8798,0.1756,0.1367,0.2578,0.6383,0.357,0.3804,1.3162,3.02,0.2142,0.06,0.2733,0.5475,0.3,0.2742,1.39
17,,Home Batter 9,717833,664702,3.0773,0.2545,0.0139,0.3222,0.6642,0.226,0.342,0.5932,3.61,0.2375,0.0,0.2798,0.6023,0.12,0.3225,0.95
