,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718162,677951,3.5048,0.2712,0.1586,0.3094,0.7847,0.4856,0.4753,0.7454,4.56,0.224,0.22,0.2538,0.7268,0.63,0.473,1.16
1,,Away Batter 2,718162,686469,2.7905,0.2197,0.1352,0.276,0.6689,0.2845,0.3929,0.4547,3.96,0.2037,0.12,0.3075,0.6662,0.53,0.3587,0.13
2,,Away Batter 3,718162,521692,3.5956,0.2537,0.1652,0.2864,0.7439,0.5229,0.4575,0.8599,3.81,0.4115,0.49,0.4463,1.3003,0.86,0.854,1.06
3,,Away Batter 4,718162,668472,2.4555,0.2566,0.063,0.3471,0.7951,0.2939,0.448,1.0462,3.34,0.3302,0.15,0.4228,0.9772,0.9,0.5543,0.9
4,,Away Batter 5,718162,658668,2.8736,0.2599,0.104,0.2921,0.7395,0.2893,0.4474,0.6139,3.43,0.1588,0.1,0.241,0.5522,0.17,0.3112,0.53
5,,Away Batter 6,718162,686681,2.4659,0.1987,0.1018,0.2208,0.5959,0.377,0.3751,0.771,2.98,0.2808,0.18,0.3668,0.8477,0.49,0.4808,1.1
6,,Away Batter 7,718162,641531,3.1204,0.2082,0.1278,0.2533,0.6311,0.2855,0.3778,0.9343,2.41,0.247,0.12,0.3262,0.8448,0.48,0.5187,0.83
7,,Away Batter 8,718162,598265,2.6598,0.1873,0.0417,0.2235,0.5055,0.2238,0.282,0.6578,2.77,0.1525,0.0,0.2225,0.4592,0.25,0.2367,0.6
8,,Away Batter 9,718162,672580,1.8417,0.3007,0.0667,0.3368,0.7436,0.3646,0.4068,0.3958,3.75,0.174,0.0,0.2265,0.4608,0.56,0.2343,0.8
9,,Home Batter 1,718162,665487,3.3806,0.2813,0.1865,0.3512,0.8838,0.5579,0.5326,0.8764,4.11,0.3287,0.23,0.3762,0.9812,0.38,0.605,0.89
10,,Home Batter 2,718162,630105,3.3032,0.2753,0.1142,0.3467,0.8503,0.4762,0.5037,0.709,3.35,0.151,0.0,0.3242,0.4785,0.03,0.1543,0.81
11,,Home Batter 3,718162,592518,3.5944,0.2546,0.1023,0.2969,0.6801,0.465,0.3833,0.8536,4.03,0.2,0.16,0.248,0.6045,0.62,0.3565,0.68
12,,Home Batter 4,718162,665742,3.347,0.2527,0.1672,0.3912,0.841,0.5141,0.4497,0.8908,3.79,0.376,0.22,0.4463,1.1948,0.62,0.7485,0.65
13,,Home Batter 5,718162,593428,3.4402,0.2869,0.1372,0.37,0.8345,0.4726,0.4645,0.5415,3.96,0.1777,0.03,0.2375,0.5148,0.17,0.2773,1.05
14,,Home Batter 6,718162,572761,2.4128,0.2067,0.0941,0.3387,0.7253,0.5054,0.3866,0.6274,2.95,0.145,0.03,0.2267,0.4542,0.41,0.2275,1.26
15,,Home Batter 7,718162,673490,3.1385,0.2065,0.0646,0.2679,0.5876,0.3321,0.3197,0.7947,3.19,0.2225,0.16,0.2777,0.6852,0.53,0.4075,1.13
16,,Home Batter 8,718162,663757,3.1972,0.2164,0.1641,0.3169,0.7626,0.4673,0.4457,0.9769,2.83,0.14,0.0,0.232,0.437,0.08,0.205,1.08
17,,Home Batter 9,718162,543592,2.8175,0.2182,0.0387,0.3521,0.6569,0.2702,0.3048,0.5034,2.93,0.135,0.08,0.172,0.3703,0.33,0.1983,0.84
