,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717993,663457,2.9747,0.2583,0.1108,0.3781,0.8071,0.4365,0.429,0.7828,4.16,0.2545,0.09,0.3023,0.685,0.67,0.3827,1.19
1,,Away Batter 2,717993,502671,3.6522,0.2923,0.1933,0.3636,0.8785,0.5581,0.5149,0.8294,3.51,0.1963,0.18,0.387,0.7377,0.29,0.3507,1.2
2,,Away Batter 3,717993,669357,2.9136,0.2288,0.1829,0.3056,0.7431,0.5878,0.4376,0.9471,3.84,0.2938,0.25,0.3837,0.9748,0.79,0.5912,1.29
3,,Away Batter 4,717993,571448,3.6886,0.2872,0.1393,0.3275,0.8006,0.5849,0.4731,0.7084,3.58,0.2092,0.21,0.2807,0.6713,0.65,0.3907,0.96
4,,Away Batter 5,717993,680977,2.5828,0.2409,0.0967,0.2955,0.6509,0.3147,0.3554,0.4814,3.04,0.2667,0.21,0.436,1.0027,0.25,0.5667,0.37
5,,Away Batter 6,717993,657557,2.9911,0.2626,0.1811,0.3621,0.8595,0.4053,0.4974,0.6996,3.53,0.164,0.31,0.2315,0.6515,0.87,0.42,1.15
6,,Away Batter 7,717993,676475,2.5903,0.1949,0.0668,0.2466,0.5742,0.2856,0.3276,0.344,2.53,0.2245,0.0,0.3162,0.5757,0.35,0.2595,0.35
7,,Away Batter 8,717993,669242,3.3834,0.2144,0.0994,0.304,0.6442,0.3537,0.3402,0.6268,3.38,0.2757,0.03,0.3073,0.781,0.41,0.4737,0.72
8,,Away Batter 9,717993,668800,2.8095,0.144,0.0106,0.1858,0.3577,0.1237,0.1719,0.7223,2.84,0.2845,0.17,0.3012,0.9537,0.57,0.6525,0.54
9,,Home Batter 1,717993,680757,2.9362,0.2292,0.0183,0.3004,0.5871,0.2598,0.2867,0.3467,3.64,0.2042,0.0,0.2935,0.591,0.21,0.2975,0.53
10,,Home Batter 2,717993,642708,3.7844,0.2508,0.0867,0.2855,0.6703,0.3807,0.3848,0.8959,3.98,0.2022,0.0,0.243,0.5493,0.51,0.3063,0.82
11,,Home Batter 3,717993,608070,2.951,0.2506,0.0923,0.2953,0.6924,0.4338,0.397,0.4096,3.8,0.2305,0.18,0.296,0.7757,0.52,0.4797,0.42
12,,Home Batter 4,717993,605137,3.3495,0.2401,0.1398,0.3355,0.7617,0.5098,0.4262,0.7752,3.32,0.1667,0.0,0.2562,0.4428,0.24,0.1867,0.64
13,,Home Batter 5,717993,672356,2.0437,0.2384,0.0224,0.2768,0.5672,0.1638,0.2904,0.7565,2.35,0.1833,0.13,0.3083,0.7917,0.2,0.4833,0.63
14,,Home Batter 6,717993,671289,1.8009,0.1767,0.0,0.26,0.4421,0.169,0.1821,0.2176,2.49,0.1525,0.0,0.185,0.3825,0.05,0.1975,0.46
15,,Home Batter 7,717993,572287,2.765,0.1884,0.1256,0.2764,0.6746,0.3274,0.3982,1.2051,3.0,0.1648,0.11,0.1723,0.4447,0.26,0.2723,1.49
16,,Home Batter 8,717993,681807,1.3258,0.3169,0.1212,0.3977,1.0316,0.303,0.6338,0.4053,1.73,0.1183,0.07,0.175,0.3633,0.07,0.1883,0.51
17,,Home Batter 9,717993,664702,3.068,0.2661,0.0162,0.3326,0.6788,0.23,0.3462,0.6113,3.15,0.2193,0.0,0.2677,0.6063,0.11,0.3387,0.62
