,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717904,650490,3.2847,0.2894,0.184,0.389,0.8747,0.4944,0.4857,0.5692,4.28,0.2975,0.17,0.3395,0.917,0.92,0.5775,0.48
1,,Away Batter 2,717904,664040,3.1761,0.2366,0.188,0.3314,0.7898,0.5192,0.4584,0.9313,3.86,0.1905,0.13,0.2697,0.5792,0.52,0.3095,1.69
2,,Away Batter 3,717904,668227,3.6115,0.2833,0.206,0.3592,0.8777,0.7428,0.5185,1.0406,3.29,0.2137,0.05,0.3483,0.6153,0.28,0.267,1.05
3,,Away Batter 4,717904,666139,2.9737,0.2688,0.1655,0.3284,0.7887,0.5128,0.4603,0.8654,3.15,0.2568,0.06,0.2578,0.5817,0.4,0.3238,0.84
4,,Away Batter 5,717904,670623,3.006,0.1988,0.0959,0.2774,0.5945,0.4478,0.3171,0.5839,3.55,0.216,0.21,0.2635,0.6575,0.78,0.394,0.87
5,,Away Batter 6,717904,670042,2.8033,0.2531,0.2094,0.284,0.7903,0.5109,0.5064,0.9624,2.15,0.1367,0.14,0.2475,0.5808,0.34,0.3333,0.68
6,,Away Batter 7,717904,642350,2.6492,0.2025,0.1253,0.2777,0.6595,0.3563,0.3818,0.9352,3.48,0.261,0.35,0.2945,0.961,0.77,0.6665,1.47
7,,Away Batter 8,717904,670764,2.9412,0.2217,0.152,0.2956,0.7174,0.4441,0.4218,0.7354,2.81,0.094,0.0,0.2957,0.4372,0.05,0.1415,1.09
8,,Away Batter 9,717904,542194,2.8148,0.2009,0.1783,0.253,0.6506,0.4258,0.3976,0.8397,3.42,0.3142,0.06,0.3142,0.7608,0.15,0.4467,0.84
9,,Home Batter 1,717904,657077,3.7033,0.2896,0.0971,0.3392,0.7661,0.4167,0.4269,0.5822,4.27,0.236,0.0,0.3115,0.6055,0.44,0.294,0.74
10,,Home Batter 2,717904,646240,3.7034,0.2615,0.2318,0.321,0.8331,0.7625,0.5121,0.836,3.8,0.2022,0.08,0.306,0.6658,0.6,0.3598,0.88
11,,Home Batter 3,717904,457759,3.3794,0.2655,0.0945,0.3494,0.751,0.4207,0.4016,0.5806,4.13,0.261,0.16,0.329,0.732,0.87,0.403,0.92
12,,Home Batter 4,717904,807799,2.4228,0.2041,0.1138,0.2496,0.6268,0.4715,0.3772,0.3089,3.8,0.3843,0.09,0.461,1.0363,0.35,0.5753,0.47
13,,Home Batter 5,717904,680776,3.0507,0.2945,0.08,0.3434,0.8642,0.4124,0.5208,0.8649,3.81,0.1463,0.01,0.198,0.3923,0.34,0.1943,1.74
14,,Home Batter 6,717904,571771,3.5098,0.2129,0.0813,0.2735,0.6124,0.3562,0.339,0.7823,3.15,0.2,0.17,0.3028,0.6762,0.62,0.3733,0.91
15,,Home Batter 7,717904,671213,2.5376,0.2057,0.1369,0.3241,0.7009,0.3992,0.3768,0.7967,3.54,0.218,0.02,0.2847,0.6647,0.21,0.38,1.37
16,,Home Batter 8,717904,657136,2.47,0.222,0.1094,0.3156,0.7242,0.3386,0.4086,0.812,3.06,0.2117,0.21,0.265,0.77,0.41,0.505,0.9
17,,Home Batter 9,717904,665839,2.0948,0.169,0.092,0.2341,0.5456,0.2529,0.3115,0.5661,2.78,0.2058,0.15,0.2342,0.59,0.25,0.3558,0.82
