,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717803,607043,3.6605,0.2607,0.0828,0.3554,0.7474,0.3606,0.3919,0.7699,3.9,0.2408,0.1,0.343,0.7105,0.56,0.3675,1.56
1,,Away Batter 2,717803,682626,2.5049,0.1676,0.1433,0.2061,0.5648,0.2661,0.3587,0.7651,3.73,0.1932,0.53,0.2048,0.7815,0.96,0.5767,0.93
2,,Away Batter 3,717803,643446,3.4352,0.2651,0.0422,0.321,0.6675,0.3424,0.3465,0.3758,3.71,0.2175,0.0,0.2703,0.5328,0.06,0.2625,0.38
3,,Away Batter 4,717803,596019,3.6638,0.2418,0.1643,0.3107,0.744,0.6534,0.4333,0.8226,3.68,0.2033,0.31,0.2667,0.789,0.47,0.5223,0.78
4,,Away Batter 5,717803,502054,2.8897,0.1748,0.0832,0.2771,0.5468,0.2957,0.2697,0.8147,2.91,0.2695,0.25,0.3342,0.9857,1.01,0.6515,0.97
5,,Away Batter 6,717803,683146,2.2632,0.2271,0.0816,0.2905,0.6139,0.249,0.3234,0.6224,3.11,0.165,0.0,0.255,0.4475,0.39,0.1925,1.21
6,,Away Batter 7,717803,592192,3.2731,0.2226,0.0681,0.2823,0.6186,0.3245,0.3363,0.7053,2.87,0.2705,0.13,0.3563,0.8518,0.74,0.4955,0.59
7,,Away Batter 8,717803,553882,2.3883,0.0751,0.0269,0.1023,0.2217,0.1171,0.1194,0.9015,3.18,0.339,0.07,0.4057,0.8147,0.25,0.409,0.59
8,,Away Batter 9,717803,668901,2.0834,0.2227,0.0689,0.3267,0.6879,0.3667,0.3612,0.7852,2.86,0.1475,0.02,0.172,0.3345,0.28,0.1625,0.94
9,,Home Batter 1,717803,457705,3.3324,0.2416,0.1523,0.3509,0.7446,0.4525,0.3937,0.8651,3.19,0.2045,0.03,0.42,0.6633,0.28,0.2433,0.77
10,,Home Batter 2,717803,668804,3.5508,0.2628,0.1397,0.316,0.7771,0.4721,0.4611,0.7852,3.67,0.2612,0.03,0.383,0.7308,0.55,0.3478,0.92
11,,Home Batter 3,717803,656582,3.0503,0.2353,0.1106,0.3294,0.7397,0.3629,0.4103,0.8695,3.03,0.2175,0.06,0.2858,0.6433,0.49,0.3575,0.77
12,,Home Batter 4,717803,467793,3.3061,0.2026,0.0774,0.3079,0.6316,0.4411,0.3237,0.6674,3.73,0.194,0.16,0.3023,0.6123,0.43,0.31,0.83
13,,Home Batter 5,717803,669261,2.5922,0.3516,0.1216,0.4456,1.1648,0.3733,0.7192,0.984,3.0,0.1905,0.27,0.2935,0.705,0.59,0.4115,1.0
14,,Home Batter 6,717803,663647,3.6351,0.2553,0.0761,0.303,0.7196,0.4088,0.4166,0.6828,4.26,0.3892,0.18,0.3892,1.0543,0.95,0.6652,1.06
15,,Home Batter 7,717803,678225,2.4897,0.2095,0.0215,0.2514,0.5126,0.2324,0.2612,0.6211,3.1,0.2508,0.0,0.3067,0.6008,0.52,0.2942,0.64
16,,Home Batter 8,717803,672779,2.3326,0.2161,0.0437,0.292,0.6441,0.2657,0.3521,0.4696,3.24,0.2603,0.02,0.2603,0.6232,0.02,0.3628,0.48
17,,Home Batter 9,717803,595978,2.684,0.1433,0.033,0.1927,0.3918,0.1904,0.1991,0.7837,3.24,0.2292,0.0,0.2483,0.5425,0.45,0.2942,0.64
