,f1,index,game_id,Away_Starter,Home Starter
0,,player_id,717982,656731,596295
1,,career_era,717982,9.707124374676557,6.410366759205265
2,,career_homeRuns,717982,0.6,0.6547619047619048
3,,career_whip,717982,1.8725153096429186,1.6497176439584322
4,,career_battersFaced,717982,18.7,17.511904761904763
5,,recent_era,717982,5.781346153846154,5.554076136294862
6,,recent_homeRuns,717982,0.75,1.25
7,,recent_whip,717982,1.6902564102564102,1.3204364118703222
8,,recent_battersFaced,717982,21.25,22.275
