,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718463,663697,3.1543,0.2694,0.0981,0.3499,0.7783,0.4091,0.4285,0.4827,3.49,0.3095,0.0,0.3935,0.8215,0.4,0.428,0.8
1,,Away Batter 2,718463,670770,2.8744,0.2706,0.1108,0.3042,0.7816,0.4036,0.4774,0.6531,3.33,0.2862,0.0,0.3855,0.7203,0.51,0.3348,0.73
2,,Away Batter 3,718463,668715,2.4829,0.2375,0.1239,0.3337,0.8076,0.3764,0.4738,0.7234,3.35,0.2875,0.04,0.3657,0.7215,0.39,0.3558,0.81
3,,Away Batter 4,718463,641584,2.9228,0.3398,0.1743,0.3874,1.0566,0.7022,0.6692,0.837,3.24,0.1425,0.0,0.2365,0.3923,0.29,0.1558,0.85
4,,Away Batter 5,718463,571976,3.125,0.2394,0.0703,0.3018,0.6365,0.3691,0.3347,1.0699,3.87,0.1723,0.16,0.192,0.4863,0.57,0.2943,1.51
5,,Away Batter 6,718463,656413,1.8071,0.1874,0.0514,0.279,0.5599,0.224,0.281,0.6926,2.03,0.1983,0.01,0.3233,0.6717,0.15,0.3483,0.88
6,,Away Batter 7,718463,613564,2.2032,0.2124,0.1324,0.2656,0.6903,0.3597,0.4246,0.7463,3.19,0.145,0.01,0.2025,0.365,0.2,0.1625,1.29
7,,Away Batter 8,718463,676480,2.6829,0.2339,0.0401,0.287,0.6719,0.3995,0.3848,1.0459,2.85,0.3083,0.05,0.3653,0.7662,0.58,0.4008,0.83
8,,Away Batter 9,718463,571912,2.5027,0.2287,0.0184,0.265,0.5362,0.0785,0.2713,0.9079,2.66,0.16,0.03,0.2133,0.4433,0.06,0.23,1.1
9,,Home Batter 1,718463,663647,3.3097,0.2662,0.1475,0.2904,0.7865,0.5009,0.4961,0.6748,4.02,0.284,0.07,0.356,0.837,0.32,0.481,0.29
10,,Home Batter 2,718463,672779,2.3716,0.2238,0.0134,0.3422,0.643,0.3696,0.3007,0.4978,1.57,0.1925,0.0,0.2792,0.6467,0.09,0.3675,0.22
11,,Home Batter 3,718463,457705,2.694,0.2235,0.0934,0.3365,0.6757,0.3425,0.3392,0.7991,3.93,0.2533,0.31,0.3395,0.8412,0.6,0.5017,0.74
12,,Home Batter 4,718463,467793,2.9587,0.1603,0.099,0.2721,0.5371,0.2975,0.265,0.6599,3.73,0.2647,0.01,0.3435,0.7698,0.64,0.4263,0.74
13,,Home Batter 5,718463,669261,2.3037,0.3346,0.0651,0.4083,1.0512,0.2427,0.643,1.0659,2.91,0.325,0.41,0.465,1.4542,0.83,0.9892,1.18
14,,Home Batter 6,718463,666801,2.7433,0.1996,0.0995,0.2329,0.5685,0.3421,0.3355,0.9567,3.14,0.2353,0.14,0.3203,0.6913,0.59,0.371,0.77
15,,Home Batter 7,718463,675986,2.027,0.2401,0.0907,0.3579,0.7653,0.4241,0.4074,0.4966,2.09,0.086,0.02,0.2823,0.4658,0.44,0.1835,0.92
16,,Home Batter 8,718463,678225,2.435,0.2078,0.0278,0.2532,0.5149,0.193,0.2617,0.5709,2.46,0.1865,0.04,0.2265,0.439,0.29,0.2125,0.84
17,,Home Batter 9,718463,641511,1.501,0.1562,0.0863,0.2458,0.6615,0.119,0.4157,0.374,3.18,0.2392,0.06,0.3158,0.6782,0.43,0.3623,0.48
