,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717987,663697,3.4071,0.2862,0.0923,0.362,0.8118,0.44,0.4498,0.6293,4.15,0.2647,0.24,0.3325,0.7747,0.75,0.4422,0.74
1,,Away Batter 2,717987,680574,1.1222,0.2802,0.0741,0.4833,1.0228,0.1815,0.5395,0.2815,3.87,0.3203,0.18,0.4248,0.9507,0.61,0.5258,1.22
2,,Away Batter 3,717987,668715,2.917,0.2325,0.1184,0.3121,0.7504,0.341,0.4384,0.8181,4.26,0.3435,0.08,0.4045,0.9215,0.66,0.517,0.79
3,,Away Batter 4,717987,663886,3.2777,0.259,0.0508,0.3264,0.6802,0.4293,0.3538,0.9133,4.07,0.252,0.03,0.3127,0.6567,0.61,0.344,1.21
4,,Away Batter 5,717987,656413,1.8568,0.1779,0.0441,0.2717,0.5899,0.2153,0.3182,0.6458,3.11,0.2397,0.0,0.2585,0.6052,0.45,0.3467,0.89
5,,Away Batter 6,717987,669222,3.39,0.2351,0.0978,0.2813,0.6294,0.4546,0.3481,0.6983,3.81,0.2528,0.05,0.3028,0.624,0.64,0.3212,1.18
6,,Away Batter 7,717987,621028,3.3761,0.232,0.0483,0.2725,0.5863,0.3426,0.3138,0.439,2.8,0.2958,0.0,0.3425,0.7458,0.55,0.4033,0.63
7,,Away Batter 8,717987,641584,2.9417,0.2633,0.1134,0.337,0.7971,0.5703,0.4601,0.8211,3.62,0.2265,0.1,0.289,0.6455,0.7,0.3565,0.4
8,,Away Batter 9,717987,676480,2.7966,0.2129,0.041,0.2711,0.6039,0.4251,0.3328,1.0117,3.27,0.2272,0.0,0.3162,0.6165,0.2,0.3003,1.29
9,,Home Batter 1,717987,663538,3.7228,0.2876,0.0593,0.324,0.7302,0.4347,0.4062,0.4068,3.98,0.2297,0.09,0.3035,0.634,0.57,0.3305,0.4
10,,Home Batter 2,717987,621020,3.5152,0.2364,0.1137,0.3429,0.7385,0.3921,0.3956,1.0288,3.97,0.2292,0.18,0.2738,0.7625,0.76,0.4887,0.94
11,,Home Batter 3,717987,664023,3.2669,0.2863,0.1117,0.3928,0.8452,0.507,0.4523,0.9039,3.39,0.2185,0.0,0.3233,0.6278,0.3,0.3045,1.28
12,,Home Batter 4,717987,673548,3.0519,0.2169,0.051,0.2546,0.5549,0.3325,0.3003,0.8057,3.42,0.3417,0.34,0.436,1.1535,0.62,0.7175,0.95
13,,Home Batter 5,717987,666624,2.3917,0.259,0.1743,0.3292,0.8753,0.3411,0.546,1.0129,3.73,0.269,0.49,0.3285,1.0297,0.7,0.7012,1.45
14,,Home Batter 6,717987,641820,3.3831,0.2718,0.1147,0.3355,0.7379,0.464,0.4024,0.9981,2.64,0.1753,0.0,0.3062,0.4865,0.0,0.1803,0.94
15,,Home Batter 7,717987,643565,2.1335,0.2208,0.084,0.3881,0.7726,0.276,0.3845,0.6474,2.46,0.265,0.0,0.4258,0.7908,0.14,0.365,0.81
16,,Home Batter 8,717987,621550,3.184,0.2423,0.2821,0.3324,0.8671,0.612,0.5348,1.2452,3.18,0.1677,0.05,0.221,0.4655,0.1,0.2445,1.7
17,,Home Batter 9,717987,543228,3.168,0.2669,0.2206,0.2822,0.7939,0.6296,0.5118,0.5675,3.54,0.25,0.06,0.26,0.5725,0.46,0.3125,0.93
