,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,718137,621493,3.4229,0.2664,0.1493,0.343,0.7919,0.4783,0.4489,0.7685,4.16,0.298,0.03,0.3367,0.6897,0.31,0.353,1.0
1,,Away Batter 2,718137,545361,3.4819,0.294,0.1984,0.3729,0.9023,0.5182,0.5294,1.0686,3.81,0.1765,0.06,0.212,0.456,0.14,0.244,1.11
2,,Away Batter 3,718137,660271,3.5959,0.2791,0.2159,0.3727,0.89,0.5732,0.5173,0.9477,3.82,0.2745,0.21,0.3587,0.8867,0.93,0.528,0.98
3,,Away Batter 4,718137,592669,3.4017,0.2739,0.2348,0.334,0.8804,0.6291,0.5463,0.7211,3.86,0.2535,0.21,0.2645,0.7795,0.59,0.515,1.01
4,,Away Batter 5,718137,592273,3.0618,0.2525,0.1511,0.2929,0.7669,0.5497,0.474,0.9583,3.92,0.19,0.11,0.195,0.5625,0.37,0.3675,1.14
5,,Away Batter 6,718137,642136,1.9533,0.1613,0.0394,0.2953,0.5092,0.1033,0.2138,0.6013,3.26,0.3458,0.0,0.4073,0.794,0.33,0.3867,0.86
6,,Away Batter 7,718137,570482,3.4986,0.2974,0.0513,0.3296,0.7165,0.4245,0.3869,0.6768,3.67,0.3107,0.0,0.3292,0.7153,0.53,0.3862,0.41
7,,Away Batter 8,718137,595453,1.782,0.1478,0.0185,0.1995,0.3905,0.1423,0.191,0.6667,3.06,0.232,0.24,0.3245,0.731,0.41,0.4065,0.77
8,,Away Batter 9,718137,687263,1.5111,0.1378,0.0,0.1822,0.4089,0.1333,0.2267,0.3111,3.51,0.2312,0.17,0.2612,0.6957,0.71,0.4345,0.53
9,,Home Batter 1,718137,656775,3.4642,0.2502,0.1187,0.325,0.7248,0.5718,0.3998,0.7107,4.01,0.2512,0.25,0.2713,0.783,0.76,0.5117,0.74
10,,Home Batter 2,718137,668939,3.1567,0.2756,0.1415,0.3974,0.8611,0.491,0.4637,0.6413,3.29,0.2418,0.17,0.3463,0.7912,0.36,0.4448,0.85
11,,Home Batter 3,718137,623993,3.4093,0.206,0.1159,0.2993,0.6672,0.4688,0.3679,0.9409,3.75,0.2723,0.25,0.3318,0.8423,0.66,0.5105,1.1
12,,Home Batter 4,718137,663624,3.7006,0.2748,0.1825,0.3011,0.7977,0.6388,0.4965,0.8503,3.66,0.29,0.16,0.336,0.9668,0.44,0.6308,1.19
13,,Home Batter 5,718137,683002,2.5808,0.2076,0.0726,0.3399,0.672,0.2667,0.3321,0.9865,3.11,0.1892,0.13,0.3063,0.7638,0.22,0.4575,1.13
14,,Home Batter 6,718137,669720,3.4422,0.2867,0.1932,0.3289,0.8533,0.5106,0.5244,0.8358,3.7,0.2425,0.0,0.2698,0.5573,0.22,0.2875,0.84
15,,Home Batter 7,718137,624428,3.1101,0.2146,0.0589,0.2837,0.6227,0.2585,0.339,0.3614,3.25,0.1958,0.14,0.3007,0.6365,0.48,0.3358,0.37
16,,Home Batter 8,718137,679631,2.4182,0.2761,0.0821,0.3142,0.7335,0.2797,0.4193,0.5906,1.68,0.1733,0.0,0.2292,0.4025,0.12,0.1733,0.21
17,,Home Batter 9,718137,687401,2.0,0.5,0.0,0.5,1.0,0.5,0.5,0.5,2.02,0.155,0.0,0.1883,0.4117,0.5,0.2233,0.53
