,f1,index,game_id,player_id,career_atBats,career_avg,career_homeRuns,career_obp,career_ops,career_rbi,career_slg,career_strikeOuts,recent_atBats,recent_avg,recent_homeRuns,recent_obp,recent_ops,recent_rbi,recent_slg,recent_strikeOuts
0,,Away Batter 1,717873,657077,3.7116,0.2918,0.0943,0.3413,0.77,0.4062,0.4286,0.58,4.24,0.2375,0.0,0.328,0.6885,0.35,0.3605,0.71
1,,Away Batter 2,717873,807799,2.4341,0.2023,0.1085,0.2481,0.6155,0.4651,0.3674,0.2946,3.82,0.357,0.08,0.4195,0.9385,0.4,0.519,0.47
2,,Away Batter 3,717873,457759,3.3965,0.262,0.0926,0.3437,0.7387,0.4122,0.395,0.6043,4.02,0.2385,0.23,0.306,0.7655,0.79,0.4595,0.83
3,,Away Batter 4,717873,646240,3.7113,0.2615,0.2259,0.3195,0.8286,0.7548,0.509,0.8399,3.82,0.2177,0.04,0.3052,0.6348,0.54,0.3297,1.01
4,,Away Batter 5,717873,671213,2.551,0.2038,0.1447,0.3216,0.7032,0.4007,0.3816,0.7993,3.02,0.1685,0.0,0.3918,0.6743,0.15,0.2825,1.1
5,,Away Batter 6,717873,571771,3.512,0.2187,0.0797,0.2778,0.6197,0.3745,0.3419,0.7612,3.23,0.15,0.14,0.26,0.5467,0.48,0.2867,1.05
6,,Away Batter 7,717873,680776,3.0657,0.3035,0.095,0.352,0.886,0.4489,0.534,0.8912,3.5,0.1385,0.0,0.2018,0.3763,0.26,0.1745,1.6
7,,Away Batter 8,717873,665839,2.1056,0.1633,0.0889,0.2319,0.533,0.2444,0.3011,0.5944,2.91,0.1833,0.13,0.205,0.5183,0.21,0.3133,0.96
8,,Away Batter 9,717873,624512,2.5705,0.2258,0.0268,0.2907,0.6023,0.3144,0.3116,0.5606,2.38,0.1725,0.0,0.1942,0.4533,0.22,0.2592,0.72
9,,Home Batter 1,717873,680757,2.9377,0.2275,0.0168,0.2982,0.5883,0.2553,0.2901,0.3319,4.46,0.2415,0.11,0.275,0.6535,0.31,0.3785,0.8
10,,Home Batter 2,717873,672356,2.0696,0.2252,0.0204,0.2648,0.5373,0.1555,0.2725,0.7994,2.97,0.2167,0.12,0.3392,0.7525,0.23,0.4133,0.7
11,,Home Batter 3,717873,608070,2.9416,0.2454,0.0949,0.2965,0.6922,0.4483,0.3957,0.3891,4.36,0.1872,0.03,0.2205,0.5192,0.43,0.2987,0.55
12,,Home Batter 4,717873,647304,3.267,0.2315,0.1354,0.2849,0.6702,0.5871,0.3853,0.6465,3.38,0.3407,0.11,0.4107,0.9358,0.99,0.5252,0.53
13,,Home Batter 5,717873,605137,3.3371,0.2361,0.1336,0.3364,0.75,0.5103,0.4136,0.784,3.5,0.22,0.11,0.2815,0.6165,0.6,0.335,0.97
14,,Home Batter 6,717873,665926,3.0807,0.2242,0.0758,0.2951,0.6486,0.2425,0.3535,0.5901,3.64,0.3103,0.0,0.3158,0.7762,0.47,0.4603,0.27
15,,Home Batter 7,717873,572287,2.8722,0.1823,0.14,0.2679,0.6614,0.3679,0.3935,1.3097,3.16,0.2092,0.08,0.2342,0.5233,0.38,0.2892,1.26
16,,Home Batter 8,717873,686823,2.1813,0.1902,0.0322,0.2029,0.4722,0.2836,0.2693,0.4006,2.93,0.3467,0.16,0.37,0.8892,0.47,0.5192,0.41
17,,Home Batter 9,717873,664702,3.0525,0.2574,0.0144,0.3275,0.6737,0.2218,0.3462,0.5903,3.54,0.2487,0.0,0.3008,0.5865,0.02,0.2857,1.04
