,game_id,game_date,away_team,home_team,away_open_ml,away_close_ml,home_open_ml,home_close_ml,away_prob,home_prob,winner,away_decimal_ml,home_decimal_ml,away_value,home_value,bet_team,bet_size,profit,bankroll
0,663178,2022-04-07,MIL,CHC,-150,-172,130,161,0.5078261877411572,0.4921738122588429,1,1.5813953488372094,2.6100000000000003,-0.1969260286884026,0.28457364999558,home,14.880219583418059,23.95715352930308,1023.9571535293031
1,662766,2022-04-07,CLE,KC,-125,-115,105,105,0.5624554905175125,0.43754450948248746,1,1.8695652173913042,2.05,0.051547221402306054,-0.10303375556090077,away,16.81440324488823,-16.81440324488823,1007.1427502844149
2,662021,2022-04-07,PIT,STL,175,145,-210,-155,0.24681857813045383,0.7531814218695462,1,2.45,1.6451612903225805,-0.3952944835803881,0.23910491984989846,home,30.373131228763185,19.59556853468592,1026.7383188191009
3,662571,2022-04-07,NYM,WSH,-135,-116,115,106,0.5488808006277359,0.4511191993722641,0,1.8620689655172413,2.06,0.0220539046171635,-0.07069444929313595,no bet,0.0,0.0,1026.7383188191009
4,661577,2022-04-07,CIN,ATL,180,161,-220,-172,0.462407945720294,0.537592054279706,0,2.6100000000000003,1.5813953488372094,0.20688473832996745,-0.14985442579023223,no bet,0.0,0.0,1026.7383188191009
5,661042,2022-04-07,HOU,LAA,100,110,-120,-120,0.5567109195714477,0.4432890804285523,0,2.1,1.8333333333333335,0.1690929311000402,-0.18730335254765407,away,17.743110129306505,19.517421142237158,1046.2557399613381
6,663418,2022-04-07,SD,ARI,-165,-135,140,125,0.5433256515632491,0.4566743484367509,1,1.7407407407407407,2.25,-0.054210902834344266,0.0275172839826896,no bet,0.0,0.0,1046.2557399613381
7,661333,2022-04-08,BOS,NYY,145,160,-170,-170,0.456572962476276,0.543427037523724,1,2.6,1.5882352941176472,0.18708970243831757,-0.1369099992270265,no bet,0.0,0.0,1046.2557399613381
8,661750,2022-04-08,SEA,MIN,-105,108,-115,-118,0.4366973841224212,0.5633026158775788,0,2.08,1.847457627118644,-0.0916694410253639,0.04067771407891674,home,17.102364832753604,-17.102364832753604,1029.1533751285845
9,662888,2022-04-08,CWS,DET,-135,-133,115,123,0.3968252927119783,0.6031747072880217,1,1.7518796992481203,2.23,-0.30480982554969216,0.34507959725228843,home,21.881146143449975,26.91380975644347,1056.067184885028
10,661131,2022-04-08,OAK,PHI,145,178,-170,-196,0.4905973550807523,0.5094026449192477,1,2.7800000000000002,1.510204081632653,0.3638606471244916,-0.23069804644848313,away,16.229587355960014,-16.229587355960014,1039.8375975290678
11,661918,2022-04-08,BAL,TB,160,170,-190,-185,0.4817767643638734,0.5182232356361266,1,2.7,1.5405405405405406,0.3007972637824583,-0.20165609645245364,away,15.069442542894937,-15.069442542894937,1024.768154986173
12,662933,2022-04-08,LAD,COL,-210,-205,175,185,0.491267987067842,0.508732012932158,0,1.4878048780487805,2.85,-0.26908909241125945,0.4498862368566503,home,17.23441149424827,-17.23441149424827,1007.5337434919246
13,662124,2022-04-08,MIA,SF,115,134,-135,-144,0.4827748429138542,0.5172251570861458,1,2.34,1.6944444444444444,0.12969313241841873,-0.12359070604847522,away,13.185516067424034,-13.185516067424034,994.3482274245006
14,662559,2022-04-08,NYM,WSH,-160,-155,135,145,0.5688560628006898,0.43114393719931027,0,1.6451612903225805,2.45,-0.06414002571499433,0.056302646138310264,no bet,0.0,0.0,994.3482274245006
15,661782,2022-04-08,TEX,TOR,145,150,-170,-160,0.41556784017383663,0.5844321598261634,0,2.5,1.625,0.03891960043459153,-0.05029774028248457,no bet,0.0,0.0,994.3482274245006
16,661576,2022-04-08,CIN,ATL,165,168,-195,-183,0.41400290325445344,0.5859970967455466,1,2.6799999999999997,1.5464480874316942,0.10952778072193503,-0.0937859104973241,no bet,0.0,0.0,994.3482274245006
17,661041,2022-04-08,HOU,LAA,105,110,-125,-120,0.5657865854669093,0.43421341453309065,1,2.1,1.8333333333333335,0.18815182948050957,-0.20394207335600045,away,17.849460154528657,-17.849460154528657,976.498767269972
18,663417,2022-04-08,SD,ARI,-150,-138,130,128,0.5514139094050925,0.4485860905949075,0,1.7246376811594204,2.2800000000000002,-0.049010793924550544,0.02277628655638919,no bet,0.0,0.0,976.498767269972
19,661917,2022-04-09,BAL,TB,190,200,-235,-220,0.5374806103715101,0.46251938962848993,1,3.0,1.4545454545454546,0.6124418311145301,-0.3272445241767419,away,18.71496410945325,-18.71496410945325,957.7838031605187
20,662864,2022-04-09,CWS,DET,-145,-130,125,120,0.5402067910792542,0.4597932089207458,0,1.7692307692307692,2.2,-0.04424952347516575,0.011545059625640786,no bet,0.0,0.0,957.7838031605187
21,661756,2022-04-09,SEA,MIN,120,128,-140,-138,0.398990308455792,0.601009691544208,0,2.2800000000000002,1.7246376811594204,-0.09030209672079414,0.03652396077914144,home,17.70283152327314,-17.70283152327314,940.0809716372455
22,662020,2022-04-09,PIT,STL,160,150,-190,-160,0.3213714766891784,0.6786285233108216,1,2.5,1.625,-0.19657130827705394,0.10277135038008511,home,22.602435461432876,14.126522163395547,954.207493800641
23,663205,2022-04-09,MIL,CHC,-150,-145,130,135,0.5412731681792969,0.45872683182070306,1,1.6896551724137931,2.35,-0.08543499169704993,0.07800805477865214,no bet,0.0,0.0,954.207493800641
24,661803,2022-04-09,TEX,TOR,170,185,-200,-205,0.4607695264152386,0.5392304735847614,1,2.85,1.4878048780487805,0.31319315028343,-0.19773027100803797,no bet,0.0,0.0,954.207493800641
25,661130,2022-04-09,OAK,PHI,175,180,-210,-200,0.4926902376950416,0.5073097623049584,1,2.8,1.5,0.3795326655461164,-0.23903535654256247,away,14.862171973879724,-14.862171973879724,939.3453218267613
26,662123,2022-04-09,MIA,SF,135,133,-160,-143,0.48941328536150186,0.5105867146384981,0,2.33,1.6993006993006992,0.14033295489229936,-0.13235963876115353,away,12.694188513313302,16.88327072270669,956.228592549468
27,661332,2022-04-09,BOS,NYY,150,138,-180,-148,0.4983169741086103,0.5016830258913897,1,2.38,1.6756756756756757,0.1859943983784924,-0.15934195661442807,away,13.74701891972557,-13.74701891972557,942.4815736297425
28,662765,2022-04-09,CLE,KC,105,104,-125,-114,0.48670613884990566,0.5132938611500943,1,2.04,1.8771929824561404,-0.007119476746192399,-0.036448365911226355,no bet,0.0,0.0,942.4815736297425
29,662588,2022-04-09,NYM,WSH,-150,-140,130,130,0.6255209122333735,0.37447908776662653,0,1.7142857142857144,2.3,0.0723215638286403,-0.13869809813675904,away,19.18302385371758,13.702159895512558,956.183733525255
30,661575,2022-04-09,CIN,ATL,140,155,-165,-165,0.4624265482721295,0.5375734517278705,1,2.55,1.606060606060606,0.17918769809392998,-0.1366244563158444,no bet,0.0,0.0,956.183733525255
31,662931,2022-04-09,LAD,COL,-170,-150,145,140,0.41626092955696936,0.5837390704430306,1,1.6666666666666665,2.4,-0.3062317840717178,0.40097376906327353,home,19.615966652695693,27.46235331377397,983.646086839029
32,663404,2022-04-09,SD,ARI,-170,-155,145,145,0.6272037322687296,0.37279626773127034,0,1.6451612903225805,2.45,0.03185130147436155,-0.08664914405838764,away,19.70253338582513,12.711311861822663,996.3573987008516
33,661040,2022-04-09,HOU,LAA,-120,-102,100,-108,0.4798426206379338,0.5201573793620662,1,1.9803921568627452,1.925925925925926,-0.04972343756017028,0.0017845824750903905,no bet,0.0,0.0,996.3573987008516
34,661129,2022-04-10,OAK,PHI,195,195,-245,-215,0.45640549853159507,0.5435945014684049,0,2.95,1.4651162790697674,0.34639622066820563,-0.20357084668582537,no bet,0.0,0.0,996.3573987008516
35,661916,2022-04-10,BAL,TB,180,164,-220,-178,0.5118172343816422,0.48818276561835783,1,2.6399999999999997,1.5617977528089888,0.35119749876753525,-0.2375572536971715,away,16.28543777577697,-16.28543777577697,980.0719609250747
36,662887,2022-04-10,CWS,DET,-140,-125,120,115,0.4763338267840628,0.5236661732159372,0,1.8,2.15,-0.142599111788687,0.12588227241426497,home,14.804749274991316,-14.804749274991316,965.2672116500834
37,662570,2022-04-10,NYM,WSH,-125,-136,105,126,0.5784362626876105,0.42156373731238955,1,1.7352941176470589,2.26,0.0037570440755594348,-0.04726595367399966,no bet,0.0,0.0,965.2672116500834
38,661573,2022-04-10,CIN,ATL,190,154,-235,-164,0.39256918774411675,0.6074308122558832,0,2.54,1.6097560975609757,-0.002874263129943433,-0.022184546124675686,no bet,0.0,0.0,965.2672116500834
39,661802,2022-04-10,TEX,TOR,200,180,-250,-200,0.4588114230350707,0.5411885769649293,1,2.8,1.5,0.28467198449819797,-0.18821713455260602,no bet,0.0,0.0,965.2672116500834
40,662755,2022-04-10,CLE,KC,105,105,-125,-115,0.4596401755457623,0.5403598244542377,1,2.05,1.8695652173913042,-0.05773764013118732,0.010237932675313921,no bet,0.0,0.0,965.2672116500834
41,661738,2022-04-10,SEA,MIN,120,130,-140,-140,0.39701090780867654,0.6029890921913235,0,2.3,1.7142857142857144,-0.08687491204004405,0.033695586613697426,home,17.924982967804834,-17.924982967804834,947.3422286822786
42,662019,2022-04-10,PIT,STL,195,190,-245,-210,0.3748177030973665,0.6251822969026335,0,2.9,1.4761904761904763,0.08697133898236276,-0.07711184742944577,no bet,0.0,0.0,947.3422286822786
43,663204,2022-04-10,MIL,CHC,-135,-128,115,118,0.4432380563893584,0.5567619436106416,0,1.78125,2.1799999999999997,-0.21048221205645534,0.21374103707119851,home,16.741514012052136,-16.741514012052136,930.6007146702265
44,662934,2022-04-10,LAD,COL,-210,-210,175,190,0.4957172442816141,0.5042827557183859,1,1.4761904761904763,2.9,-0.26822692510809343,0.4624199915833189,home,15.510590819183411,29.47012255644848,960.0708372266749
45,662122,2022-04-10,MIA,SF,140,100,-165,-110,0.4579078623926496,0.5420921376073504,1,2.0,1.9090909090909092,-0.08418427521470084,0.034903171795850785,home,14.508381113144175,13.189437375585614,973.2602746022606
46,661039,2022-04-10,HOU,LAA,-115,-106,-105,-104,0.5195905669805563,0.4804094330194437,0,1.9433962264150944,1.9615384615384617,0.009770347150892311,-0.057658419846475684,no bet,0.0,0.0,973.2602746022606
47,663395,2022-04-10,SD,ARI,-195,-148,165,138,0.5440992406252178,0.45590075937478225,1,1.6756756756756757,2.38,-0.0882661373307162,0.08504380731198169,no bet,0.0,0.0,973.2602746022606
48,661316,2022-04-10,BOS,NYY,120,128,-140,-138,0.4485533564808142,0.5514466435191858,0,2.2800000000000002,1.7246376811594204,0.022701652776256465,-0.04895433943792582,no bet,0.0,0.0,973.2602746022606
49,662754,2022-04-11,CLE,KC,-110,-108,-110,-102,0.5854541390200216,0.4145458609799784,1,1.925925925925926,1.9803921568627452,0.12754130477930103,-0.17903662825533684,away,18.015494056155593,-18.015494056155593,955.244780546105
50,663403,2022-04-11,MIL,BAL,-150,-150,130,140,0.4193825386391604,0.5806174613608396,1,1.6666666666666665,2.4,-0.301029102268066,0.39348190726601495,home,19.3854862002929,27.139680680410056,982.384461226515
51,662042,2022-04-11,COL,TEX,-110,118,-110,-128,0.49672247422960025,0.5032775257703997,0,2.1799999999999997,1.78125,0.0828549938205283,-0.10353690722147546,away,13.058896758932418,15.40949817554025,997.7939594020552
52,662863,2022-04-11,BOS,DET,-110,-120,-110,110,0.46814908303468394,0.5318509169653161,1,1.8333333333333335,2.1,-0.1417266811030794,0.11688692562716385,home,15.41206429938804,16.953270729326846,1014.747230131382
53,661915,2022-04-11,OAK,TB,180,195,-220,-215,0.5332644313156766,0.4667355686843234,1,2.95,1.4651162790697674,0.573130072381246,-0.31617812029971226,away,19.02899589930572,-19.02899589930572,995.7182342320763
54,661637,2022-04-11,NYM,PHI,125,131,-145,-141,0.4492414270559614,0.5507585729440386,1,2.31,1.7092198581560285,0.0377476964992709,-0.058632510074373645,no bet,0.0,0.0,995.7182342320763
55,661315,2022-04-11,TOR,NYY,-105,105,-115,-115,0.6287127949087457,0.3712872050912544,0,2.05,1.8695652173913042,0.2888612295629285,-0.30585435569895925,away,22.28402896156477,23.398230409643002,1019.1164646417193
56,661572,2022-04-11,WSH,ATL,155,200,-185,-220,0.4368326815029533,0.5631673184970467,1,3.0,1.4545454545454546,0.31049804450885987,-0.1808475367315684,no bet,0.0,0.0,1019.1164646417193
57,661754,2022-04-11,SEA,MIN,110,120,-130,-130,0.29158429549215525,0.7084157045078447,1,2.2,1.7692307692307692,-0.3585145499172584,0.2533508618215714,home,27.69995186423288,21.307655280179137,1040.4241199218984
58,661036,2022-04-11,MIA,LAA,130,112,-150,-122,0.4917897357661004,0.5082102642338996,1,2.12,1.819672131147541,0.04259423982413302,-0.07522394541044497,away,13.112876827920608,-13.112876827920608,1027.3112430939777
59,662116,2022-04-11,SD,SF,135,138,-160,-148,0.36538069285433694,0.6346193071456631,0,2.38,1.6756756756756757,-0.13039395100667817,0.06341613629813803,home,21.39732853849401,-21.39732853849401,1005.9139145554838
60,662862,2022-04-12,BOS,DET,-130,-121,110,111,0.3567929394564946,0.6432070605435054,0,1.8264462809917354,2.1100000000000003,-0.34833686264557606,0.35716689774679655,home,23.84573659723132,-23.84573659723132,982.0681779582525
61,663088,2022-04-12,CLE,CIN,100,100,-120,-110,0.485288306469125,0.514711693530875,1,2.0,1.9090909090909092,-0.02942338706174996,-0.01736858507742045,no bet,0.0,0.0,982.0681779582525
62,661538,2022-04-12,SEA,CWS,130,102,-150,-112,0.5008183180316939,0.49918168196830615,1,2.02,1.8928571428571428,0.011653002424021563,-0.055120387702849105,no bet,0.0,0.0,982.0681779582525
63,662318,2022-04-12,CHC,PIT,-135,-113,115,103,0.46553749727425997,0.53446250272574,0,1.8849557522123894,2.0300000000000002,-0.12248241664232407,0.0849588805332524,home,14.983104168609337,-14.983104168609337,967.0850737896432
64,661944,2022-04-12,OAK,TB,185,185,-225,-205,0.44055270692257764,0.5594472930774224,1,2.85,1.4878048780487805,0.2555752147293464,-0.16765158834822524,no bet,0.0,0.0,967.0850737896432
65,661636,2022-04-12,NYM,PHI,140,127,-165,-137,0.4879531673407461,0.5120468326592539,0,2.27,1.72992700729927,0.10765368986349366,-0.11419635518070681,away,12.687279767598673,16.112845304850314,983.1979190944935
66,661314,2022-04-12,TOR,NYY,100,115,-120,-125,0.5464698683602643,0.45353013163973566,1,2.15,1.8,0.1749102169745682,-0.1836457630484758,away,16.494404622730595,-16.494404622730595,966.7035144717629
67,663295,2022-04-12,MIL,BAL,-170,-157,145,147,0.40206396518075305,0.597936034819247,0,1.6369426751592355,2.4699999999999998,-0.34184433725188834,0.4769020060035398,home,21.033394970674742,-21.033394970674742,945.6701195010882
68,661038,2022-04-12,MIA,LAA,155,140,-185,-150,0.5440912915619243,0.45590870843807574,1,2.4,1.6666666666666665,0.3058190997486181,-0.24015215260320721,away,16.744476277413693,-16.744476277413693,928.9256432236745
69,661571,2022-04-12,WSH,ATL,135,162,-160,-174,0.49255626053876767,0.5074437394612323,0,2.62,1.5747126436781609,0.2904974026115714,-0.20092192751507099,away,13.88165320077449,22.488278185254675,951.4139214089291
70,661753,2022-04-12,LAD,MIN,-135,-145,115,135,0.32481847072066594,0.6751815292793341,0,1.6896551724137931,2.35,-0.4511687908512886,0.5866765938064351,home,25.543603939292403,-25.543603939292403,925.8703174696367
71,662017,2022-04-12,KC,STL,200,154,-250,-164,0.4799029149732662,0.5200970850267338,1,2.54,1.6097560975609757,0.21895340403209618,-0.162770546054526,no bet,0.0,0.0,925.8703174696367
72,661995,2022-04-12,COL,TEX,110,144,-130,-154,0.5773291571438544,0.4226708428561456,0,2.44,1.6493506493506493,0.40868314343100454,-0.30286757087363003,away,18.707367249225644,26.938608838884928,952.8089263085216
73,663411,2022-04-12,HOU,ARI,-135,-140,115,130,0.4563998867224802,0.5436001132775198,0,1.7142857142857144,2.3,-0.21760019419003385,0.25028026053829544,home,16.443832752018583,-16.443832752018583,936.365093556503
74,662104,2022-04-12,SD,SF,-115,107,-105,-117,0.44794739493685354,0.5520526050631465,0,2.0700000000000003,1.8547008547008548,-0.07274889248071303,0.02389243845045108,no bet,0.0,0.0,936.365093556503
75,661570,2022-04-13,WSH,ATL,175,195,-210,-215,0.5072386498140457,0.49276135018595435,0,2.95,1.4651162790697674,0.49635401695143466,-0.27804732414615996,away,15.927612564550497,31.058844500873473,967.4239380573764
76,663117,2022-04-13,CLE,CIN,115,117,-135,-127,0.45618330486764325,0.5438166951323568,0,2.17,1.7874015748031495,-0.01008222843721418,-0.02798118271618122,no bet,0.0,0.0,967.4239380573764
77,662317,2022-04-13,CHC,PIT,-135,-121,115,111,0.5482114039435467,0.4517885960564533,1,1.8264462809917354,2.1100000000000003,0.0012786799299489005,-0.0467260623208835,no bet,0.0,0.0,967.4239380573764
78,661643,2022-04-13,NYM,PHI,105,-110,-125,100,0.5456242987865325,0.4543757012134675,0,1.9090909090909092,2.0,0.04164638859247116,-0.09124859757306503,away,14.879849838067713,13.527136216425195,980.9510742738016
79,662885,2022-04-13,BOS,DET,-115,-135,-105,125,0.4928719997260492,0.5071280002739508,0,1.7407407407407407,2.25,-0.14203763010650694,0.14103800061638916,home,14.12931410846962,-14.12931410846962,966.821760165332
80,661734,2022-04-13,LAD,MIN,-180,-188,150,173,0.4280311295452828,0.5719688704547172,0,1.5319148936170213,2.73,-0.3442927377178647,0.561475016341378,home,20.07029695386147,-20.07029695386147,946.7514632114705
81,663341,2022-04-13,HOU,ARI,-150,-159,130,149,0.5845595609462511,0.41544043905374894,1,1.6289308176100628,2.49,-0.047792916446044,0.03444669324383498,no bet,0.0,0.0,946.7514632114705
82,662115,2022-04-13,SD,SF,-105,105,-115,-115,0.4927697404644418,0.5072302595355582,1,2.05,1.8695652173913042,0.01017796795210546,-0.051699949563956404,no bet,0.0,0.0,946.7514632114705
83,661943,2022-04-13,OAK,TB,165,167,-195,-182,0.5044491981075625,0.49555080189243744,0,2.67,1.5494505494505495,0.3468793589471919,-0.23216853772710244,away,15.093568484368888,25.206259368896042,971.9577225803666
84,661313,2022-04-13,TOR,NYY,105,152,-125,-162,0.5649297962070012,0.4350702037929987,0,2.52,1.617283950617284,0.42362308644164304,-0.29636794201379213,away,19.064119215663347,28.977461207808286,1000.9351837881749
85,663433,2022-04-13,MIL,BAL,-190,-168,160,158,0.4971778550623328,0.5028221449376672,0,1.5952380952380953,2.58,-0.20688294549580233,0.29728113393918143,home,15.52037834287054,-15.52037834287054,985.4148054453043
86,661530,2022-04-13,SEA,CWS,-115,106,-105,-116,0.359675316624407,0.640324683375593,1,2.06,1.8620689655172413,-0.2590688477537215,0.1923287207683455,home,22.03218590295205,18.993263709441422,1004.4080691547457
87,662009,2022-05-02,KC,STL,140,152,-165,-162,0.42804659109757315,0.5719534089024269,1,2.52,1.617283950617284,0.07867740956588443,-0.07498893128126027,no bet,0.0,0.0,1004.4080691547457
88,661942,2022-04-14,OAK,TB,170,190,-200,-210,0.47101401044870284,0.5289859895512972,0,2.9,1.4761904761904763,0.36594063030123825,-0.2191159201861803,no bet,0.0,0.0,1004.4080691547457
89,661529,2022-04-14,SEA,CWS,-110,-114,-110,104,0.45550229896140226,0.5444977010385977,0,1.8771929824561404,2.04,-0.14493428089701677,0.11077531011873942,home,16.13140931141562,-16.13140931141562,988.2766598433301
90,661292,2022-04-14,STL,MIL,130,128,-150,-138,0.39010070794388485,0.6098992920561151,1,2.2800000000000002,1.7246376811594204,-0.11057038588794244,0.0518553007924305,home,18.960406171129286,13.739424761687891,1002.016084605018
91,662307,2022-04-14,WSH,PIT,105,116,-125,-126,0.4984137905186953,0.5015862094813047,1,2.16,1.7936507936507935,0.0765737875203818,-0.10032949727956464,away,13.336731519519404,-13.336731519519404,988.6793530854986
92,661418,2022-04-14,PHI,MIA,-105,106,-115,-116,0.38253952085065535,0.6174604791493447,1,2.06,1.8620689655172413,-0.21196858704764998,0.14975399565740033,home,20.36791130394735,17.558544227540818,1006.2378973130394
93,661312,2022-04-14,TOR,NYY,115,125,-135,-135,0.5452461734030878,0.45475382659691216,1,2.25,1.7407407407407407,0.22680389015694757,-0.20839148703500476,away,17.2636896128233,-17.2636896128233,988.9742077002161
94,661993,2022-04-14,LAA,TEX,-130,-142,110,132,0.578756493873523,0.42124350612647693,0,1.704225352112676,2.3200000000000003,-0.013668510440897452,-0.022715065786573452,no bet,0.0,0.0,988.9742077002161
95,662702,2022-04-14,DET,KC,105,121,-125,-131,0.4762483598566095,0.5237516401433905,0,2.21,1.7633587786259541,0.052508875283107104,-0.07643794753341071,no bet,0.0,0.0,988.9742077002161
96,662237,2022-04-14,ATL,SD,-110,-106,-110,-104,0.6288921126189688,0.37110788738103123,1,1.9433962264150944,1.9615384615384617,0.22218655848592062,-0.27205760552182334,away,21.655255963915085,-21.655255963915085,967.318951736301
97,662950,2022-04-14,CHC,COL,125,114,-145,-124,0.680090737948333,0.31990926205166703,0,2.1399999999999997,1.8064516129032258,0.45539417920943226,-0.4220993975840853,away,25.66299251816426,29.255811470707247,996.5747632070082
98,662627,2022-04-14,CIN,LAD,220,235,-270,-265,0.3839115456017188,0.6160884543982812,1,3.35,1.3773584905660377,0.28610367776575796,-0.15142533639482025,no bet,0.0,0.0,996.5747632070082
99,662485,2022-04-15,ARI,NYM,175,210,-210,-240,0.5736912358477597,0.4263087641522402,0,3.1,1.4166666666666667,0.7784428311280551,-0.3960625841176596,away,21.73391431646051,45.64122006456707,1042.2159832715754
100,663265,2022-04-15,MIN,BOS,-115,110,-105,-120,0.5179714283976842,0.4820285716023159,0,2.1,1.8333333333333335,0.0877399996351369,-0.11628095206242084,away,15.030526941572779,16.533579635730057,1058.7495629073055
101,662291,2022-04-15,WSH,PIT,-110,104,-110,-114,0.46573537713368196,0.534264622866318,0,2.04,1.8771929824561404,-0.049899830647288757,0.0029178008192285443,no bet,0.0,0.0,1058.7495629073055
102,661417,2022-04-15,PHI,MIA,-110,118,-110,-128,0.4750981577313388,0.5249018422686612,1,2.1799999999999997,1.78125,0.03571398385431834,-0.06501859345894723,no bet,0.0,0.0,1058.7495629073055
103,663357,2022-04-15,NYY,BAL,-210,-194,175,177,0.509548835129655,0.490451164870345,1,1.5154639175257731,2.77,-0.22779712614371872,0.3585497266908557,home,16.225258535168482,28.718707607248213,1087.4682705145538
104,661792,2022-04-15,OAK,TOR,175,170,-210,-185,0.4859445485777647,0.5140554514222353,1,2.7,1.5405405405405406,0.3120502811599648,-0.20807673699817808,away,16.07026032174897,-16.07026032174897,1071.3980101928048
