Betting Day,Date,Home Team,Away Team,Bet,American Odds,Decimal Odds,Result,running W,n. bets,running % wins,1st positive threshold,2nd positive threshold,1st negative threshold,2nd negative threshold,RC,Risk,P/L
2,25/03/2023,Nationals,Astros,Nationals,144,2.44,L,0,1,0,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
3,28/03/2023,Yankees,Nationals,Nationals,123,2.23,W,1,2,0.5,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.85
4,30/03/2023,Royals,Twins,Royals,137,2.37,L,1,3,0.3333,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
5,6/4/2023,Red Sox,Tigers,Tigers,126,2.26,L,1,4,0.25,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
6,7/4/2023,White Sox,Pirates,Pirates,126,2.26,W,2,5,0.4,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.89
6,7/4/2023,Rangers,Cubs,Cubs,-116,1.86,W,3,6,0.5,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.29
6,7/4/2023,Mariners,Guardians,Mariners,110,2.1,W,4,7,0.5714,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.65
6,7/4/2023,Astros,Twins,Twins,-118,1.85,W,5,8,0.625,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.28
6,7/4/2023,Padres,Braves,Padres,106,2.06,W,6,9,0.6667,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.59
6,7/4/2023,Nationals,Rockies,Nationals,104,2.04,W,7,10,0.7,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.56
7,8/4/2023,Reds,Phillies,Reds,126,2.26,L,7,11,0.6364,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
7,8/4/2023,Rangers,Cubs,Cubs,-117,1.85,W,8,12,0.6667,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.43
7,8/4/2023,Royals,Giants,Royals,135,2.35,W,9,13,0.6923,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.68
8,9/4/2023,Yankees,Orioles,Orioles,127,2.27,L,9,14,0.6429,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
8,9/4/2023,Astros,Twins,Twins,-104,1.96,L,9,15,0.6,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
8,9/4/2023,Rangers,Cubs,Cubs,-101,1.99,L,9,16,0.5625,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
9,10/4/2023,Yankees,Guardians,Yankees,136,2.36,L,9,17,0.5294,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
9,10/4/2023,Red Sox,Rays,Red Sox,136,2.36,L,9,18,0.5,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
9,10/4/2023,Marlins,Phillies,Phillies,114,2.14,W,10,19,0.5263,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.57
9,10/4/2023,Cardinals,Rockies,Rockies,126,2.26,W,11,20,0.55,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.63
9,10/4/2023,Dodgers,Giants,Giants,137,2.37,L,11,21,0.5238,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
9,10/4/2023,Mariners,Cubs,Cubs,137,2.37,W,12,22,0.5455,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.69
10,11/4/2023,Brewers,Diamondbacks,Brewers,-120,1.83,W,13,23,0.5652,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.42
10,11/4/2023,Athletics,Orioles,Athletics,173,2.73,L,13,24,0.5417,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
10,11/4/2023,Cardinals,Rockies,Rockies,149,2.49,L,13,25,0.52,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
10,11/4/2023,Padres,Mets,Mets,-133,1.75,L,13,26,0.5,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
10,11/4/2023,Mariners,Cubs,Cubs,-114,1.88,W,14,27,0.5185,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.44
10,11/4/2023,Astros,Pirates,Pirates,150,2.5,W,15,28,0.5357,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.75
11,12/4/2023,Padres,Mets,Mets,-109,1.92,W,16,29,0.5517,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.46
11,12/4/2023,Astros,Pirates,Pirates,136,2.36,L,16,30,0.5333,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
11,12/4/2023,White Sox,Twins,White Sox,134,2.34,L,16,31,0.5161,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
11,12/4/2023,Dodgers,Giants,Giants,141,2.41,L,16,32,0.5,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
12,13/04/2023,Twins,Yankees,Yankees,-127,1.79,L,16,33,0.4848,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
12,13/04/2023,Phillies,Reds,Reds,-126,1.79,W,17,34,0.5,0.5025,0.5075,0.4975,0.4925,0,1,0.79
13,14/04/2023,Phillies,Reds,Reds,135,2.35,L,17,35,0.4857,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
13,14/04/2023,Diamondbacks,Marlins,Diamondbacks,148,2.48,L,17,36,0.4722,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
13,14/04/2023,Giants,Tigers,Tigers,134,2.34,W,18,37,0.4865,0.5025,0.5075,0.4975,0.4925,0,1,1.34
14,15/04/2023,Rockies,Mariners,Rockies,149,2.49,L,18,38,0.4737,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
14,15/04/2023,Pirates,Cardinals,Pirates,143,2.43,L,18,39,0.4615,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
14,15/04/2023,Brewers,Padres,Brewers,152,2.52,W,19,40,0.475,0.5025,0.5075,0.4975,0.4925,0.5,1.5,2.28
14,15/04/2023,Rays,Jays,Jays,110,2.1,W,20,41,0.4878,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.65
14,15/04/2023,Rangers,Astros,Rangers,146,2.46,W,21,42,0.5,0.5025,0.5075,0.4975,0.4925,0.5,1.5,2.19
14,15/04/2023,Twins,Yankees,Yankees,-126,1.79,W,22,43,0.5116,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.19
14,15/04/2023,Orioles,White Sox,Orioles,-105,1.95,L,22,44,0.5,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
14,15/04/2023,Brewers,Padres,Brewers,132,2.32,L,22,45,0.4889,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
14,15/04/2023,Diamondbacks,Marlins,Marlins,-134,1.75,W,23,46,0.5,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.13
14,15/04/2023,Phillies,Reds,Reds,-101,1.99,W,24,47,0.5106,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.49
15,16/04/2023,Rangers,Astros,Rangers,162,2.62,L,24,48,0.5,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
15,16/04/2023,Twins,Yankees,Yankees,-159,1.63,W,25,49,0.5102,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.32
15,16/04/2023,Rays,Jays,Rays,-128,1.78,W,26,50,0.52,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.39
15,16/04/2023,Braves,Royals,Royals,148,2.48,L,26,51,0.5098,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
16,17/04/2023,Angels,Red Sox,Red Sox,123,2.23,L,26,52,0.5,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
16,17/04/2023,Giants,Marlins,Marlins,-115,1.87,W,27,53,0.5094,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.44
17,18/04/2023,Diamondbacks,Cardinals,Diamondbacks,131,2.31,W,28,54,0.5185,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.66
17,18/04/2023,Jays,Astros,Jays,-112,1.89,L,28,55,0.5091,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
17,18/04/2023,Phillies,White Sox,White Sox,108,2.08,L,28,56,0.5,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
18,19/04/2023,Jays,Astros,Jays,-100,2,W,29,57,0.5088,0.5025,0.5075,0.4975,0.4925,0,1,1.00
18,19/04/2023,Twins,Red Sox,Red Sox,-104,1.96,W,30,58,0.5172,0.5025,0.5075,0.4975,0.4925,0,1,0.96
18,19/04/2023,Angels,Yankees,Angels,131,2.31,W,31,59,0.5254,0.5025,0.5075,0.4975,0.4925,0,1,1.31
18,19/04/2023,Pirates,Rockies,Rockies,-105,1.95,L,31,60,0.5167,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
18,19/04/2023,Giants,Marlins,Marlins,-104,1.96,L,31,61,0.5082,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
18,19/04/2023,Guardians,Tigers,Tigers,118,2.18,L,31,62,0.5,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
18,19/04/2023,Phillies,White Sox,White Sox,107,2.07,L,31,63,0.4921,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
18,19/04/2023,Guardians,Tigers,Tigers,122,2.22,L,31,64,0.4844,0.5025,0.5075,0.4975,0.4925,0,1,-1.00
19,20/04/2023,Twins,Red Sox,Red Sox,-116,1.86,W,32,65,0.4923,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.29
19,20/04/2023,Rockies,Phillies,Rockies,192,2.92,W,33,66,0.5,0.5025,0.5075,0.4975,0.4925,0.5,1.5,2.88
19,20/04/2023,Mets,Giants,Mets,-116,1.86,W,34,67,0.5075,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.29
20,21/04/2023,Dodgers,Cubs,Cubs,142,2.42,W,35,68,0.5147,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,1.28
20,21/04/2023,Dodgers,Cubs,Cubs,145,2.45,W,36,69,0.5217,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,1.31
20,21/04/2023,Red Sox,Brewers,Red Sox,154,2.54,W,37,70,0.5286,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,1.39
20,21/04/2023,Cardinals,Mariners,Cardinals,109,2.09,L,37,71,0.5211,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
20,21/04/2023,Astros,Braves,Braves,-110,1.91,L,37,72,0.5139,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
20,21/04/2023,Jays,Yankees,Yankees,-129,1.78,L,37,73,0.5068,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
20,21/04/2023,Athletics,Rangers,Athletics,192,2.92,W,38,74,0.5135,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,1.73
21,22/04/2023,Cardinals,Mariners,Cardinals,144,2.44,L,38,75,0.5067,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
21,22/04/2023,Dodgers,Cubs,Cubs,112,2.12,L,38,76,0.5,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
21,22/04/2023,Astros,Braves,Braves,-109,1.92,L,38,77,0.4935,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
21,22/04/2023,Red Sox,Brewers,Red Sox,111,2.11,L,38,78,0.4872,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
21,22/04/2023,Mets,Giants,Mets,114,2.14,L,38,79,0.481,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
22,24/04/2023,Red Sox,Orioles,Red Sox,-112,1.89,L,38,80,0.475,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
22,24/04/2023,Cardinals,Giants,Giants,108,2.08,W,39,81,0.4815,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.62
22,24/04/2023,Yankees,Twins,Twins,-151,1.66,W,40,82,0.4878,0.5025,0.5075,0.4975,0.4925,0.5,1.5,0.99
23,25/04/2023,Dodgers,Pirates,Pirates,101,2.01,L,40,83,0.4819,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
23,25/04/2023,Yankees,Twins,Yankees,113,2.13,L,40,84,0.4762,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
23,25/04/2023,Red Sox,Orioles,Red Sox,149,2.49,W,41,85,0.4824,0.5025,0.5075,0.4975,0.4925,0.5,1.5,2.24
23,25/04/2023,White Sox,Jays,White Sox,184,2.84,L,41,86,0.4767,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
24,26/04/2023,Yankees,Twins,Twins,-112,1.89,L,41,87,0.4713,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
24,26/04/2023,Astros,Rays,Astros,110,2.1,W,42,88,0.4773,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.65
24,26/04/2023,Red Sox,Orioles,Red Sox,114,2.14,L,42,89,0.4719,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
24,26/04/2023,Mariners,Phillies,Phillies,104,2.04,W,43,90,0.4778,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.56
24,26/04/2023,Marlins,Braves,Braves,-149,1.67,W,44,91,0.4835,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.01
24,26/04/2023,Padres,Cubs,Padres,-104,1.96,W,45,92,0.4891,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.44
24,26/04/2023,Cardinals,Giants,Giants,-108,1.93,W,46,93,0.4946,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.40
25,27/04/2023,Marlins,Braves,Braves,-162,1.62,L,46,94,0.4894,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
25,27/04/2023,Padres,Cubs,Cubs,133,2.33,W,47,95,0.4947,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.46
25,27/04/2023,Yankees,Rangers,Rangers,154,2.54,L,47,96,0.4896,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
25,27/04/2023,Orioles,Tigers,Tigers,132,2.32,L,47,97,0.4845,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
26,28/04/2023,Cubs,Marlins,Marlins,-102,1.98,W,48,98,0.4898,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.47
26,28/04/2023,Mariners,Jays,Jays,-104,1.96,W,49,99,0.4949,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.44
26,28/04/2023,Guardians,Red Sox,Red Sox,113,2.13,L,49,100,0.49,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
26,28/04/2023,Diamondbacks,Rockies,Rockies,113,2.13,L,49,101,0.4851,0.5025,0.5075,0.4975,0.4925,0.5,1.5,-1.50
26,28/04/2023,Phillies,Astros,Phillies,135,2.35,W,50,102,0.4902,0.5025,0.5075,0.4975,0.4925,0.5,1.5,2.03
26,28/04/2023,Cardinals,Dodgers,Dodgers,-129,1.78,W,51,103,0.4951,0.5025,0.5075,0.4975,0.4925,0.5,1.5,1.17
27,29/04/2023,Guardians,Red Sox,Guardians,116,2.16,L,51,104,0.4904,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
27,29/04/2023,Cubs,Marlins,Marlins,-120,1.83,W,52,105,0.4952,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.91
27,29/04/2023,Phillies,Astros,Phillies,122,2.22,W,53,106,0.5,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.34
27,29/04/2023,Angels,Brewers,Brewers,-136,1.74,W,54,107,0.5047,0.5025,0.5075,0.4975,0.4925,0.1,1.1,0.81
27,29/04/2023,Rays,White Sox,White Sox,125,2.25,L,54,108,0.5,0.5025,0.5075,0.4975,0.4925,0.1,1.1,-1.10
27,29/04/2023,Diamondbacks,Rockies,Diamondbacks,106,2.06,W,55,109,0.5046,0.5025,0.5075,0.4975,0.4925,0.1,1.1,1.17
28,30/04/2023,Reds,Athletics,Athletics,136,2.36,W,56,110,0.5091,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,1.22
28,30/04/2023,Orioles,Tigers,Orioles,144,2.44,L,56,111,0.5045,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
28,30/04/2023,Pirates,Nationals,Nationals,131,2.31,W,57,112,0.5089,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,1.18
28,30/04/2023,Angels,Brewers,Brewers,-121,1.83,L,57,113,0.5044,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
28,30/04/2023,Phillies,Astros,Phillies,130,2.3,L,57,114,0.5,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
28,30/04/2023,Yankees,Rangers,Rangers,110,2.1,W,58,115,0.5043,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.99
28,30/04/2023,Diamondbacks,Rockies,Rockies,115,2.15,W,59,116,0.5086,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,1.04
28,30/04/2023,Cardinals,Dodgers,Dodgers,-136,1.74,W,60,117,0.5128,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.67
28,30/04/2023,Giants,Padres,Giants,133,2.33,L,60,118,0.5085,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
29,1/5/2023,Cubs,Nationals,Nationals,119,2.19,L,60,119,0.5042,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
29,1/5/2023,Jays,Red Sox,Red Sox,148,2.48,W,61,120,0.5083,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.74
29,1/5/2023,Guardians,Yankees,Guardians,118,2.18,W,62,121,0.5124,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.59
30,2/5/2023,Brewers,Rockies,Rockies,145,2.45,W,63,122,0.5164,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.73
30,2/5/2023,Giants,Astros,Giants,174,2.74,W,64,123,0.5203,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.87
30,2/5/2023,Diamondbacks,Rangers,Rangers,148,2.48,W,65,124,0.5242,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.74
30,2/5/2023,Jays,Red Sox,Red Sox,118,2.18,W,66,125,0.528,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.59
30,2/5/2023,Braves,Marlins,Braves,108,2.08,W,67,126,0.5317,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.54
30,2/5/2023,Angels,Cardinals,Angels,125,2.25,W,68,127,0.5354,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.63
31,3/5/2023,Mets,Tigers,Tigers,140,2.4,W,69,128,0.5391,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.70
31,3/5/2023,Angels,Cardinals,Cardinals,111,2.11,L,69,129,0.5349,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
31,3/5/2023,Brewers,Rockies,Rockies,102,2.02,W,70,130,0.5385,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.51
31,3/5/2023,Guardians,Yankees,Yankees,111,2.11,W,71,131,0.542,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.56
32,4/5/2023,Cubs,Nationals,Nationals,159,2.59,W,72,132,0.5455,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.80
32,4/5/2023,Braves,Marlins,Marlins,-106,1.94,L,72,133,0.5414,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
32,4/5/2023,Mets,Tigers,Tigers,153,2.53,W,73,134,0.5448,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.77
33,5/5/2023,Marlins,Cubs,Marlins,145,2.45,L,73,135,0.5407,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
33,5/5/2023,White Sox,Reds,White Sox,-103,1.97,W,74,136,0.5441,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.49
33,5/5/2023,Brewers,Giants,Giants,106,2.06,W,75,137,0.5474,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.53
33,5/5/2023,Dodgers,Padres,Padres,104,2.04,W,76,138,0.5507,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.52
33,5/5/2023,Yankees,Rays,Yankees,162,2.62,L,76,139,0.5468,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
33,5/5/2023,Athletics,Royals,Athletics,131,2.31,W,77,140,0.55,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.66
34,6/5/2023,Marlins,Cubs,Marlins,163,2.63,L,77,141,0.5461,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
34,6/5/2023,Twins,Guardians,Twins,-100,2,L,77,142,0.5423,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
34,6/5/2023,Jays,Pirates,Pirates,133,2.33,L,77,143,0.5385,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
34,6/5/2023,White Sox,Reds,White Sox,114,2.14,L,77,144,0.5347,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
35,7/5/2023,Jays,Pirates,Pirates,118,2.18,L,77,145,0.531,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
35,7/5/2023,Twins,Guardians,Guardians,129,2.29,W,78,146,0.5342,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.65
35,7/5/2023,Yankees,Rays,Yankees,-112,1.89,L,78,147,0.5306,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
35,7/5/2023,Marlins,Cubs,Cubs,-102,1.98,L,78,148,0.527,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
35,7/5/2023,Jays,Pirates,Pirates,119,2.19,L,78,149,0.5235,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
35,7/5/2023,Twins,Guardians,Guardians,143,2.43,W,79,150,0.5267,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.72
35,7/5/2023,Brewers,Giants,Giants,-135,1.74,L,79,151,0.5232,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
35,7/5/2023,Dodgers,Padres,Padres,102,2.02,L,79,152,0.5197,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
36,8/5/2023,Rockies,Pirates,Rockies,159,2.59,L,79,153,0.5163,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
36,8/5/2023,Cardinals,Cubs,Cardinals,118,2.18,W,80,154,0.5195,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.59
36,8/5/2023,White Sox,Royals,Royals,115,2.15,W,81,155,0.5226,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.58
36,8/5/2023,Dodgers,Brewers,Dodgers,110,2.1,L,81,156,0.5192,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
36,8/5/2023,Rangers,Mariners,Rangers,162,2.62,W,82,157,0.5223,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.81
36,8/5/2023,Astros,Angels,Angels,114,2.14,W,83,158,0.5253,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.57
37,9/5/2023,Rays,Orioles,Rays,-126,1.79,L,83,159,0.522,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
37,9/5/2023,Padres,Twins,Twins,-107,1.93,L,83,160,0.5188,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
37,9/5/2023,Marlins,Diamondbacks,Diamondbacks,-104,1.96,L,83,161,0.5155,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
37,9/5/2023,Astros,Angels,Astros,122,2.22,W,84,162,0.5185,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.61
38,10/5/2023,Rockies,Pirates,Rockies,125,2.25,W,85,163,0.5215,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.63
38,10/5/2023,Astros,Angels,Angels,112,2.12,L,85,164,0.5183,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
38,10/5/2023,Marlins,Diamondbacks,Marlins,134,2.34,W,86,165,0.5212,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.67
38,10/5/2023,Rays,Orioles,Rays,-111,1.9,L,86,166,0.5181,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
38,10/5/2023,Jays,Phillies,Jays,107,2.07,L,86,167,0.515,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
38,10/5/2023,Cardinals,Cubs,Cubs,100,2,W,87,168,0.5179,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.50
38,10/5/2023,Padres,Twins,Twins,-123,1.81,W,88,169,0.5207,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.41
39,11/5/2023,Padres,Twins,Twins,116,2.16,W,89,170,0.5235,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.58
39,11/5/2023,White Sox,Royals,White Sox,102,2.02,L,89,171,0.5205,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
39,11/5/2023,Diamondbacks,Giants,Diamondbacks,130,2.3,L,89,172,0.5174,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
40,12/5/2023,Mariners,Tigers,Tigers,105,2.05,L,89,173,0.5145,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
40,12/5/2023,Braves,Jays,Jays,142,2.42,W,90,174,0.5172,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.71
40,12/5/2023,Cubs,Twins,Twins,-152,1.66,L,90,175,0.5143,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
40,12/5/2023,Phillies,Rockies,Rockies,118,2.18,L,90,176,0.5114,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
40,12/5/2023,Giants,Diamondbacks,Diamondbacks,102,2.02,W,91,177,0.5141,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.51
40,12/5/2023,Padres,Dodgers,Padres,119,2.19,L,91,178,0.5112,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
40,12/5/2023,Rays,Yankees,Rays,162,2.62,L,91,179,0.5084,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
41,13/05/2023,Rays,Yankees,Yankees,132,2.32,W,92,180,0.5111,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.66
41,13/05/2023,Braves,Jays,Braves,115,2.15,L,92,181,0.5083,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
41,13/05/2023,Angels,Guardians,Guardians,111,2.11,W,93,182,0.511,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.56
41,13/05/2023,Pirates,Orioles,Pirates,158,2.58,L,93,183,0.5082,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
41,13/05/2023,Royals,Brewers,Royals,150,2.5,L,93,184,0.5054,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
41,13/05/2023,Astros,White Sox,White Sox,-125,1.8,W,94,185,0.5081,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,0.40
41,13/05/2023,Giants,Diamondbacks,Giants,157,2.57,L,94,186,0.5054,0.5025,0.5075,0.4975,0.4925,-0.5,0.5,-0.50
42,14/05/2023,Reds,Marlins,Marlins,-147,1.68,W,95,187,0.508,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.61
42,14/05/2023,Braves,Jays,Braves,108,2.08,L,95,188,0.5053,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,-0.90
42,14/05/2023,Mariners,Tigers,Tigers,104,2.04,W,96,189,0.5079,0.5025,0.5075,0.4975,0.4925,-0.1,0.9,0.94
